@relation dataset

@attribute category_1 real
@attribute category_2 real
@attribute category_3 real
@attribute category_4 real
@attribute category_5 real
@attribute category_6 real
@attribute category_7 real
@attribute category_8 real
@attribute category_9 real
@attribute category_10 real


@data
?,1.76,?,0.63,?,2.18,3.18,?,1.54,2.56
0.64,1.08,?,0.43,0.78,1.74,3.18,2.77,1.41,2.8
?,?,?,?,?,2.74,3.19,?,?,2.4
?,2.8,1.94,0.45,?,2.1,?,?,2.34,2.48
0.64,1.72,?,?,1.6,2.46,?,?,?,?
0.7,1.24,1.01,0.33,1.1,1.74,3.18,2.74,?,2.88
0.96,1.88,0.22,0.56,1.34,2.5,3.18,2.83,1.44,2.54
0.74,2.72,1.76,0.54,0.98,1.78,?,2.66,1.22,2.34
?,?,1.55,0.91,?,2.12,?,2.7,1.54,2.5
0.9,1.24,?,?,0.74,2.78,3.18,2.87,?,2.62
?,?,2.77,?,0.86,?,3.2,2.78,1.47,2.4
0.77,?,0.61,0.31,0.56,1.7,3.18,?,1.57,?
0.86,1.48,0.14,0.29,?,0.66,3.16,?,?,3.5
0.64,1.24,?,?,?,1.54,3.17,2.89,?,3.2
?,1.52,1.47,0.66,1.76,3.24,3.19,2.87,?,2.42
0.8,?,?,0.43,1.12,2.06,3.2,?,1.5,2.4
?,?,?,0.37,0.62,1.6,3.18,2.61,2.11,2.74
0.51,2.92,?,?,?,2.0,3.18,?,0.96,2.46
0.64,1.6,0.24,?,0.94,1.42,3.18,3.07,1.6,3.04
?,1.6,1.23,0.37,1.36,?,3.18,?,?,3.04
1.97,?,?,0.78,0.66,?,3.18,?,1.54,2.58
1.02,2.48,?,?,1.5,2.04,3.19,2.78,1.41,2.38
?,?,0.35,0.32,0.96,1.22,3.17,2.9,?,3.18
0.9,?,0.19,0.45,?,1.3,?,2.73,?,?
?,1.2,?,?,1.1,?,?,2.93,?,3.42
0.42,?,2.03,?,0.64,2.44,3.18,2.95,1.34,3.12
0.99,1.36,?,0.67,1.36,2.86,3.18,2.96,1.79,?
?,2.0,1.66,0.49,1.62,1.76,3.18,2.54,?,2.42
1.31,2.64,?,0.58,?,2.58,3.19,2.71,1.47,?
0.83,2.32,?,0.47,?,2.4,?,2.73,?,2.4
1.12,?,0.26,0.43,0.3,1.66,3.18,2.89,1.54,2.94
0.54,?,?,0.46,1.02,1.48,3.17,2.88,?,3.44
1.06,1.08,0.13,2.11,0.32,2.5,3.18,2.78,1.98,?
0.48,?,?,0.49,0.56,2.12,3.18,3.13,?,2.66
0.8,?,0.22,?,0.34,?,3.18,2.77,1.34,?
0.93,?,0.93,0.46,0.42,?,?,2.7,1.86,2.98
0.77,?,?,0.42,0.3,1.26,?,2.63,1.15,?
0.77,1.4,0.19,0.43,0.58,2.22,3.17,2.75,1.54,2.82
1.06,?,?,?,1.62,2.28,?,?,1.7,3.54
?,0.96,?,0.62,1.58,1.86,3.18,?,1.25,2.72
?,0.96,?,?,?,1.06,3.17,?,1.18,?
0.7,2.88,?,0.48,?,2.24,3.18,2.78,?,2.46
0.74,1.12,1.54,0.29,?,1.62,3.18,2.91,?,3.02
0.61,1.04,?,0.45,1.12,?,?,?,1.47,2.64
0.86,1.0,0.93,0.43,?,2.06,?,2.91,?,?
?,1.08,0.42,0.4,?,?,3.18,2.86,2.43,3.02
0.54,1.08,0.74,0.57,0.62,1.3,3.18,2.74,1.5,2.54
?,?,1.01,0.45,0.98,1.9,?,2.83,2.08,2.66
0.67,?,1.9,0.49,0.98,2.84,3.18,?,1.6,?
1.22,0.92,?,0.57,0.48,1.36,3.18,2.75,1.76,2.98
0.96,1.68,1.18,0.29,1.36,?,3.18,2.7,1.02,3.04
0.96,0.68,0.45,0.46,?,?,3.18,2.67,1.47,2.4
0.9,1.04,0.3,0.56,0.32,?,3.18,2.8,1.22,?
0.9,1.04,?,0.53,?,2.38,3.19,?,1.66,2.4
0.7,?,0.61,?,0.7,1.4,3.18,2.75,1.25,2.8
0.67,1.2,0.9,0.5,?,2.14,3.18,3.2,1.31,2.82
0.99,1.24,?,?,?,1.98,?,2.61,1.02,3.06
?,?,0.24,0.54,1.18,2.22,3.18,2.78,1.41,2.8
0.99,1.24,1.58,0.46,0.26,2.34,3.18,3.07,?,3.04
1.78,1.04,?,?,0.46,?,3.18,?,1.47,2.42
0.74,1.32,2.05,0.64,?,2.26,3.19,3.04,1.34,2.62
1.55,?,0.66,?,?,1.34,?,?,1.22,3.3
0.7,?,?,0.65,0.78,1.38,?,?,1.82,?
1.31,0.96,0.86,0.4,?,1.54,3.17,?,?,?
?,?,0.29,?,?,?,3.17,2.77,1.31,3.22
0.74,1.08,?,0.38,?,?,3.2,2.42,1.38,?
0.74,?,0.3,?,?,?,3.17,2.95,1.7,?
0.58,1.48,?,0.46,0.4,1.28,3.17,2.72,1.95,3.22
0.72,1.52,0.19,?,1.26,?,?,?,1.28,2.74
0.96,1.08,1.86,0.32,0.58,1.3,3.18,?,?,?
?,1.12,1.92,?,0.62,2.32,3.19,?,1.76,2.48
0.64,1.16,?,0.4,0.56,1.24,3.18,2.82,1.09,3.18
0.8,1.12,1.16,0.32,0.38,?,3.18,2.62,1.18,3.06
?,?,2.59,0.85,1.1,2.62,?,2.69,?,?
0.77,?,1.36,?,3.3,2.78,3.18,?,?,2.94
0.64,?,1.06,0.53,0.7,?,3.18,?,1.86,2.64
0.42,?,1.49,0.71,1.06,?,3.19,2.86,?,2.56
1.38,1.28,0.22,0.55,?,0.9,3.18,2.74,?,3.04
0.58,2.96,?,0.53,?,2.24,3.19,3.18,2.18,2.7
?,?,1.88,0.51,1.42,2.64,?,2.9,1.76,2.54
0.7,1.2,1.42,?,0.46,?,?,?,?,2.8
0.96,?,?,?,?,2.44,3.18,?,?,2.7
0.7,1.0,?,0.57,?,?,3.17,3.06,1.98,2.96
1.18,?,0.62,0.31,1.06,?,3.17,2.91,1.25,3.38
0.99,0.92,0.32,?,0.78,1.78,3.18,2.77,1.98,?
?,1.12,1.8,0.37,0.82,1.16,?,2.69,?,?
?,1.28,0.26,0.33,1.1,?,3.17,3.03,1.76,?
0.7,1.16,?,?,?,1.18,?,2.79,1.15,2.96
1.09,2.64,?,?,0.7,2.18,?,?,1.6,?
0.93,2.2,0.35,?,0.46,1.58,3.18,2.78,2.21,2.74
0.77,1.36,0.18,?,1.3,?,3.16,2.95,?,3.5
0.51,0.88,?,0.48,0.96,?,3.17,?,?,?
0.61,?,2.32,0.51,1.04,2.58,?,2.75,1.6,2.46
0.77,1.16,2.13,0.45,?,1.74,3.18,2.96,1.47,2.94
?,?,0.67,0.5,?,2.1,3.18,2.98,1.41,?
?,?,?,0.51,1.02,?,3.19,2.7,?,2.38
2.72,1.96,1.39,?,1.06,2.46,3.18,?,1.15,2.86
?,1.08,?,0.41,0.82,?,3.18,2.83,1.41,3.46
0.64,1.28,0.48,?,?,1.58,?,?,2.18,2.98
0.99,?,?,0.58,?,2.22,3.18,2.99,1.5,2.78
2.5,?,?,0.51,?,1.78,3.17,?,1.54,3.12
0.86,1.04,1.31,?,0.56,?,3.18,3.05,2.05,2.62
0.7,?,1.78,?,2.98,?,3.18,2.74,?,2.5
0.86,0.76,?,0.51,?,?,3.18,2.81,?,2.7
?,?,0.19,?,0.26,1.36,?,3.07,1.34,3.18
1.22,1.16,2.18,?,?,2.52,3.19,2.66,?,2.54
0.96,1.2,0.19,?,0.66,1.24,3.16,?,1.28,3.62
?,?,0.96,?,0.78,?,?,2.9,?,2.88
0.77,1.88,2.43,0.65,1.06,3.12,3.2,?,2.11,?
0.86,?,?,0.42,0.96,1.72,?,2.57,0.96,3.06
0.9,?,2.84,0.5,1.28,2.14,3.2,2.97,1.54,2.54
1.31,0.0,0.26,?,0.96,1.16,3.18,2.9,2.14,?
0.64,?,2.03,0.53,1.6,?,3.18,2.9,1.12,?
0.96,1.28,0.22,0.37,0.82,2.14,?,2.62,1.34,2.8
0.77,1.08,?,0.55,?,2.26,?,?,1.73,?
0.51,1.36,0.13,0.33,?,1.02,3.18,2.89,1.63,2.7
0.86,1.04,1.89,?,1.46,2.3,3.19,?,1.92,2.62
?,?,2.48,0.57,0.66,1.8,3.19,?,?,2.32
0.74,0.96,?,0.42,?,1.54,3.17,2.86,1.63,3.04
0.7,?,2.46,?,1.46,2.54,3.2,2.95,1.89,?
?,1.36,?,0.49,1.3,3.04,3.19,2.7,1.31,2.78
0.7,1.12,1.23,0.49,?,2.34,?,2.78,?,2.66
?,1.4,?,0.59,?,1.94,3.18,?,1.41,2.66
1.34,1.64,0.37,0.39,?,1.94,?,2.72,?,2.94
?,0.96,0.18,0.58,?,1.4,?,2.95,?,2.42
0.86,0.6,?,0.64,0.94,1.7,3.18,2.78,1.44,?
?,0.16,0.19,0.69,0.62,1.44,3.18,2.9,?,2.46
?,1.2,?,0.56,?,2.02,?,?,1.86,2.66
?,1.08,?,0.45,0.98,?,3.18,?,1.09,?
0.9,0.88,?,?,0.72,2.0,3.18,2.66,?,?
?,?,1.57,0.45,0.78,1.5,3.18,?,?,2.9
0.74,2.24,?,0.72,1.4,3.76,3.2,2.75,?,2.48
0.64,1.04,2.35,0.51,1.42,?,?,2.66,?,2.5
0.61,?,0.61,0.47,2.18,2.5,?,?,1.92,2.98
?,1.16,0.36,0.42,?,2.8,3.18,2.83,?,2.64
0.8,1.36,?,?,0.9,1.78,3.18,2.86,?,?
1.44,0.28,?,0.34,0.26,1.74,3.17,2.64,0.9,2.88
0.83,?,0.24,0.46,0.5,1.52,3.18,?,?,2.8
?,1.56,0.96,0.4,1.18,?,3.17,2.77,1.06,?
0.99,1.04,1.17,0.57,0.98,2.1,3.19,2.74,1.38,2.4
0.86,2.96,0.24,?,0.72,1.62,3.18,2.98,?,?
?,?,0.18,0.46,1.02,?,3.17,2.59,?,3.04
0.96,1.48,0.21,0.58,0.42,1.28,3.18,2.95,1.98,?
0.96,1.92,1.18,0.61,0.9,1.98,3.18,?,1.7,2.62
?,1.32,?,?,0.82,1.7,3.17,2.95,1.34,3.34
1.23,1.0,?,0.35,1.02,?,3.18,?,2.02,2.98
1.06,1.04,?,0.56,1.78,2.8,3.2,2.72,2.18,?
0.9,0.88,?,0.47,?,2.1,?,3.06,?,2.62
?,1.2,?,0.75,1.02,2.2,?,2.85,1.34,?
0.67,2.4,?,0.53,1.26,?,?,2.71,1.73,?
0.7,0.88,2.66,?,?,1.46,3.19,?,?,2.4
?,1.48,0.24,0.49,0.42,?,?,2.82,1.6,2.88
0.96,0.88,0.22,0.53,0.42,?,3.18,2.74,2.46,2.78
0.96,?,0.3,?,?,1.58,?,?,2.11,?
1.06,0.8,0.29,0.35,1.3,?,3.18,?,1.7,2.94
0.74,0.8,?,?,1.2,?,3.18,2.63,?,2.58
?,?,3.11,0.49,?,2.08,?,?,?,2.38
?,?,?,0.55,1.12,2.18,3.18,2.85,1.47,2.7
0.7,1.52,1.46,0.5,0.94,1.7,3.18,2.64,0.96,2.94
0.77,1.56,?,0.62,0.98,?,3.18,2.86,1.66,?
0.99,?,?,0.24,1.52,?,?,2.74,1.22,2.94
0.74,?,2.89,0.57,?,1.92,3.2,2.86,?,2.34
?,?,2.36,0.48,?,?,3.2,2.98,?,2.42
1.15,2.12,2.06,0.56,1.68,1.86,3.19,2.62,1.44,?
0.58,?,?,0.43,1.04,2.54,?,2.95,1.18,3.26
?,2.16,2.06,?,?,?,3.19,2.72,1.44,?
0.74,1.36,0.21,0.29,0.62,1.48,?,2.98,?,3.38
0.77,1.08,1.82,?,1.06,2.32,3.19,2.85,1.41,2.4
0.67,1.76,?,0.41,0.26,?,?,2.67,2.24,3.42
0.96,1.44,?,0.62,0.82,?,3.18,3.02,1.82,2.78
0.74,1.28,1.36,0.66,?,2.48,?,2.83,1.28,2.64
?,0.88,?,0.43,1.02,2.1,3.18,?,1.76,2.64
0.64,1.48,0.24,0.56,0.74,1.72,?,2.8,1.66,2.88
?,?,?,0.56,0.62,1.26,3.18,?,?,2.9
?,0.96,?,1.12,?,1.7,3.18,2.8,?,2.56
?,1.36,?,?,?,?,3.18,2.74,1.6,?
?,1.36,1.52,0.47,1.02,2.68,3.18,2.79,1.41,2.7
0.9,?,0.85,?,1.18,?,3.18,2.78,1.54,2.74
?,1.6,0.19,0.45,1.02,1.42,3.18,2.86,1.73,?
1.06,1.28,0.16,0.47,?,1.6,?,2.72,1.18,3.26
1.47,1.04,0.43,0.48,?,1.1,3.17,3.01,1.63,3.2
0.48,1.12,0.7,0.33,0.38,1.42,3.18,?,?,2.78
?,1.6,0.29,0.32,0.62,?,3.18,2.79,1.25,?
0.58,1.04,?,?,?,1.98,?,2.66,1.38,2.5
0.93,2.08,0.27,?,1.1,?,3.18,2.89,?,2.78
0.96,?,?,0.5,0.82,1.66,3.18,2.81,?,2.72
0.83,1.32,0.18,?,?,?,?,?,?,3.04
0.7,2.28,?,?,0.38,1.28,?,2.81,1.38,?
0.83,1.96,1.33,0.54,1.44,2.54,?,2.87,1.28,2.74
1.12,?,0.91,0.39,0.48,1.56,?,?,1.38,2.7
1.76,0.6,1.57,0.35,?,1.66,3.18,?,1.5,2.72
0.96,1.32,0.37,?,?,?,?,2.97,1.41,3.36
0.77,1.08,0.22,?,0.88,?,3.18,2.86,1.79,2.54
?,0.96,2.02,0.5,1.28,1.58,3.19,?,1.79,2.66
1.12,2.96,0.16,0.5,0.48,1.76,3.18,?,1.76,2.72
0.64,?,?,0.4,0.86,1.1,3.18,2.83,1.47,?
1.15,0.8,0.26,3.1,?,?,3.18,?,2.02,2.62
0.67,2.2,2.34,0.61,0.9,2.12,3.19,2.61,?,2.46
?,?,0.29,0.35,?,?,3.17,2.94,1.09,?
1.22,0.68,?,0.91,1.34,2.82,3.19,?,2.11,2.5
0.64,1.2,0.94,0.39,?,2.02,?,3.09,1.28,2.26
1.09,1.0,?,0.4,1.02,1.38,3.18,2.58,?,3.26
?,1.36,0.75,0.48,0.5,?,3.18,2.89,?,2.78
?,3.12,?,0.48,0.56,?,3.18,2.67,?,2.94
?,1.32,0.34,0.59,0.4,?,3.18,2.85,1.31,2.82
0.66,?,2.01,0.58,?,1.54,?,?,?,2.88
0.74,1.04,?,0.62,?,?,3.18,2.78,1.57,2.5
0.83,0.92,0.82,0.39,1.28,2.14,3.18,3.39,1.63,?
?,?,0.26,0.51,?,1.26,3.17,2.87,3.01,?
1.87,0.28,1.14,?,0.9,?,3.18,2.97,1.82,2.58
0.54,1.16,0.38,?,1.38,?,3.17,2.7,?,3.44
0.7,1.44,0.22,0.64,?,2.04,3.18,2.85,1.7,2.78
?,?,?,0.39,0.58,1.62,3.18,2.93,2.14,3.42
1.25,?,0.43,0.43,1.04,?,3.18,?,?,?
0.96,?,?,?,0.66,1.54,3.17,2.85,1.41,3.12
?,1.32,0.16,0.49,1.22,1.46,3.17,?,2.08,2.88
0.8,?,1.25,0.55,1.38,?,?,?,1.7,2.42
?,1.32,2.03,0.43,?,1.54,3.18,?,2.08,2.78
0.74,0.96,0.62,?,0.96,1.84,3.18,2.8,2.05,3.02
0.9,1.48,1.46,0.42,?,1.02,?,2.71,1.73,2.96
1.66,?,0.43,0.59,0.8,1.06,3.18,2.95,1.38,2.48
0.8,1.92,?,?,2.08,?,3.19,2.89,1.5,2.54
?,1.08,1.88,0.34,0.9,1.58,3.18,?,?,2.5
0.7,0.88,0.19,?,0.14,1.66,3.17,2.75,1.18,?
0.58,1.44,?,0.41,1.06,?,?,2.9,?,?
?,1.36,0.19,0.41,0.86,?,?,?,?,3.1
2.05,?,0.19,?,0.48,1.02,?,2.81,1.92,3.44
0.51,1.2,0.42,0.49,0.9,?,3.17,?,1.5,?
0.61,1.2,2.05,0.61,1.3,3.06,3.19,?,1.57,2.42
?,?,?,?,0.5,1.34,?,?,1.09,2.7
0.8,1.12,1.6,0.63,?,?,?,2.86,1.12,2.9
0.86,1.4,1.25,0.55,2.02,2.62,3.18,2.88,1.38,2.54
1.38,0.96,?,0.66,?,?,3.18,2.85,1.31,?
1.06,?,0.42,?,?,1.68,3.17,2.95,1.7,?
?,1.96,?,0.42,0.72,1.38,3.18,2.87,1.82,2.82
1.73,?,2.61,?,1.1,2.42,?,2.98,1.73,2.78
0.54,?,0.38,?,1.62,2.42,?,?,2.43,2.8
1.09,2.76,0.21,0.66,0.32,2.28,?,?,?,2.58
0.74,?,0.24,0.61,0.7,1.42,?,2.82,?,2.96
0.93,2.24,?,?,1.76,3.06,?,?,2.02,2.48
?,?,0.19,0.41,0.86,?,3.18,2.81,?,?
0.94,?,?,?,0.48,1.78,?,2.86,2.18,2.66
0.64,1.52,0.21,0.39,0.98,1.38,3.16,2.77,1.66,3.38
0.38,1.44,?,?,1.26,1.94,?,2.9,2.37,3.04
?,1.96,1.17,?,1.62,2.74,3.18,2.74,1.28,2.4
?,1.24,0.26,0.56,0.96,1.7,3.18,3.2,?,?
0.8,?,0.34,0.24,0.46,?,3.17,2.9,1.44,3.28
?,1.56,0.19,0.41,0.86,1.14,3.18,2.81,1.6,2.8
?,?,0.32,0.51,?,1.34,?,?,?,?
?,?,2.35,?,?,?,3.19,2.63,1.25,?
0.74,?,2.27,?,1.3,2.56,3.19,2.65,?,2.4
?,1.64,1.07,0.39,?,1.54,?,?,1.47,3.06
?,0.76,?,?,1.66,?,3.18,2.87,?,2.66
0.72,1.6,?,0.34,?,1.58,?,?,1.15,3.42
0.8,?,0.37,0.51,1.06,1.58,3.17,?,?,3.18
?,1.96,2.46,?,0.34,1.58,3.2,2.82,?,2.54
1.09,?,?,0.42,0.7,1.54,3.18,?,?,2.66
0.7,0.8,2.56,0.5,1.1,1.5,3.19,2.86,1.47,2.38
?,?,?,0.5,1.02,2.4,3.17,2.91,?,3.18
1.06,?,1.3,0.43,0.24,?,3.17,?,1.15,3.38
1.5,1.16,?,0.27,0.58,1.9,3.18,?,1.54,3.2
1.95,1.52,1.94,3.44,0.64,2.94,?,2.62,?,2.46
?,?,1.58,0.67,0.88,2.42,3.18,2.7,?,2.9
0.54,1.16,0.8,0.32,0.66,1.44,?,2.79,1.09,?
0.51,1.48,0.21,0.41,1.2,?,3.17,?,1.63,?
1.63,0.96,0.34,?,0.38,2.06,?,?,1.92,3.46
0.77,1.6,?,0.59,?,2.64,3.19,?,2.21,?
1.76,0.68,1.31,?,0.34,0.8,3.18,?,0.96,2.54
?,?,?,0.47,0.24,1.46,3.18,?,?,2.4
0.83,0.6,0.19,?,0.94,?,3.18,2.74,?,?
0.58,1.96,0.18,?,0.74,1.08,3.18,2.66,2.18,?
?,1.16,0.32,?,0.5,?,?,2.89,1.44,3.34
2.26,?,2.08,0.5,?,?,?,?,1.6,?
1.66,1.04,0.91,0.43,0.72,1.74,?,?,0.86,3.46
?,1.56,0.34,0.41,0.8,1.66,3.17,2.91,1.38,3.26
1.02,1.04,0.24,0.65,0.46,1.88,3.18,2.88,1.15,?
0.96,1.16,?,0.29,0.98,1.42,3.18,?,2.02,3.02
0.83,0.96,?,?,1.46,2.02,?,2.94,?,2.5
0.96,?,0.26,0.51,0.82,1.34,?,3.02,?,?
?,1.84,?,?,1.18,2.36,3.19,?,2.14,2.5
?,1.0,2.06,?,0.9,2.52,3.19,2.89,?,2.4
0.77,1.36,?,0.46,?,2.14,3.18,2.85,1.89,2.82
1.02,1.4,?,0.57,?,2.18,?,?,?,2.86
?,1.68,?,0.35,?,?,3.18,2.74,1.25,3.04
?,1.28,0.94,0.62,1.06,2.02,?,?,1.82,2.88
0.83,?,0.22,0.39,?,?,3.18,2.95,1.12,2.72
0.77,1.48,0.98,0.31,1.02,1.5,3.17,2.83,1.09,3.3
?,?,0.22,0.25,0.46,0.62,?,2.98,1.12,3.06
0.77,?,0.21,0.49,0.48,1.74,3.18,2.83,1.44,2.94
0.96,1.8,0.56,2.25,?,?,?,?,1.25,2.42
0.7,1.32,0.27,0.47,?,2.18,3.18,2.95,1.79,2.78
1.66,2.16,1.26,?,?,2.26,3.18,?,?,3.26
1.34,0.8,0.22,0.69,0.4,2.24,?,2.72,1.28,2.5
?,1.04,0.35,?,0.26,0.96,?,2.77,?,3.24
0.74,1.96,?,0.4,0.58,1.26,3.18,2.7,1.09,3.2
0.45,1.96,0.94,0.61,0.58,1.58,?,?,1.15,?
0.7,?,1.66,0.55,?,?,3.19,2.94,1.41,2.72
1.09,2.96,1.79,0.79,1.18,?,?,2.66,2.59,?
0.67,1.96,?,0.43,1.18,2.02,?,2.95,1.41,?
1.54,1.28,0.22,0.24,0.58,1.62,3.17,2.8,1.7,?
0.64,1.52,0.16,0.42,0.56,0.98,3.18,2.86,1.18,2.94
0.8,0.96,0.27,0.55,?,?,3.18,2.99,1.92,2.7
0.83,?,?,0.58,?,2.5,?,2.81,?,?
1.31,?,0.24,0.72,0.46,?,?,2.86,1.79,2.46
0.7,1.44,?,0.33,?,1.4,3.18,?,1.5,3.14
1.34,1.04,?,0.66,?,2.66,?,2.79,1.76,2.48
0.54,?,?,?,1.26,?,3.18,2.93,?,2.56
?,1.28,0.27,0.4,1.04,?,3.17,3.19,?,?
?,1.24,?,?,1.22,2.6,3.18,2.7,?,2.8
0.96,1.96,0.75,0.41,0.46,1.4,3.18,2.9,2.18,?
1.06,?,0.32,0.31,0.38,1.06,3.17,?,2.02,3.3
0.54,1.08,0.24,0.42,0.54,1.3,3.18,3.07,?,2.94
0.7,2.12,2.42,?,?,1.82,3.19,2.62,1.12,2.5
1.31,0.92,2.37,0.62,0.74,2.32,3.2,2.82,?,2.58
?,0.92,2.59,?,0.96,2.34,3.19,2.9,1.73,2.42
0.45,1.36,0.21,0.63,1.34,?,?,2.93,2.56,2.56
0.99,?,?,0.4,0.74,?,3.16,2.66,1.28,?
1.09,0.8,0.93,0.71,1.38,?,3.18,2.82,1.41,?
?,0.56,?,0.69,0.72,1.5,3.18,2.73,?,2.46
0.74,1.2,0.29,0.38,0.42,?,3.17,2.91,1.28,3.14
0.8,?,1.28,?,1.62,2.52,3.18,2.86,1.57,2.46
0.58,0.76,?,?,1.52,?,3.18,?,?,2.8
?,1.36,1.18,0.67,0.96,2.32,?,3.07,1.98,2.96
0.86,2.96,0.21,1.98,0.9,1.62,?,2.7,1.47,2.46
1.63,1.16,?,?,?,2.98,3.19,?,1.79,2.54
1.09,?,1.42,?,?,?,3.18,?,?,3.18
0.61,?,0.26,?,?,2.3,3.18,2.98,?,3.12
1.06,0.56,0.77,0.59,0.72,1.7,3.18,2.86,1.54,2.5
0.61,1.4,2.16,?,1.3,1.58,3.18,?,2.02,2.86
0.61,1.32,?,0.35,0.58,1.16,?,?,?,3.28
?,1.08,0.26,0.65,1.2,1.3,?,?,1.41,2.64
0.93,?,0.37,0.56,0.96,?,3.18,2.82,2.05,2.82
?,1.12,1.78,0.64,?,2.34,3.19,3.04,1.38,2.54
0.64,1.24,1.18,?,0.86,2.82,?,2.94,?,2.78
1.18,?,?,0.32,1.12,2.16,3.17,?,1.06,3.3
0.9,2.04,1.26,0.64,1.3,2.74,?,2.82,1.66,2.5
0.86,0.72,1.23,?,1.2,?,3.18,?,?,?
0.74,?,0.26,?,?,?,3.18,?,1.73,2.74
?,1.2,?,?,?,1.9,3.18,2.66,1.44,?
0.83,1.36,1.02,0.39,0.7,1.32,3.18,2.87,1.31,2.46
0.82,2.6,0.19,?,0.46,1.82,3.18,?,1.34,2.5
?,1.44,0.29,?,1.02,1.2,3.17,?,3.14,3.18
0.96,2.84,0.21,1.83,1.18,?,?,?,1.34,2.38
0.67,?,0.43,0.38,1.02,1.26,?,?,1.38,3.14
0.99,?,?,0.42,0.96,1.98,?,2.86,1.31,2.78
0.74,1.52,?,0.66,1.46,?,?,?,?,2.4
1.02,?,0.76,?,0.62,?,3.17,3.04,1.34,?
1.22,1.36,1.33,0.59,?,2.24,?,?,1.66,?
?,1.04,1.09,0.39,?,1.6,3.18,3.01,1.28,3.06
1.28,?,?,0.75,1.1,?,?,?,1.73,2.5
?,1.28,0.96,0.39,1.34,1.7,?,?,?,3.34
?,?,0.26,0.45,?,1.18,?,3.14,?,2.66
0.7,1.12,?,0.46,0.64,1.66,3.18,?,1.54,2.8
?,1.6,1.58,0.41,0.64,1.18,3.18,?,1.34,2.8
1.7,0.96,0.13,?,?,1.14,3.18,2.81,1.02,2.42
0.77,1.04,1.31,0.62,1.26,?,?,2.78,?,?
0.99,1.48,?,0.59,0.34,2.18,3.18,?,1.25,2.34
1.09,1.56,?,?,1.2,2.18,?,2.94,1.5,?
1.02,1.28,?,0.49,0.86,1.4,3.18,2.88,?,?
?,1.48,1.26,0.57,1.6,2.0,3.18,2.54,1.57,2.48
1.02,?,1.58,0.37,0.58,?,3.18,2.75,1.38,3.22
?,1.68,?,0.61,0.72,1.52,3.18,2.66,?,?
1.02,?,0.99,0.55,?,3.04,3.18,2.87,1.98,2.5
1.02,0.96,?,0.69,1.14,?,3.18,3.19,1.63,2.46
1.34,0.56,?,?,0.48,1.26,?,2.86,1.06,2.86
0.74,1.6,1.2,0.46,?,2.02,3.18,?,0.86,?
0.64,1.4,?,0.29,?,?,?,2.48,1.66,?
0.8,0.96,?,0.5,?,1.5,3.18,?,1.86,2.8
0.99,1.2,0.14,?,?,?,3.18,?,1.25,2.7
?,?,?,?,0.38,1.52,?,2.95,2.88,3.12
?,0.72,?,1.1,0.74,2.8,?,3.17,2.3,?
?,1.6,0.27,?,1.28,?,3.18,3.04,1.57,3.06
0.74,1.68,1.18,?,1.5,2.52,3.18,?,1.54,2.48
?,?,?,?,0.22,1.58,3.18,?,?,2.7
0.74,?,?,0.29,0.62,1.48,3.17,2.98,1.18,3.38
?,?,?,?,?,?,?,2.81,1.6,2.56
?,?,1.95,0.47,1.14,?,?,2.87,?,2.78
0.74,?,0.21,?,1.58,1.5,3.18,2.75,1.76,2.94
1.01,?,0.25,0.3,0.4,?,3.17,2.99,1.28,3.18
0.9,1.16,0.43,0.43,0.7,?,?,2.95,?,?
0.8,?,2.49,0.45,0.74,2.12,?,?,?,2.56
0.77,1.32,1.97,0.53,0.82,1.94,3.19,?,1.28,?
0.51,1.96,?,0.63,0.48,?,3.18,?,?,2.98
0.9,1.08,0.75,0.34,1.5,1.86,?,2.81,1.34,3.34
0.74,1.24,1.71,0.43,1.58,?,?,?,1.76,?
?,?,2.22,?,0.9,1.74,3.18,2.98,1.6,3.2
?,1.32,2.86,0.56,1.1,2.6,3.2,?,1.41,2.42
1.02,2.0,1.71,0.54,1.52,2.74,3.19,2.74,1.92,2.5
?,1.16,0.35,0.46,?,?,?,2.95,?,2.72
0.8,0.88,0.53,0.55,1.1,?,3.18,2.81,1.6,?
2.14,1.92,?,?,1.52,2.96,3.19,2.82,?,2.48
?,1.48,0.24,0.42,0.72,1.46,3.18,?,?,2.62
?,1.28,?,0.55,0.62,1.02,?,2.63,1.47,3.2
0.9,?,?,0.47,0.86,2.14,3.19,2.78,?,?
?,1.44,2.9,?,?,1.78,3.2,?,1.54,2.34
?,1.12,0.45,0.49,0.46,0.9,3.17,2.86,1.5,3.52
?,?,1.65,0.47,1.36,?,?,2.74,1.12,3.1
1.17,?,?,0.47,?,?,3.19,3.07,?,?
?,0.04,0.98,?,?,0.94,?,2.83,1.34,?
?,?,1.46,?,?,2.22,3.18,2.79,1.86,2.62
?,1.96,?,0.55,1.34,3.04,3.2,?,1.66,?
0.67,1.12,0.24,0.58,1.22,?,?,2.87,?,2.7
0.8,1.04,?,0.56,1.4,1.6,3.19,2.74,1.44,2.5
0.96,2.0,1.94,0.51,1.02,1.7,?,?,1.7,2.38
?,?,?,0.57,0.78,1.86,3.19,2.73,1.28,2.5
0.83,?,?,0.61,?,2.0,3.18,2.86,1.98,?
?,1.2,?,0.53,1.3,2.82,3.18,?,?,3.18
?,?,1.31,?,1.34,?,3.18,3.02,1.57,3.12
