@relation dataset

@attribute games real
@attribute starts real
@attribute min real
@attribute fgm real
@attribute fgp real
@attribute 3pm real
@attribute 3pp real
@attribute ftm real
@attribute ftp real
@attribute off real
@attribute def real
@attribute ast real
@attribute stl real
@attribute to real
@attribute blk real
@attribute pf real
@attribute dq real
@attribute tf real


@data
71.0,66.0,33.42,?,0.44,?,?,1.87,?,0.85,2.72,1.7,?,1.07,?,1.83,0.0,?
?,?,?,8.47,0.55,0.0,?,3.31,0.81,2.81,?,3.64,1.06,2.33,?,3.17,0.0,0.02
72.0,?,?,4.86,?,2.33,0.4,2.01,0.81,?,3.56,?,?,?,?,?,?,?
?,18.0,22.08,?,?,?,0.0,?,?,0.44,?,?,?,1.61,0.31,?,0.0,0.0
82.0,?,?,?,?,?,0.0,5.07,?,?,?,2.28,?,?,?,?,0.02,0.01
51.0,31.0,19.29,?,0.59,?,0.0,?,0.7,?,2.84,0.14,?,?,?,2.29,0.02,0.02
?,22.0,?,?,?,0.58,?,3.75,0.82,?,7.2,?,0.72,1.95,?,2.27,0.0,?
68.0,?,?,?,?,?,?,?,0.83,?,2.29,?,?,1.71,0.13,2.54,?,0.03
70.0,49.0,29.7,6.53,0.52,0.19,0.26,6.57,?,1.3,4.01,2.46,?,?,?,3.3,0.04,0.1
36.0,0.0,9.94,0.78,?,0.0,?,0.58,?,1.14,?,?,0.25,0.47,?,?,?,?
?,0.0,6.38,1.35,?,0.0,?,?,?,?,?,?,?,0.58,0.31,1.23,0.04,?
?,?,31.8,5.27,?,0.04,?,?,?,?,?,1.43,0.92,?,0.81,1.88,0.01,?
?,?,5.21,?,?,0.0,?,?,0.4,1.0,0.64,?,0.0,?,?,?,0.0,0.0
18.0,?,?,?,?,?,?,1.33,?,?,2.39,?,?,?,0.06,2.67,?,?
58.0,58.0,?,?,?,0.14,?,?,0.56,?,6.97,1.88,1.24,1.57,1.05,3.21,?,0.12
46.0,?,?,?,?,?,?,6.48,?,0.63,2.93,?,1.0,2.0,0.13,?,?,0.0
5.0,?,13.2,1.0,?,?,?,?,0.75,?,1.8,0.4,?,?,0.2,1.0,?,?
?,?,?,2.44,?,1.11,0.33,?,0.79,?,?,1.73,0.38,?,?,1.25,?,0.01
?,49.0,24.66,?,?,?,?,1.95,?,?,1.72,1.51,?,1.13,0.18,1.85,?,?
76.0,?,?,?,?,0.0,?,?,?,2.12,?,?,0.47,?,0.5,?,?,0.03
?,?,?,1.38,0.46,?,?,0.57,?,0.54,?,?,0.32,?,0.19,?,0.0,?
81.0,?,15.65,?,?,?,?,?,?,0.26,1.33,?,0.48,?,?,?,?,?
?,82.0,37.99,6.61,0.46,1.66,0.38,?,0.81,0.74,?,?,?,?,0.21,2.13,?,?
?,62.0,25.56,2.42,0.48,?,0.35,?,0.7,?,?,?,0.82,0.96,?,?,0.01,0.01
?,2.0,7.29,0.98,?,0.0,0.0,0.18,0.47,0.65,1.12,0.16,?,?,0.59,?,?,0.0
?,?,?,2.66,0.48,0.0,0.0,0.47,0.63,?,3.97,?,?,1.03,?,1.91,?,?
?,19.0,16.37,2.64,?,?,0.0,1.25,?,1.49,?,0.24,?,0.86,?,2.07,0.03,0.02
30.0,24.0,?,3.03,0.39,?,?,?,?,?,2.4,?,?,?,?,1.33,0.0,0.03
51.0,2.0,?,?,0.37,?,0.0,?,?,?,?,?,?,0.33,0.08,0.69,?,?
?,3.0,?,?,0.52,0.19,?,0.45,0.5,?,2.07,?,?,0.45,?,?,?,?
60.0,0.0,12.02,1.73,0.39,?,?,?,0.79,?,?,?,0.3,0.42,?,0.87,0.0,?
20.0,0.0,?,?,0.39,0.0,?,?,?,?,0.95,?,?,?,0.45,1.0,?,0.0
63.0,?,23.76,3.83,?,?,0.34,1.05,?,0.67,2.0,1.67,?,?,?,?,0.03,?
?,18.0,?,?,0.49,0.0,?,?,0.54,?,?,?,?,1.09,1.06,?,?,0.03
82.0,?,30.45,4.93,0.44,0.2,0.2,3.93,?,?,2.26,5.43,1.13,?,0.11,2.06,?,?
82.0,?,?,3.05,0.43,0.45,0.28,2.22,0.83,1.01,3.84,?,0.54,1.3,?,?,0.01,0.07
54.0,50.0,?,4.02,0.5,1.52,0.48,?,?,1.02,5.2,?,?,?,0.22,2.43,?,?
10.0,?,?,?,0.42,?,?,?,?,?,?,?,0.0,0.4,?,0.6,?,?
?,?,?,4.7,0.54,0.01,0.11,2.23,0.69,2.27,4.55,1.6,0.78,1.41,1.21,3.48,0.09,?
?,?,?,?,0.55,?,?,?,0.65,1.97,3.28,0.48,?,0.91,0.74,?,0.0,?
?,2.0,17.23,1.87,?,0.52,?,0.59,0.8,?,?,?,?,?,?,?,?,?
?,?,17.57,?,?,?,0.0,?,0.64,?,1.91,1.57,0.17,0.91,0.57,2.61,?,0.0
?,0.0,4.54,0.82,0.56,0.0,?,0.57,?,0.36,?,0.07,0.18,?,?,?,?,0.0
31.0,?,7.81,1.03,?,?,?,?,?,?,?,0.58,?,0.32,?,?,0.0,0.0
69.0,37.0,29.26,4.77,?,2.03,?,1.46,?,?,?,1.51,?,1.22,0.23,2.29,0.0,?
13.0,?,?,?,0.37,0.0,?,0.0,?,?,0.54,?,?,?,?,1.0,?,?
72.0,69.0,32.57,5.33,0.47,?,0.38,2.14,?,?,?,2.08,1.0,1.39,?,2.43,?,?
75.0,?,?,?,?,0.92,0.31,1.87,?,?,2.07,?,0.61,?,0.21,1.68,0.0,?
46.0,5.0,?,?,?,0.41,0.3,?,?,?,?,?,?,0.54,0.3,?,?,?
?,?,32.86,6.16,0.51,1.53,0.43,2.6,?,?,2.89,?,?,3.64,?,1.33,0.0,0.05
65.0,?,28.57,4.88,?,1.32,0.38,?,0.84,?,2.58,?,?,?,0.03,?,?,?
42.0,?,?,?,0.54,0.0,0.0,?,0.2,0.88,?,0.6,0.24,?,0.4,?,0.0,?
64.0,?,30.03,4.09,?,?,?,?,?,3.44,?,2.06,?,1.83,?,3.09,0.02,?
?,?,?,3.12,0.4,?,?,0.95,?,?,2.53,1.0,?,0.89,?,2.13,0.01,?
?,?,6.94,0.78,?,0.41,0.31,?,?,0.02,0.59,0.11,0.13,?,?,?,?,?
81.0,80.0,37.54,8.89,0.48,0.63,?,?,0.91,?,?,2.69,0.86,?,0.98,2.57,?,?
?,0.0,?,?,0.53,0.0,?,?,0.5,?,0.82,0.09,?,0.45,?,?,?,0.0
70.0,?,28.43,5.63,0.53,0.0,0.0,2.31,0.72,?,?,1.31,?,1.79,1.36,?,0.03,0.13
?,?,23.36,?,?,0.0,?,2.11,0.5,?,4.91,1.51,0.3,1.98,1.17,3.19,0.0,?
?,20.0,11.44,0.61,?,0.0,?,0.23,0.76,?,?,?,0.18,?,?,2.12,?,?
?,?,23.86,?,?,?,0.0,?,0.77,?,?,?,0.38,?,?,4.0,0.05,?
82.0,?,31.52,?,?,0.71,?,1.71,0.69,?,7.54,3.27,0.91,1.84,?,2.77,?,0.1
?,82.0,?,4.24,?,0.0,0.0,?,?,3.04,?,?,?,?,1.54,2.66,0.01,0.0
?,73.0,?,?,0.46,1.12,?,2.68,0.82,1.81,5.25,1.63,?,1.74,?,?,0.01,?
25.0,0.0,10.6,0.72,?,0.0,?,0.32,1.0,?,?,0.8,0.36,?,0.0,?,0.0,?
34.0,6.0,?,?,0.39,1.18,0.38,1.44,0.83,0.97,?,?,0.53,?,?,1.26,?,0.03
?,?,13.99,?,0.49,?,?,1.19,?,1.5,?,0.54,0.47,0.74,?,?,?,?
63.0,5.0,?,?,0.35,?,0.28,0.67,?,?,1.11,1.41,0.46,0.79,?,?,?,?
?,?,?,2.54,?,1.33,?,?,?,?,2.48,1.94,?,0.88,0.22,1.86,?,?
56.0,50.0,?,?,?,0.18,0.29,3.32,0.76,?,2.29,?,0.52,?,?,1.71,0.0,?
45.0,?,38.07,?,?,1.16,?,3.58,?,?,3.8,?,?,2.49,0.18,?,0.04,?
?,?,12.32,1.54,?,?,0.3,0.14,0.38,?,1.48,?,?,0.75,?,?,?,?
?,?,?,?,?,0.32,?,0.66,0.91,?,?,0.25,?,?,0.32,?,?,?
?,4.0,?,1.1,0.66,?,0.0,0.46,?,?,?,0.03,0.18,0.31,?,?,?,0.05
?,78.0,?,?,0.6,0.0,0.0,?,?,1.99,?,1.03,?,2.13,?,?,0.01,?
?,?,?,2.52,0.39,?,?,?,?,?,?,?,0.54,0.59,?,1.76,0.0,0.0
?,16.0,?,?,0.53,?,?,?,?,?,2.69,?,?,0.64,0.36,?,0.0,?
71.0,71.0,?,?,0.47,?,0.41,5.2,?,?,?,3.07,1.18,?,?,2.76,0.01,0.07
?,?,22.47,3.11,?,1.55,0.38,?,0.63,0.52,2.35,0.65,0.71,?,0.41,?,0.0,0.01
?,2.0,22.49,1.64,?,1.05,?,?,?,0.42,?,1.52,?,?,0.25,?,0.01,0.03
?,?,11.8,1.05,?,?,0.0,1.85,?,0.95,2.1,0.0,0.3,0.55,?,?,0.0,0.0
63.0,0.0,?,?,?,?,?,?,0.65,?,1.14,?,0.14,?,0.1,1.13,?,0.0
56.0,2.0,?,2.59,?,1.07,?,?,?,?,?,?,?,?,0.05,?,?,?
?,?,?,1.63,0.4,0.3,?,0.68,?,0.47,0.77,2.05,0.67,0.93,?,?,0.0,?
?,?,?,5.76,?,0.55,0.37,1.43,0.71,?,3.61,3.29,0.69,1.22,?,?,?,?
30.0,?,22.73,?,?,0.0,?,1.1,?,2.4,5.53,?,?,?,1.43,3.17,0.07,?
25.0,?,?,?,0.36,0.4,?,0.24,?,?,0.6,?,?,0.4,?,?,0.0,0.0
?,20.0,?,2.51,0.38,?,0.28,?,0.74,1.24,?,?,?,?,?,?,?,0.02
33.0,?,22.67,?,0.44,?,0.2,?,?,2.21,4.3,?,?,?,?,2.79,0.0,?
?,0.0,8.83,1.0,?,?,0.0,0.33,1.0,1.17,?,0.17,?,?,?,?,?,0.0
?,?,?,8.05,?,0.19,0.29,?,0.78,?,7.67,1.83,0.99,2.15,?,?,0.04,0.06
?,?,?,?,0.46,?,0.0,0.78,?,?,?,?,0.24,?,1.24,1.78,0.02,?
18.0,12.0,?,4.17,0.35,?,?,2.61,?,0.61,?,?,1.06,0.83,0.11,?,0.0,0.0
?,?,?,?,?,1.35,0.41,?,?,?,1.68,1.93,0.34,?,0.05,?,?,0.05
18.0,0.0,12.33,0.83,0.52,?,0.0,?,0.64,?,2.22,0.39,?,?,?,?,0.11,?
79.0,76.0,31.49,?,?,?,0.39,1.72,?,1.03,?,?,0.84,1.16,?,2.14,0.0,0.03
76.0,?,?,?,?,?,?,0.68,?,?,4.08,1.22,?,?,?,2.22,?,0.07
82.0,?,21.45,4.0,?,?,?,1.55,?,0.29,?,3.95,0.66,?,0.09,?,0.0,?
?,?,?,?,?,1.55,?,0.89,?,0.5,1.46,?,0.88,1.3,0.09,?,0.02,?
?,8.0,15.92,2.53,0.48,?,0.35,1.03,0.73,?,?,?,?,?,?,1.27,?,?
?,81.0,36.59,?,0.51,0.21,0.21,2.16,?,?,?,?,2.32,3.04,?,?,?,?
?,?,?,?,?,?,?,3.32,0.77,?,2.92,?,?,2.78,?,?,0.01,0.0
52.0,7.0,?,0.77,?,?,0.19,0.15,?,0.33,?,0.23,0.25,?,0.12,?,0.02,?
65.0,65.0,?,7.55,?,?,?,5.28,0.78,1.12,?,?,?,1.98,?,?,?,?
?,?,30.35,3.62,0.42,?,?,0.68,0.63,0.5,?,1.37,0.68,1.13,?,?,0.0,?
?,?,8.14,?,0.36,0.14,0.33,?,?,0.14,?,?,?,?,0.43,?,0.0,?
81.0,?,?,5.4,0.44,?,?,3.12,?,0.43,?,2.75,?,?,?,2.05,0.01,?
52.0,3.0,?,0.56,0.34,?,0.33,0.08,0.67,0.17,?,?,0.17,0.33,0.08,1.13,?,?
82.0,81.0,32.59,6.83,0.51,?,0.2,2.54,?,?,?,?,?,?,0.32,?,?,0.01
?,?,?,?,0.44,?,?,0.73,0.67,0.93,3.79,1.77,1.18,1.1,0.56,?,0.01,?
?,?,21.12,3.09,?,?,0.07,2.04,?,?,?,3.15,?,1.67,0.06,1.67,?,0.0
23.0,?,17.13,1.83,0.36,?,?,0.78,0.9,?,2.26,?,?,?,?,2.26,?,0.04
57.0,3.0,17.21,1.7,?,0.12,?,?,?,?,?,0.54,0.49,0.86,0.74,1.98,0.02,?
16.0,?,?,?,0.4,0.0,?,0.38,?,?,?,?,0.19,0.44,?,1.25,0.0,0.0
?,2.0,?,?,0.57,0.01,0.2,1.76,0.63,1.29,2.53,?,?,?,0.33,2.59,?,?
?,?,27.72,5.71,0.41,2.11,?,?,0.71,?,2.75,2.44,?,1.85,?,2.32,?,0.07
?,?,?,?,?,?,0.34,?,?,0.96,1.45,0.59,?,0.63,?,1.96,0.02,?
64.0,1.0,?,?,0.4,?,0.14,0.61,0.81,1.03,1.42,0.33,?,?,0.3,1.48,?,?
81.0,?,35.47,6.22,0.5,0.0,0.0,?,?,2.75,5.95,?,?,2.44,2.14,?,0.01,0.12
?,1.0,18.76,?,?,?,0.17,?,0.81,?,2.31,?,0.83,?,0.19,2.75,?,0.01
?,1.0,?,?,0.48,?,0.0,?,?,1.37,?,?,0.47,?,?,2.45,0.03,0.05
42.0,?,20.33,?,0.41,1.07,0.35,1.31,0.8,0.45,?,?,?,?,0.21,1.33,0.0,?
?,18.0,?,0.72,0.28,?,?,0.39,0.71,0.17,1.25,?,0.25,?,?,1.16,?,?
?,?,31.37,?,0.4,2.13,?,?,?,0.63,3.03,?,?,0.9,0.08,?,0.0,?
?,?,?,?,?,0.01,?,?,0.77,2.8,?,?,0.63,2.6,1.01,3.43,0.02,0.16
?,67.0,?,?,?,0.25,?,?,0.83,0.92,2.93,4.77,1.38,?,0.16,?,?,0.03
?,?,9.32,1.05,?,0.34,?,?,0.71,?,0.7,0.36,0.2,0.36,0.16,1.18,?,?
?,4.0,?,1.45,?,?,?,?,0.72,?,?,0.52,?,?,0.1,?,0.0,?
71.0,?,10.11,1.27,0.4,?,?,0.58,?,0.07,?,1.72,0.48,?,0.15,?,?,?
43.0,?,?,1.93,0.41,?,?,?,0.78,0.12,0.93,2.93,?,?,0.12,1.65,0.0,?
27.0,?,12.33,?,0.44,?,?,?,?,0.22,0.93,0.78,?,?,?,?,0.04,0.0
?,12.0,32.95,5.92,?,?,0.36,?,?,?,?,?,?,?,0.22,1.84,0.0,?
68.0,?,12.97,?,?,?,0.0,0.79,?,?,2.32,?,0.22,?,1.31,?,?,?
23.0,1.0,?,1.35,?,0.0,?,0.57,?,?,2.0,0.04,0.17,0.78,0.7,?,0.0,0.0
26.0,2.0,12.08,0.65,?,?,0.0,0.27,?,?,?,?,0.38,?,?,?,0.0,0.0
?,9.0,?,?,?,?,0.0,0.17,?,1.2,2.96,?,0.37,?,0.66,2.27,?,0.01
?,1.0,15.72,?,0.46,0.89,0.37,1.17,0.88,?,?,0.78,0.56,0.78,?,?,0.06,0.06
54.0,?,22.61,?,0.46,0.0,0.0,2.22,0.69,1.5,4.7,1.04,?,?,1.57,?,?,?
75.0,?,31.4,4.93,0.47,0.01,?,?,?,2.99,5.51,1.65,0.55,1.85,0.99,?,0.09,0.03
?,?,?,?,?,?,?,?,?,1.55,2.37,1.2,?,?,0.47,2.75,?,0.01
73.0,?,25.66,5.45,?,?,0.37,?,0.81,?,1.9,1.55,0.79,1.04,0.15,?,?,0.01
38.0,?,?,1.37,?,?,?,?,0.81,?,1.45,2.84,0.84,1.66,?,1.76,0.0,0.0
?,29.0,31.09,?,?,1.09,?,?,0.77,?,5.13,?,?,?,0.72,?,0.02,?
?,?,?,1.13,0.44,0.07,0.14,1.07,?,?,?,?,?,0.33,0.0,?,0.0,0.0
42.0,20.0,20.74,2.02,?,?,?,?,?,1.29,?,2.14,?,?,?,?,?,?
?,?,?,?,0.41,?,?,2.36,?,?,4.07,4.11,0.74,?,?,?,0.04,0.04
69.0,2.0,13.71,?,0.38,?,?,0.61,0.74,0.74,?,?,?,?,0.09,?,?,0.0
?,41.0,?,?,?,0.95,0.38,?,?,0.48,2.28,?,1.16,1.72,0.13,2.1,?,0.0
13.0,?,?,1.08,0.47,?,?,?,0.82,0.0,0.23,0.92,0.08,?,0.0,0.46,?,0.0
76.0,?,28.46,?,0.57,0.01,?,?,0.66,2.49,5.13,1.14,0.93,0.88,0.88,2.93,?,?
78.0,16.0,23.68,?,0.44,1.27,?,?,?,1.09,?,?,?,0.95,?,2.86,0.03,0.01
67.0,1.0,8.61,0.99,?,?,?,0.42,0.85,?,0.81,0.61,?,?,0.06,?,?,?
77.0,77.0,36.27,?,0.48,?,0.3,6.94,0.76,?,3.45,?,?,?,?,2.35,0.0,?
?,13.0,21.91,?,0.52,?,?,1.11,0.8,?,?,1.14,?,?,?,2.37,?,0.06
?,67.0,?,2.29,?,0.0,0.0,0.94,0.41,3.55,5.1,1.52,?,0.93,1.22,1.9,0.0,0.06
?,?,?,6.0,0.48,?,?,?,0.78,?,?,?,?,?,1.11,?,?,?
?,13.0,22.58,3.37,?,1.04,0.28,?,?,?,?,1.01,1.01,0.8,?,?,0.03,0.22
29.0,0.0,?,?,?,?,?,0.07,0.5,?,?,?,?,0.41,0.03,0.66,0.0,?
?,6.0,20.46,?,?,0.01,0.14,2.66,0.74,1.67,2.46,0.68,0.32,1.05,0.24,?,0.0,0.04
?,?,27.48,?,?,?,0.31,1.97,0.77,0.43,?,2.77,?,?,0.12,1.91,?,0.02
?,52.0,29.34,?,0.43,?,?,1.52,0.71,0.68,2.37,5.05,?,?,0.2,2.29,0.0,?
12.0,0.0,?,1.0,0.36,?,?,0.42,?,?,1.42,?,0.5,0.33,?,1.08,?,?
82.0,?,?,3.16,0.41,?,0.37,?,?,?,2.7,?,?,?,?,?,?,?
?,19.0,?,?,0.52,?,?,?,0.69,0.61,?,1.46,0.57,?,?,?,?,0.01
?,81.0,?,7.64,0.5,0.09,?,3.65,?,?,?,2.95,0.94,?,?,?,?,?
?,?,?,?,?,0.42,?,?,0.81,?,2.33,3.27,?,1.5,0.47,?,0.0,?
39.0,1.0,3.9,0.31,0.57,0.0,?,?,?,?,?,?,?,?,?,0.62,0.0,0.0
?,82.0,?,?,0.42,0.28,0.22,4.01,?,?,3.15,7.95,?,3.27,?,?,?,?
12.0,?,?,2.08,?,?,?,?,0.9,0.83,?,0.33,0.42,?,0.25,1.0,?,0.0
?,?,12.94,1.85,0.53,?,0.0,?,?,1.29,?,?,?,1.12,?,?,0.0,?
?,?,19.81,2.06,?,0.23,0.3,1.29,0.8,?,2.21,?,0.84,0.95,?,?,0.0,0.03
?,?,14.75,?,0.5,?,0.67,?,?,0.25,?,1.0,0.0,?,?,1.25,0.0,?
76.0,76.0,?,?,0.47,?,?,?,0.8,0.66,3.33,?,1.26,?,?,2.74,0.03,0.07
?,18.0,20.78,?,?,1.02,0.38,?,0.76,0.09,?,3.63,?,?,0.04,0.79,?,0.05
?,6.0,?,?,0.39,?,0.32,0.59,0.71,0.3,1.24,0.63,0.22,?,?,?,?,0.0
?,?,29.83,4.97,0.47,1.09,?,?,0.82,?,2.53,4.19,?,1.67,?,1.72,0.02,0.0
?,1.0,?,?,?,0.39,?,0.6,0.67,?,?,?,0.52,?,0.02,0.69,0.0,0.0
81.0,?,?,?,?,?,0.3,2.17,?,?,?,?,0.8,0.89,?,1.98,?,?
?,?,34.17,?,?,?,0.43,?,0.89,0.41,2.61,5.33,?,?,0.3,2.46,0.01,?
24.0,?,32.46,?,?,?,0.36,2.17,?,0.75,3.83,2.75,0.92,?,?,?,0.0,?
20.0,0.0,11.35,1.05,?,?,0.0,?,?,?,?,?,?,?,0.95,2.05,?,0.0
54.0,?,11.06,1.17,0.52,?,0.0,?,0.77,0.87,1.81,0.39,?,?,0.39,1.57,0.0,?
?,9.0,?,?,?,0.4,0.31,?,?,0.59,?,2.86,0.55,?,0.13,?,?,?
67.0,?,?,?,0.41,?,0.34,0.79,?,?,?,?,0.45,?,0.16,2.01,?,0.07
?,?,?,2.69,?,?,?,?,?,0.69,2.57,?,?,0.74,0.44,1.31,?,?
68.0,?,?,1.71,?,0.03,?,?,0.61,0.85,?,?,0.43,?,?,?,0.0,?
?,23.0,19.27,?,?,0.93,?,?,0.8,0.27,?,0.65,0.36,?,?,?,?,?
?,?,16.51,2.8,?,?,0.2,?,?,?,1.55,0.65,?,1.18,?,1.33,0.0,0.01
?,45.0,?,5.7,?,0.72,0.35,?,0.69,1.94,?,1.45,1.21,?,0.22,?,0.0,?
