@relation dataset

@attribute games real
@attribute starts real
@attribute min real
@attribute fgm real
@attribute fgp real
@attribute 3pm real
@attribute 3pp real
@attribute ftm real
@attribute ftp real
@attribute off real
@attribute def real
@attribute ast real
@attribute stl real
@attribute to real
@attribute blk real
@attribute pf real
@attribute dq real
@attribute tf real


@data
71.0,?,33.42,4.76,0.44,1.07,?,?,0.87,0.85,?,1.7,1.31,?,?,1.83,?,0.01
?,?,37.26,?,?,?,0.0,?,0.81,?,8.89,?,1.06,?,?,?,?,0.02
?,72.0,32.85,4.86,?,?,?,2.01,0.81,?,?,1.49,1.08,?,?,?,?,?
36.0,?,22.08,?,?,0.0,?,1.17,0.88,?,1.72,3.56,?,1.61,0.31,1.69,0.0,?
82.0,82.0,36.9,?,0.5,?,?,5.07,?,?,5.34,?,?,2.49,?,3.06,?,0.01
?,31.0,19.29,3.35,?,0.0,0.0,?,?,?,?,?,?,?,1.04,2.29,0.02,0.02
60.0,?,28.65,4.85,?,?,?,?,?,3.78,7.2,2.27,?,?,?,?,0.0,?
68.0,0.0,?,2.71,0.4,?,?,?,0.83,?,?,4.49,0.88,?,?,2.54,?,0.03
70.0,49.0,?,?,0.52,?,?,6.57,0.83,?,?,?,?,?,0.06,?,?,?
36.0,?,9.94,0.78,?,?,0.0,?,0.36,?,?,0.03,?,?,0.31,?,?,?
?,?,?,1.35,?,?,0.0,1.19,?,0.5,1.5,0.08,?,?,0.31,?,?,?
?,?,?,5.27,?,?,?,?,0.76,?,4.25,1.43,0.92,?,?,?,?,?
14.0,?,?,0.29,?,0.0,0.0,?,?,?,0.64,0.14,0.0,?,0.21,?,?,?
18.0,?,?,2.78,0.37,?,?,?,0.8,?,?,?,?,1.06,?,?,0.0,?
58.0,?,?,4.88,0.46,?,0.28,1.6,?,2.45,?,?,?,1.57,?,3.21,0.03,0.12
46.0,?,35.46,6.28,0.42,?,?,6.48,?,0.63,2.93,2.41,?,?,?,2.09,?,0.0
5.0,4.0,13.2,1.0,0.42,0.0,0.0,?,0.75,0.8,1.8,?,0.2,0.8,?,1.0,?,?
79.0,5.0,?,?,0.39,?,0.33,0.34,?,?,?,1.73,0.38,?,0.18,1.25,0.0,?
82.0,?,?,?,?,0.77,?,1.95,0.83,0.61,?,1.51,0.77,1.13,?,1.85,0.0,0.0
?,29.0,?,2.79,?,0.0,0.0,1.17,?,2.12,3.16,?,0.47,?,?,?,?,?
?,?,?,?,?,?,?,?,0.66,?,?,0.46,0.32,0.51,?,?,0.0,?
81.0,?,?,?,?,0.27,?,?,?,?,?,?,0.48,1.05,?,1.42,?,?
82.0,82.0,?,?,0.46,1.66,0.38,2.59,?,0.74,3.05,?,1.2,?,?,?,?,0.09
73.0,?,?,?,?,?,?,1.27,0.7,?,3.14,?,0.82,?,0.53,2.48,?,0.01
49.0,?,7.29,0.98,0.47,0.0,?,?,0.47,0.65,1.12,?,0.1,?,?,?,?,?
77.0,?,20.97,2.66,0.48,0.0,?,?,0.63,?,3.97,1.08,0.56,?,0.42,1.91,?,0.01
59.0,?,?,2.64,0.51,?,?,?,0.64,1.49,2.63,0.24,?,0.86,?,2.07,?,?
?,24.0,22.43,3.03,?,?,0.25,?,0.75,?,?,3.3,?,?,?,?,0.0,0.03
?,2.0,?,0.37,?,0.0,0.0,?,0.0,?,1.1,?,?,0.33,?,0.69,?,0.0
42.0,3.0,?,1.81,?,0.19,?,0.45,0.5,?,?,?,?,0.45,?,1.76,0.05,?
?,0.0,12.02,?,?,?,?,0.52,?,0.15,?,?,?,0.42,?,?,0.0,?
?,0.0,5.9,?,0.39,?,0.0,?,0.54,?,?,?,0.2,?,?,1.0,0.0,?
63.0,?,23.76,?,?,?,?,1.05,0.69,?,?,1.67,?,?,0.27,3.02,?,0.0
?,18.0,21.44,?,0.49,?,0.0,?,0.54,?,?,1.47,?,?,?,?,?,0.03
?,66.0,?,?,0.44,0.2,?,?,0.82,0.99,?,?,1.13,?,0.11,2.06,?,0.05
?,37.0,23.83,3.05,0.43,0.45,0.28,2.22,?,1.01,?,1.88,0.54,?,0.35,?,?,?
?,?,33.39,?,?,?,?,1.3,0.82,1.02,5.2,?,?,2.15,0.22,2.43,?,?
10.0,?,3.9,?,?,?,0.5,0.4,0.57,?,?,?,0.0,?,?,?,?,0.0
?,10.0,27.74,?,?,0.01,0.11,?,?,2.27,4.55,1.6,?,1.41,1.21,?,0.09,?
58.0,29.0,?,?,0.55,0.0,?,1.4,0.65,?,3.28,0.48,0.26,0.91,?,1.81,0.0,0.0
?,?,?,?,?,0.52,?,?,0.8,?,2.69,?,?,0.38,0.49,?,?,?
?,20.0,17.57,?,0.6,0.0,?,0.3,0.64,1.13,1.91,?,?,0.91,0.57,2.61,?,0.0
28.0,0.0,?,0.82,0.56,?,?,?,?,?,?,?,0.18,0.43,?,?,0.07,0.0
?,?,7.81,?,0.38,?,?,0.16,?,?,0.71,0.58,?,?,0.06,0.55,?,?
69.0,37.0,29.26,4.77,0.47,2.03,0.46,?,?,?,2.87,?,?,?,?,?,0.0,?
?,?,4.31,0.54,?,0.0,0.0,?,?,0.23,?,?,0.15,0.31,0.0,?,?,?
72.0,?,?,5.33,0.47,1.78,0.38,2.14,0.8,1.79,?,?,1.0,?,0.47,2.43,?,?
?,?,22.31,3.57,?,0.92,?,?,?,0.37,2.07,1.81,?,?,?,?,0.0,?
?,5.0,?,1.35,0.42,?,0.3,?,?,?,1.76,0.63,0.57,0.54,?,2.04,0.0,?
81.0,?,32.86,6.16,0.51,?,?,?,?,0.42,2.89,11.01,0.52,3.64,?,?,0.0,?
65.0,?,28.57,4.88,0.45,1.32,?,1.51,?,0.4,2.58,5.43,?,2.14,?,?,0.0,0.02
42.0,8.0,?,1.93,0.54,?,0.0,?,?,?,?,?,?,?,0.4,?,0.0,0.02
?,?,?,?,0.5,0.0,0.0,2.55,0.74,3.44,7.58,2.06,0.5,?,?,3.09,0.02,0.13
?,28.0,?,3.12,0.4,1.28,?,?,?,0.43,2.53,1.0,0.43,?,?,2.13,?,0.07
54.0,?,?,0.78,0.39,0.41,0.31,0.13,?,0.02,?,?,?,0.04,?,?,?,?
81.0,?,37.54,8.89,0.48,0.63,0.42,6.62,?,?,?,?,?,?,?,?,0.01,?
?,0.0,4.45,?,?,0.0,?,?,0.5,?,?,0.09,?,?,?,?,0.0,0.0
70.0,?,?,?,0.53,?,?,?,?,?,?,1.31,?,?,?,?,?,0.13
?,53.0,?,4.94,?,?,0.0,2.11,?,1.75,4.91,1.51,0.3,?,?,?,0.0,0.08
57.0,?,?,?,0.63,0.0,0.0,0.23,0.76,?,?,?,0.18,0.63,?,2.12,?,?
?,?,23.86,?,?,?,?,2.33,?,?,5.43,?,0.38,1.86,?,?,?,0.0
82.0,?,?,4.17,?,?,0.32,?,0.69,?,?,?,?,1.84,0.72,?,?,0.1
82.0,82.0,28.87,4.24,0.53,0.0,?,?,0.56,?,?,?,?,1.35,1.54,?,0.01,?
73.0,?,29.47,4.86,0.46,?,?,2.68,?,1.81,5.25,?,?,?,1.11,?,?,0.07
25.0,?,10.6,?,0.4,?,0.0,0.32,1.0,0.12,0.88,0.8,0.36,0.24,0.0,?,?,0.0
?,6.0,21.56,?,?,1.18,0.38,?,0.83,?,2.59,?,?,?,0.5,1.26,0.0,?
?,?,13.99,?,?,0.0,0.0,?,?,1.5,?,0.54,?,0.74,?,?,?,0.01
?,5.0,?,?,0.35,?,?,?,?,?,1.11,1.41,0.46,0.79,?,?,?,0.02
81.0,?,28.21,?,?,?,0.41,?,0.79,0.37,?,1.94,0.78,0.88,0.22,1.86,0.0,0.01
?,?,?,?,?,?,0.29,?,0.76,0.13,2.29,?,0.52,2.66,?,?,?,0.02
?,45.0,?,6.98,?,1.16,?,?,0.85,0.44,?,?,?,2.49,?,?,0.04,0.09
?,0.0,?,1.54,?,0.49,0.3,0.14,?,?,?,?,0.32,0.75,?,1.18,?,?
?,?,10.14,1.75,?,0.32,0.27,0.66,0.91,0.73,?,0.25,0.2,0.73,?,?,?,0.0
?,?,10.41,?,?,0.0,0.0,0.46,0.9,?,?,?,?,?,0.41,?,?,0.05
?,?,27.6,4.03,?,0.0,?,2.09,0.58,1.99,?,1.03,?,?,1.69,?,0.01,0.21
?,39.0,?,2.52,?,1.35,?,?,0.61,0.37,2.37,0.91,?,0.59,?,?,?,?
?,16.0,?,?,?,0.0,?,?,?,0.89,2.69,?,0.28,?,0.36,?,?,0.0
?,?,?,?,?,1.54,0.41,5.2,?,0.55,?,3.07,?,?,?,2.76,0.01,?
75.0,?,?,?,0.43,?,0.38,0.92,?,?,?,0.65,0.71,0.92,0.41,?,0.0,0.01
77.0,2.0,?,1.64,?,1.05,?,0.86,?,0.42,3.86,1.52,0.55,?,0.25,?,?,0.03
20.0,?,11.8,?,?,0.0,?,?,0.59,0.95,2.1,0.0,0.3,0.55,?,?,?,?
63.0,0.0,?,?,?,?,?,0.32,0.65,0.7,1.14,?,?,0.52,0.1,?,?,0.0
?,?,?,2.59,0.41,?,?,1.07,0.8,0.21,1.36,1.89,?,1.05,0.05,?,0.0,0.02
60.0,?,13.5,?,0.4,?,0.29,0.68,0.69,?,?,?,?,0.93,0.22,?,?,0.03
49.0,49.0,33.98,5.76,?,0.55,0.37,1.43,0.71,?,?,3.29,0.69,1.22,?,1.57,0.0,0.0
30.0,?,22.73,1.5,?,0.0,?,1.1,?,2.4,?,0.27,0.27,1.3,1.43,3.17,0.07,?
25.0,0.0,9.0,0.8,?,?,0.31,0.24,?,?,0.6,1.16,0.36,?,?,?,0.0,?
?,?,?,?,0.38,0.73,0.28,0.49,0.74,1.24,3.1,?,?,1.07,0.17,2.37,?,?
33.0,?,22.67,?,?,?,0.2,3.3,0.8,2.21,?,1.27,0.85,1.48,1.55,?,?,?
6.0,?,?,1.0,?,?,0.0,?,1.0,?,?,0.17,?,?,?,?,?,?
?,?,?,8.05,?,?,?,4.47,?,4.07,7.67,?,0.99,?,0.42,2.79,?,?
?,28.0,16.47,?,?,?,?,0.78,0.76,?,2.0,?,?,?,?,?,0.02,0.02
?,?,27.44,4.17,?,?,0.3,2.61,?,0.61,?,2.17,?,?,?,1.33,?,?
82.0,?,?,2.96,0.44,?,0.41,?,?,?,?,?,0.34,?,?,1.44,0.0,?
18.0,0.0,12.33,0.83,0.52,0.0,?,0.39,0.64,?,2.22,0.39,0.44,?,0.22,2.78,?,?
?,?,?,5.99,?,?,0.39,?,?,1.03,4.09,1.81,?,1.16,0.42,?,0.0,0.03
76.0,75.0,?,3.18,0.43,1.87,0.4,?,?,?,4.08,?,?,0.82,?,?,0.0,0.07
?,?,21.45,4.0,?,0.84,?,1.55,?,?,1.45,?,?,1.3,?,?,?,?
56.0,?,19.98,?,0.44,1.55,0.39,?,0.75,?,1.46,?,?,1.3,?,2.07,0.02,?
?,8.0,15.92,?,?,?,?,?,?,0.36,0.98,?,0.76,?,?,1.27,0.0,?
?,?,?,?,0.51,?,0.21,2.16,?,1.23,?,?,?,3.04,?,?,?,?
?,?,?,?,0.49,0.21,?,3.32,0.77,?,?,?,?,?,?,?,?,0.0
52.0,?,?,0.77,0.36,0.08,?,?,0.57,0.33,?,0.23,0.25,?,?,?,0.02,0.0
?,65.0,37.17,7.55,?,?,?,?,?,1.12,3.26,4.71,?,1.98,0.25,?,?,?
82.0,64.0,?,3.62,0.42,1.51,?,0.68,0.63,?,3.72,?,0.68,1.13,0.8,1.94,0.0,?
7.0,?,8.14,0.57,0.36,?,?,?,0.0,?,0.71,0.57,0.29,0.43,?,?,0.0,0.0
?,56.0,?,5.4,?,1.46,0.38,3.12,0.83,?,?,?,1.22,?,?,2.05,0.01,?
52.0,?,9.1,0.56,?,0.31,0.33,0.08,?,?,0.77,0.52,0.17,?,0.08,1.13,?,?
82.0,81.0,?,6.83,0.51,0.01,?,2.54,0.78,?,?,?,0.77,?,?,?,?,0.01
?,82.0,?,?,?,?,0.31,0.73,0.67,0.93,?,?,?,?,?,1.88,?,?
82.0,1.0,21.12,?,0.46,0.01,0.07,?,0.72,0.71,1.89,3.15,?,1.67,0.06,?,?,?
?,?,17.13,1.83,?,?,?,?,0.9,?,?,?,?,?,?,2.26,?,?
57.0,?,?,1.7,?,?,?,0.93,?,?,2.95,0.54,0.49,0.86,?,1.98,0.02,0.04
?,1.0,?,?,0.4,0.0,?,?,0.75,0.56,?,?,0.19,0.44,?,1.25,?,?
?,?,16.4,3.01,0.57,0.01,0.2,?,?,?,2.53,?,?,?,?,2.59,0.0,?
?,?,27.72,5.71,?,2.11,0.34,?,0.71,0.37,?,?,?,1.85,0.28,2.32,?,0.07
56.0,2.0,?,?,0.43,?,?,0.52,0.69,0.96,?,0.59,?,0.63,0.5,?,0.02,?
64.0,?,9.25,?,?,?,?,?,?,?,1.42,0.33,0.09,?,0.3,1.48,?,0.06
?,81.0,35.47,?,0.5,0.0,?,3.22,0.62,?,5.95,4.23,1.6,?,?,2.96,?,?
75.0,?,?,?,0.49,0.01,?,?,?,?,?,?,0.83,1.08,0.19,?,?,?
?,?,16.4,3.42,?,?,0.0,?,0.74,?,?,0.58,0.47,?,0.55,2.45,0.03,0.05
?,?,?,3.07,?,1.07,0.35,?,0.8,?,?,1.67,?,1.57,?,?,?,?
?,?,?,?,?,0.3,0.22,0.39,?,0.17,?,0.88,0.25,0.47,?,?,0.0,?
62.0,55.0,31.37,4.48,0.4,?,?,?,?,?,?,?,?,?,0.08,?,0.0,0.02
82.0,?,?,8.59,?,?,0.17,?,0.77,2.8,?,?,?,2.6,?,?,0.02,?
73.0,67.0,34.23,?,?,0.25,0.23,?,0.83,?,2.93,4.77,?,2.23,0.16,?,?,?
?,0.0,9.32,?,?,?,0.36,?,?,0.32,?,?,?,?,0.16,1.18,?,?
?,4.0,9.74,1.45,0.38,?,0.23,1.06,?,0.68,0.81,?,0.32,0.61,?,?,0.0,?
71.0,3.0,?,?,0.4,0.1,0.22,?,0.84,0.07,?,1.72,?,0.7,?,1.15,0.0,0.0
43.0,?,15.35,?,0.41,?,0.23,?,0.78,0.12,0.93,?,0.56,?,0.12,1.65,0.0,0.02
27.0,?,12.33,?,?,?,?,1.3,?,?,?,?,?,1.0,0.22,?,0.04,?
77.0,12.0,32.95,?,?,1.77,0.36,?,0.87,?,?,3.79,1.22,1.42,0.22,?,?,0.06
?,13.0,?,?,0.59,?,0.0,?,?,?,2.32,0.16,0.22,0.63,1.31,?,?,?
?,?,13.87,?,?,0.0,?,?,?,0.78,?,0.04,?,0.78,0.7,1.7,?,0.0
?,2.0,12.08,?,0.49,0.0,?,0.27,?,1.35,?,?,?,?,?,?,0.0,?
?,9.0,15.03,?,0.48,?,?,?,0.8,1.2,?,?,0.37,0.69,0.66,?,0.01,0.01
18.0,?,15.72,2.72,0.46,0.89,?,1.17,?,0.72,?,0.78,0.56,?,?,?,0.06,?
?,?,?,?,0.46,0.0,?,?,0.69,1.5,4.7,1.04,1.17,?,?,2.39,0.04,0.07
75.0,?,31.4,4.93,0.47,0.01,0.1,?,0.71,?,?,?,?,?,?,?,?,?
75.0,46.0,?,4.27,0.47,0.15,?,?,?,1.55,2.37,?,0.6,1.37,?,2.75,?,?
73.0,?,25.66,5.45,?,1.6,0.37,1.97,?,0.99,?,1.55,?,1.04,?,?,?,?
38.0,?,15.5,?,?,0.18,?,0.58,?,0.29,?,2.84,0.84,?,?,1.76,?,?
?,?,?,?,0.43,1.09,?,?,?,1.83,?,1.89,?,1.0,?,2.78,0.02,0.0
15.0,?,6.33,1.13,0.44,0.07,0.14,1.07,0.76,?,?,0.27,0.0,0.33,0.0,0.4,?,?
42.0,?,?,?,0.58,?,?,0.88,?,1.29,3.26,?,?,1.17,?,?,?,?
?,?,30.68,3.73,?,1.46,0.37,?,?,0.57,?,4.11,?,1.69,?,?,0.04,?
69.0,2.0,13.71,1.32,0.38,0.38,?,0.61,0.74,?,?,?,0.49,0.61,0.09,1.2,0.0,0.0
?,41.0,?,?,?,?,?,1.49,?,?,2.28,4.71,1.16,?,0.13,?,?,0.0
13.0,0.0,?,?,0.47,?,0.25,?,0.82,0.0,0.23,0.92,?,0.46,?,0.46,0.0,0.0
?,7.0,?,?,0.57,0.01,?,1.53,0.66,2.49,?,?,0.93,0.88,0.88,?,?,?
?,16.0,23.68,?,0.44,1.27,0.35,?,0.82,?,?,?,0.62,?,0.71,2.86,?,?
?,1.0,?,0.99,0.4,0.37,?,?,?,0.37,?,0.61,?,?,0.06,1.0,0.0,0.01
77.0,?,36.27,9.34,?,0.95,?,6.94,?,1.38,?,6.51,1.83,3.27,1.06,?,0.0,?
?,13.0,21.91,3.43,?,1.43,?,?,?,?,?,1.14,?,?,?,2.37,0.03,?
69.0,67.0,?,2.29,0.54,?,?,0.94,0.41,?,?,1.52,1.25,0.93,?,?,0.0,0.06
76.0,76.0,41.03,?,?,?,?,5.55,0.78,1.97,?,?,1.54,2.34,1.11,2.55,?,?
?,13.0,22.58,3.37,0.41,?,0.28,?,0.77,0.53,?,?,?,0.8,0.89,?,0.03,0.22
29.0,?,9.34,1.03,0.36,?,?,?,0.5,0.41,?,?,0.34,?,?,0.66,?,?
?,?,?,?,?,0.01,0.14,?,?,1.67,2.46,?,0.32,?,0.24,1.66,0.0,0.04
65.0,?,27.48,?,0.47,?,?,1.97,?,0.43,2.17,?,1.58,1.06,?,1.91,?,?
79.0,52.0,29.34,?,0.43,?,?,1.52,?,0.68,2.37,5.05,1.32,?,?,?,0.0,?
?,0.0,?,?,0.36,0.58,?,?,?,?,?,?,0.5,?,?,?,?,?
82.0,49.0,?,3.16,0.41,1.51,?,?,0.81,0.57,?,0.76,0.55,0.73,0.49,?,0.01,?
?,19.0,?,3.42,0.52,0.03,?,0.64,0.69,0.61,?,?,?,0.94,0.36,?,0.01,0.01
81.0,81.0,?,?,0.5,?,0.26,?,0.87,2.02,?,2.95,?,?,0.74,?,0.0,0.04
60.0,?,25.02,3.23,0.44,?,?,1.92,?,0.48,?,?,0.92,1.5,?,1.43,0.0,0.1
39.0,1.0,?,0.31,?,0.0,?,0.15,?,0.21,0.49,?,0.21,0.18,0.0,0.62,0.0,0.0
82.0,82.0,34.33,?,?,0.28,0.22,?,0.78,1.74,3.15,?,?,3.27,0.41,?,0.02,?
12.0,?,?,?,0.61,?,0.0,0.75,?,0.83,?,?,0.42,0.25,?,1.0,0.0,0.0
34.0,10.0,12.94,1.85,?,?,?,0.76,?,1.29,?,?,0.35,1.12,?,1.88,0.0,0.03
80.0,?,19.81,?,0.43,?,?,1.29,0.8,0.89,?,?,0.84,?,0.31,1.8,0.0,?
?,?,?,1.5,0.5,0.5,?,?,0.5,?,?,1.0,0.0,?,0.0,1.25,0.0,?
76.0,76.0,?,?,0.47,1.26,0.37,4.41,?,0.66,3.33,10.51,1.26,3.32,0.21,2.74,?,?
?,18.0,20.78,2.3,0.44,1.02,?,0.38,0.76,0.09,1.44,?,0.65,?,0.04,?,0.0,0.05
54.0,?,13.83,1.5,0.39,?,?,?,0.71,0.3,1.24,?,?,0.33,0.09,?,?,?
64.0,38.0,29.83,?,?,?,0.34,3.0,0.82,?,?,?,?,?,0.23,1.72,0.02,?
?,?,?,1.68,?,?,?,0.6,0.67,?,?,2.6,0.52,1.19,?,?,?,0.0
?,?,?,3.73,0.45,?,?,?,0.82,?,?,1.14,?,?,0.57,1.98,?,0.01
?,68.0,34.17,?,0.44,2.3,?,2.57,0.89,0.41,?,5.33,?,?,0.3,?,0.01,0.07
24.0,?,32.46,?,?,1.38,?,2.17,0.84,0.75,?,2.75,0.92,?,0.25,2.04,0.0,?
20.0,0.0,?,?,?,?,?,?,0.53,?,1.25,?,?,?,?,?,0.05,?
54.0,?,?,1.17,0.52,?,0.0,?,?,?,?,0.39,?,?,0.39,?,0.0,?
78.0,?,?,?,0.4,0.4,0.31,1.32,?,0.59,3.87,?,?,1.59,?,?,0.0,?
?,?,?,?,0.41,?,0.34,?,?,0.57,2.27,1.06,?,?,?,2.01,?,0.07
72.0,?,?,?,?,0.85,0.39,?,?,0.69,?,?,0.74,?,?,1.31,0.0,?
?,14.0,12.82,1.71,0.5,0.03,?,?,?,0.85,?,?,0.43,?,0.26,0.66,?,0.0
74.0,?,?,3.15,?,0.93,?,1.41,?,?,?,?,0.36,0.76,0.11,1.99,0.0,0.0
80.0,?,?,2.8,0.45,0.14,0.2,?,0.78,?,?,?,?,?,?,?,0.0,0.01
?,45.0,31.99,?,0.47,0.72,0.35,?,?,?,3.3,?,?,?,?,?,?,0.01
