@relation dataset

@attribute games real
@attribute starts real
@attribute min real
@attribute fgm real
@attribute fgp real
@attribute 3pm real
@attribute 3pp real
@attribute ftm real
@attribute ftp real
@attribute off real
@attribute def real
@attribute ast real
@attribute stl real
@attribute to real
@attribute blk real
@attribute pf real
@attribute dq real
@attribute tf real


@data
?,?,33.42,4.76,0.44,?,0.34,1.87,0.87,0.85,2.72,1.7,1.31,?,?,?,0.0,?
81.0,?,37.26,8.47,?,0.0,0.0,?,?,2.81,?,?,1.06,2.33,0.48,3.17,0.0,?
?,72.0,32.85,4.86,?,2.33,0.4,2.01,0.81,0.86,?,1.49,?,?,?,?,0.01,?
36.0,18.0,22.08,?,0.52,?,?,1.17,0.88,?,1.72,?,?,?,0.31,?,?,?
?,?,36.9,6.87,0.5,?,0.0,?,?,?,?,2.28,0.67,2.49,1.7,3.06,?,0.01
?,?,19.29,?,?,?,?,?,?,2.04,?,?,0.2,?,1.04,2.29,?,0.02
?,?,?,?,0.45,0.58,0.33,3.75,?,?,7.2,?,0.72,?,0.4,2.27,?,?
?,0.0,24.29,2.71,0.4,?,0.27,3.16,?,?,?,?,?,?,?,?,0.0,?
70.0,49.0,29.7,?,0.52,0.19,?,6.57,?,?,4.01,2.46,0.76,2.39,0.06,?,0.04,0.1
?,0.0,?,?,?,?,0.0,?,0.36,1.14,2.22,?,?,0.47,?,?,0.0,?
26.0,0.0,?,1.35,0.64,?,0.0,?,?,?,?,0.08,?,?,?,1.23,0.04,0.0
75.0,75.0,31.8,5.27,?,0.04,0.16,?,?,?,?,1.43,0.92,?,?,1.88,?,?
?,?,?,?,?,?,0.0,?,?,1.0,0.64,?,0.0,?,?,1.21,?,?
18.0,?,21.72,?,?,0.94,0.35,?,0.8,?,?,0.89,0.61,1.06,?,2.67,0.0,?
?,?,?,4.88,0.46,0.14,0.28,?,?,2.45,6.97,1.88,?,1.57,1.05,3.21,0.03,?
?,?,?,?,0.42,1.52,?,?,0.88,?,?,2.41,?,2.0,0.13,?,?,?
?,4.0,13.2,1.0,0.42,0.0,?,?,0.75,?,?,0.4,?,?,0.2,?,?,?
?,?,19.16,2.44,?,1.11,?,?,0.79,0.14,1.91,?,0.38,?,0.18,1.25,?,?
?,49.0,?,3.33,?,0.77,?,1.95,0.83,0.61,?,?,?,1.13,?,?,?,0.0
76.0,?,20.37,2.79,0.51,?,0.0,1.17,?,2.12,?,?,0.47,?,?,?,0.0,?
37.0,?,8.92,?,0.46,?,0.0,?,?,?,1.35,?,0.32,0.51,?,1.24,?,?
81.0,?,15.65,?,0.42,0.27,0.31,?,0.72,?,1.33,3.28,0.48,?,0.12,1.42,0.0,0.0
82.0,?,?,6.61,0.46,?,?,?,?,0.74,?,?,1.2,2.15,?,2.13,?,0.09
?,?,25.56,2.42,?,0.08,0.35,1.27,?,?,?,1.11,0.82,?,?,?,0.01,?
49.0,2.0,?,?,0.47,?,?,?,?,0.65,1.12,0.16,0.1,0.31,?,1.1,?,?
?,?,?,2.66,?,0.0,0.0,?,?,1.94,3.97,?,0.56,1.03,0.42,?,?,0.01
59.0,19.0,16.37,?,0.51,0.0,0.0,?,0.64,1.49,2.63,?,?,0.86,1.73,2.07,0.03,0.02
30.0,24.0,?,?,0.39,0.53,?,?,0.75,?,2.4,?,0.5,1.47,?,1.33,0.0,0.03
51.0,?,6.14,0.37,0.37,?,0.0,?,0.0,0.45,?,0.22,?,?,0.08,0.69,?,?
42.0,?,?,1.81,0.52,0.19,0.35,?,0.5,?,?,?,0.4,0.45,0.38,?,0.05,0.02
?,?,?,1.73,?,0.7,?,0.52,?,0.15,?,?,0.3,?,0.08,0.87,?,0.0
20.0,0.0,?,?,0.39,?,0.0,0.65,0.54,?,?,?,0.2,0.5,?,1.0,?,0.0
?,26.0,?,?,?,1.17,?,1.05,?,0.67,?,1.67,?,?,0.27,?,0.03,0.0
?,18.0,?,?,?,?,0.0,0.47,0.54,?,?,1.47,0.69,?,?,2.56,0.03,0.03
?,66.0,30.45,?,?,?,?,3.93,?,0.99,2.26,?,1.13,2.11,0.11,2.06,?,?
82.0,37.0,23.83,?,?,0.45,0.28,?,0.83,1.01,3.84,?,?,1.3,?,2.3,0.01,?
54.0,50.0,33.39,4.02,?,1.52,0.48,?,0.82,1.02,5.2,?,?,2.15,?,2.43,?,?
10.0,?,?,?,0.42,?,?,?,?,?,0.1,0.5,?,0.4,0.0,0.6,?,0.0
?,?,27.74,?,?,?,0.11,2.23,?,?,4.55,?,0.78,?,1.21,?,?,?
58.0,29.0,17.02,?,0.55,0.0,?,1.4,0.65,1.97,3.28,?,0.26,?,?,1.81,?,?
61.0,2.0,17.23,?,?,0.52,?,0.59,?,0.43,2.69,0.8,0.56,0.38,?,?,?,?
23.0,?,?,2.35,?,0.0,?,0.3,0.64,1.13,?,1.57,0.17,?,?,2.61,0.0,0.0
?,0.0,4.54,0.82,?,?,0.0,?,?,0.36,?,0.07,0.18,?,?,1.21,0.07,0.0
31.0,?,?,?,0.38,?,?,0.16,?,0.32,0.71,?,?,?,0.06,?,?,0.0
?,?,29.26,?,0.47,2.03,?,?,?,0.88,2.87,?,?,1.22,0.23,2.29,0.0,?
13.0,0.0,?,0.54,?,?,?,0.0,?,?,?,0.08,?,0.31,?,1.0,0.0,?
72.0,?,32.57,5.33,0.47,1.78,0.38,?,0.8,1.79,8.43,?,1.0,1.39,0.47,2.43,?,0.03
?,2.0,?,3.57,0.39,?,0.31,?,?,0.37,?,?,0.61,?,0.21,?,0.0,?
46.0,5.0,14.93,?,0.42,0.41,?,0.3,0.58,0.74,?,0.63,?,?,0.3,?,0.0,0.07
81.0,81.0,?,?,?,?,?,?,0.94,0.42,2.89,?,?,?,0.15,?,?,?
65.0,64.0,28.57,4.88,0.45,?,0.38,?,0.84,0.4,2.58,?,?,?,?,2.26,0.0,?
42.0,?,9.79,1.93,?,?,?,?,0.2,0.88,?,0.6,0.24,?,0.4,?,0.0,0.02
64.0,?,?,4.09,?,?,?,?,?,?,?,?,?,1.83,?,?,0.02,?
?,28.0,?,3.12,?,?,0.39,?,0.72,?,2.53,1.0,?,?,?,2.13,?,0.07
54.0,0.0,6.94,?,?,?,0.31,?,?,0.02,?,0.11,0.13,?,?,?,0.0,0.02
81.0,80.0,?,8.89,?,0.63,0.42,?,?,0.99,6.67,?,0.86,1.84,?,2.57,?,0.11
?,?,?,0.73,0.53,?,?,?,0.5,0.18,0.82,?,?,0.45,?,?,0.0,?
70.0,?,?,5.63,?,0.0,?,?,?,?,?,?,?,?,1.36,?,?,?
53.0,?,23.36,?,?,?,?,2.11,0.5,1.75,?,1.51,0.3,?,1.17,3.19,0.0,0.08
?,?,11.44,0.61,0.63,?,0.0,0.23,?,0.6,1.25,0.89,0.18,?,?,?,?,0.0
21.0,?,23.86,4.38,?,?,0.0,2.33,?,?,?,?,0.38,?,2.29,4.0,0.05,?
?,?,?,4.17,0.46,0.71,0.32,1.71,?,2.24,?,3.27,?,1.84,0.72,?,?,0.1
82.0,82.0,?,?,?,0.0,?,?,0.56,3.04,?,?,0.66,?,?,2.66,0.01,0.0
73.0,73.0,29.47,4.86,0.46,1.12,0.38,?,0.82,1.81,5.25,?,?,1.74,1.11,3.05,0.01,?
?,0.0,10.6,0.72,?,0.0,?,0.32,1.0,?,?,?,?,0.24,0.0,0.64,0.0,?
?,?,?,3.24,0.39,?,?,1.44,0.83,?,2.59,?,?,0.94,0.5,1.26,?,?
78.0,?,?,1.54,?,0.0,?,1.19,?,?,?,?,0.47,?,?,2.38,?,?
63.0,5.0,?,?,?,?,0.28,?,?,?,?,?,?,?,?,1.08,?,0.02
81.0,?,28.21,2.54,0.43,?,0.41,?,0.79,?,?,1.94,?,0.88,?,?,?,0.01
?,?,30.88,6.23,?,?,?,?,0.76,?,2.29,5.66,0.52,2.66,?,?,0.0,0.02
45.0,45.0,?,?,?,?,0.41,?,?,?,3.8,10.67,2.13,?,?,2.62,0.04,?
71.0,0.0,?,1.54,0.36,0.49,0.3,0.14,?,?,1.48,?,?,0.75,0.08,?,0.01,?
?,5.0,?,?,0.41,0.32,?,?,?,0.73,2.09,?,?,?,?,?,0.0,0.0
39.0,4.0,?,?,?,0.0,0.0,?,?,?,?,0.03,0.18,?,0.41,1.95,0.0,?
?,?,27.6,?,?,0.0,?,?,0.58,1.99,5.64,1.03,?,?,?,?,0.01,?
46.0,39.0,21.22,2.52,0.39,?,0.36,?,?,?,2.37,0.91,0.54,0.59,?,1.76,0.0,?
?,?,?,?,0.53,0.0,?,0.39,?,0.89,?,?,0.28,0.64,0.36,2.22,0.0,0.0
71.0,?,33.93,5.76,0.47,?,?,?,0.85,0.55,3.82,3.07,1.18,2.34,0.44,?,?,?
75.0,?,?,?,?,?,?,?,?,?,2.35,?,?,?,?,?,0.0,0.01
77.0,2.0,?,?,?,?,0.33,?,0.83,0.42,3.86,1.52,?,0.66,0.25,?,?,0.03
20.0,?,11.8,1.05,?,0.0,0.0,?,?,?,?,?,?,0.55,?,1.8,0.0,?
63.0,0.0,?,1.13,?,0.11,?,?,0.65,0.7,1.14,?,?,0.52,0.1,?,0.0,0.0
56.0,2.0,?,2.59,0.41,1.07,0.34,1.07,0.8,0.21,?,?,?,1.05,?,?,?,?
60.0,4.0,?,1.63,0.4,0.3,?,0.68,0.69,?,?,2.05,?,?,?,?,0.0,?
49.0,49.0,33.98,5.76,0.49,0.55,?,1.43,?,?,?,?,?,?,0.45,?,0.0,?
?,9.0,?,1.5,?,?,0.0,1.1,?,?,?,?,?,1.3,?,3.17,?,0.03
?,0.0,?,0.8,0.36,?,?,0.24,1.0,0.04,0.6,?,0.36,0.4,0.04,?,0.0,?
41.0,?,21.71,?,?,0.73,0.28,0.49,0.74,?,?,1.1,0.71,1.07,0.17,2.37,?,?
?,8.0,22.67,4.15,0.44,?,0.2,?,0.8,2.21,4.3,1.27,?,1.48,?,2.79,0.0,?
6.0,0.0,?,?,?,0.0,?,0.33,?,1.17,?,?,?,0.5,0.17,?,?,0.0
81.0,?,37.68,?,?,0.19,0.29,4.47,0.78,4.07,7.67,1.83,0.99,?,?,?,0.04,?
?,?,?,?,0.46,0.0,?,0.78,0.76,?,2.0,?,0.24,?,?,1.78,0.02,?
18.0,?,?,?,?,1.0,0.3,2.61,?,?,?,2.17,1.06,?,?,?,?,0.0
82.0,?,22.07,?,0.44,1.35,0.41,2.33,?,0.21,1.68,1.93,?,0.77,?,1.44,?,0.05
18.0,?,12.33,?,0.52,?,0.0,0.39,?,1.06,2.22,0.39,0.44,?,?,?,?,?
?,76.0,?,?,?,?,?,1.72,?,1.03,4.09,1.81,?,1.16,0.42,2.14,?,?
76.0,?,27.37,?,?,1.87,0.4,0.68,0.73,0.84,4.08,?,?,?,?,2.22,?,0.07
82.0,?,?,?,?,0.84,?,1.55,0.91,0.29,1.45,?,0.66,1.3,?,?,0.0,0.0
56.0,2.0,19.98,3.84,0.44,?,0.39,0.89,?,0.5,?,?,0.88,1.3,0.09,?,0.02,0.04
66.0,8.0,?,2.53,?,0.48,?,1.03,0.73,?,?,?,?,?,0.08,1.27,?,?
?,81.0,36.59,5.67,0.51,0.21,?,?,?,1.23,3.21,9.8,?,3.04,0.14,2.44,?,0.05
?,78.0,36.82,8.62,?,0.21,0.27,?,0.77,?,2.92,?,0.73,?,0.35,?,?,?
52.0,7.0,10.83,?,0.36,0.08,?,0.15,0.57,?,?,0.23,?,0.21,0.12,?,?,0.0
?,?,37.17,7.55,0.47,?,0.33,5.28,0.78,1.12,?,4.71,0.94,?,?,?,?,?
?,64.0,?,3.62,0.42,1.51,0.41,?,0.63,0.5,?,?,?,?,0.8,1.94,?,0.0
?,?,?,?,?,0.14,0.33,?,0.0,0.14,?,?,0.29,?,0.43,?,?,0.0
81.0,?,34.85,?,?,?,0.38,3.12,?,?,?,2.75,1.22,?,0.32,?,?,?
?,3.0,?,?,?,0.31,?,?,?,0.17,?,?,?,?,0.08,1.13,?,?
?,81.0,?,?,?,?,0.2,?,0.78,2.13,6.46,?,?,1.99,?,?,0.02,0.01
82.0,82.0,?,?,?,0.5,?,?,?,?,3.79,?,?,?,?,?,0.01,?
82.0,1.0,21.12,?,?,0.01,?,?,?,0.71,?,3.15,0.67,?,?,1.67,0.0,0.0
23.0,?,17.13,1.83,?,?,?,0.78,0.9,?,?,0.65,?,0.83,0.13,2.26,?,?
57.0,3.0,?,?,?,?,?,?,?,1.89,?,?,0.49,?,0.74,?,0.02,?
?,?,?,0.63,?,0.0,?,0.38,0.75,0.56,?,?,0.19,?,0.25,?,?,0.0
?,?,?,3.01,?,0.01,?,?,0.63,?,?,?,0.44,1.17,?,?,?,0.0
?,?,27.72,?,?,?,?,1.89,?,0.37,?,2.44,1.32,1.85,0.28,?,?,0.07
?,?,?,?,?,?,?,0.52,0.69,0.96,1.45,?,0.38,?,?,1.96,0.02,0.0
?,?,?,?,?,?,0.14,?,0.81,1.03,?,0.33,0.09,?,?,1.48,?,0.06
?,81.0,?,6.22,?,0.0,?,?,?,2.75,5.95,?,?,2.44,?,?,0.01,0.12
75.0,?,18.76,?,?,?,0.17,?,0.81,?,2.31,0.95,0.83,?,?,2.75,0.01,0.01
62.0,?,16.4,3.42,?,?,?,?,?,1.37,?,?,?,0.82,0.55,2.45,?,0.05
?,0.0,?,3.07,?,1.07,?,?,0.8,?,?,1.67,0.5,1.57,?,?,?,?
64.0,18.0,?,?,0.28,?,?,0.39,?,0.17,1.25,0.88,0.25,0.47,?,1.16,0.0,?
62.0,55.0,31.37,4.48,0.4,?,?,?,0.9,?,?,1.48,0.77,0.9,?,1.34,?,?
82.0,82.0,34.57,8.59,0.56,0.01,0.17,5.94,?,2.8,6.12,?,0.63,?,?,?,?,0.16
73.0,?,34.23,6.15,0.4,0.25,?,?,?,0.92,2.93,?,1.38,?,?,2.81,0.03,?
44.0,?,9.32,?,?,0.34,0.36,?,0.71,0.32,0.7,?,?,?,0.16,?,0.0,?
?,4.0,9.74,?,?,0.16,?,?,0.72,0.68,?,?,?,?,?,0.48,0.0,0.0
71.0,?,10.11,?,0.4,?,0.22,0.58,0.84,?,?,?,0.48,0.7,?,?,?,0.0
43.0,?,?,?,?,?,0.23,?,?,?,0.93,2.93,?,?,?,?,?,?
27.0,4.0,?,1.63,?,0.48,?,1.3,?,?,0.93,0.78,0.48,1.0,0.22,1.56,?,0.0
77.0,?,?,?,0.44,?,?,?,?,0.25,1.57,3.79,1.22,1.42,?,?,0.0,0.06
68.0,?,12.97,?,?,0.0,0.0,?,0.58,?,?,?,?,0.63,1.31,?,?,?
23.0,1.0,13.87,?,0.46,?,?,?,0.59,0.78,2.0,0.04,0.17,0.78,0.7,?,0.0,0.0
26.0,2.0,12.08,0.65,?,?,?,0.27,?,1.35,?,0.58,0.38,0.65,0.38,?,?,?
?,?,?,?,0.48,0.0,?,?,?,?,2.96,?,0.37,?,?,2.27,0.01,?
?,?,15.72,2.72,?,?,0.37,1.17,?,0.72,?,0.78,?,?,0.11,?,0.06,?
54.0,3.0,22.61,3.59,0.46,?,0.0,2.22,?,1.5,4.7,1.04,1.17,1.72,1.57,2.39,0.04,0.07
?,58.0,?,4.93,0.47,0.01,?,?,?,2.99,5.51,1.65,?,?,0.99,?,0.09,?
?,46.0,?,?,?,?,0.35,2.04,0.73,?,?,?,?,?,0.47,?,?,0.01
73.0,17.0,?,5.45,?,?,?,?,0.81,0.99,1.9,?,0.79,1.04,?,?,?,0.01
38.0,1.0,15.5,?,0.37,?,?,?,?,?,1.45,2.84,0.84,?,0.13,?,?,?
?,?,?,4.2,0.43,?,0.33,?,?,1.83,5.13,?,?,?,0.72,2.78,?,?
?,?,6.33,?,0.44,?,?,?,0.76,?,0.27,0.27,?,?,?,0.4,0.0,?
42.0,?,20.74,2.02,0.58,0.0,0.0,?,?,?,?,2.14,0.55,1.17,1.29,?,?,?
?,69.0,?,3.73,?,1.46,?,2.36,0.77,?,4.07,?,?,?,0.43,2.97,?,0.04
?,2.0,?,?,0.38,?,0.29,?,?,0.74,2.03,?,?,?,?,?,?,?
?,?,31.32,5.25,?,0.95,0.38,?,?,?,2.28,?,1.16,?,?,?,?,0.0
13.0,0.0,7.38,?,?,?,0.25,?,?,0.0,?,?,?,0.46,0.0,0.46,?,?
76.0,7.0,?,?,?,0.01,0.2,?,?,2.49,?,1.14,?,?,?,2.93,0.03,0.08
?,16.0,23.68,4.65,0.44,1.27,?,?,0.82,1.09,3.59,?,?,?,?,?,0.03,?
67.0,1.0,?,0.99,0.4,0.37,?,?,?,?,?,0.61,0.3,0.25,?,?,0.0,0.01
?,?,?,9.34,0.48,?,?,?,?,1.38,?,?,?,?,1.06,?,?,?
35.0,13.0,?,3.43,?,1.43,?,?,0.8,?,?,?,?,0.8,0.09,?,0.03,0.06
?,?,28.58,?,0.54,?,0.0,?,0.41,3.55,?,1.52,1.25,0.93,1.22,?,?,0.06
?,?,?,6.0,?,0.68,0.37,5.55,?,1.97,8.05,?,1.54,?,1.11,?,0.01,0.08
79.0,13.0,22.58,3.37,?,?,0.28,1.22,0.77,?,3.59,?,?,0.8,0.89,?,?,0.22
29.0,?,?,1.03,?,0.24,?,0.07,?,0.41,0.9,?,?,?,?,?,0.0,0.0
76.0,6.0,20.46,?,?,?,?,2.66,0.74,1.67,?,?,?,?,?,?,0.0,?
?,15.0,?,3.8,0.47,?,?,1.97,?,?,?,2.77,1.58,?,0.12,1.91,0.03,0.02
?,52.0,29.34,2.82,0.43,?,?,?,?,0.68,?,?,?,2.22,0.2,2.29,?,0.01
12.0,?,12.08,?,0.36,?,?,?,0.83,0.08,1.42,0.92,0.5,0.33,?,?,0.0,0.0
?,?,24.45,?,0.41,1.51,0.37,1.54,?,0.57,?,?,0.55,?,?,?,?,?
?,?,?,?,?,?,?,?,?,0.61,2.17,1.46,?,0.94,0.36,?,?,0.01
?,?,?,7.64,?,?,?,?,0.87,?,5.44,?,?,?,?,?,?,?
?,3.0,?,?,0.44,?,?,1.92,?,0.48,2.33,3.27,0.92,?,?,?,?,0.1
?,?,3.9,?,?,0.0,?,0.15,?,?,?,?,0.21,?,0.0,0.62,?,0.0
82.0,82.0,?,5.91,?,0.28,?,4.01,?,1.74,3.15,7.95,1.33,?,0.41,?,?,?
12.0,?,?,?,?,?,?,0.75,0.9,?,?,?,0.42,0.25,?,1.0,0.0,0.0
34.0,10.0,?,?,0.53,0.0,0.0,?,0.5,1.29,?,0.38,0.35,?,0.35,?,0.0,0.03
?,?,?,2.06,0.43,?,?,?,?,?,?,?,0.84,?,?,?,?,0.03
?,0.0,?,?,0.5,0.5,?,0.5,0.5,?,?,1.0,?,?,0.0,?,0.0,0.0
?,76.0,36.89,?,0.47,1.26,0.37,?,0.8,?,?,?,1.26,?,?,2.74,?,?
?,?,?,2.3,0.44,?,0.38,0.38,?,0.09,1.44,?,0.65,1.06,?,0.79,0.0,?
?,6.0,13.83,?,0.39,?,?,0.59,0.71,?,?,?,0.22,0.33,?,1.35,?,?
64.0,38.0,?,4.97,0.47,1.09,?,?,?,?,?,4.19,?,1.67,0.23,1.72,0.02,0.0
?,?,?,1.68,?,0.39,0.3,?,0.67,0.21,?,?,0.52,1.19,0.02,0.69,?,?
81.0,?,30.46,3.73,0.45,0.49,0.3,2.17,0.82,?,3.83,?,?,0.89,?,?,?,0.01
69.0,?,34.17,5.48,0.44,?,0.43,2.57,?,0.41,?,5.33,1.01,?,?,2.46,?,?
?,10.0,?,?,?,?,0.36,2.17,0.84,0.75,3.83,?,?,?,?,2.04,?,?
?,0.0,11.35,1.05,?,0.0,0.0,0.5,0.53,?,1.25,?,0.4,1.0,0.95,2.05,?,?
54.0,0.0,11.06,1.17,0.52,0.0,?,?,0.77,0.87,1.81,0.39,0.24,0.56,?,?,?,?
78.0,?,?,?,0.4,0.4,0.31,?,?,0.59,?,?,?,1.59,0.13,?,0.0,0.0
?,10.0,?,2.42,?,?,?,0.79,?,?,?,1.06,0.45,0.87,0.16,2.01,0.0,0.07
72.0,?,20.82,?,?,?,?,?,0.88,?,?,1.26,0.74,?,?,?,?,?
?,14.0,12.82,1.71,0.5,?,?,0.37,?,0.85,?,0.6,0.43,0.65,0.26,0.66,0.0,?
?,?,?,?,?,?,?,?,?,?,?,0.65,?,?,?,?,0.0,0.0
80.0,?,?,2.8,?,0.14,?,?,?,?,1.55,0.65,?,1.18,0.25,1.33,?,0.01
?,45.0,?,5.7,0.47,0.72,?,1.7,?,1.94,?,1.45,?,?,?,?,0.0,0.01
