@relation dataset

@attribute games real
@attribute starts real
@attribute min real
@attribute fgm real
@attribute fgp real
@attribute 3pm real
@attribute 3pp real
@attribute ftm real
@attribute ftp real
@attribute off real
@attribute def real
@attribute ast real
@attribute stl real
@attribute to real
@attribute blk real
@attribute pf real
@attribute dq real
@attribute tf real


@data
?,?,33.42,4.76,?,?,0.34,?,?,?,2.72,?,1.31,?,?,?,0.0,?
?,81.0,?,?,0.55,?,?,3.31,?,2.81,?,?,1.06,2.33,?,?,?,?
?,?,32.85,4.86,0.43,2.33,0.4,2.01,0.81,?,3.56,?,1.08,1.5,?,?,0.01,0.04
36.0,?,?,2.89,?,0.0,0.0,1.17,?,?,1.72,?,?,1.61,?,1.69,0.0,0.0
?,82.0,36.9,?,?,?,0.0,?,?,?,5.34,?,?,?,?,?,?,?
?,31.0,?,?,0.59,?,?,1.73,?,?,?,?,0.2,?,1.04,2.29,?,?
60.0,22.0,?,4.85,?,?,?,3.75,0.82,3.78,?,?,0.72,?,0.4,2.27,?,?
68.0,0.0,24.29,2.71,0.4,0.54,0.27,3.16,?,1.34,2.29,?,?,?,?,2.54,?,0.03
70.0,?,?,?,?,?,?,?,0.83,1.3,?,?,?,?,0.06,?,?,0.1
?,0.0,9.94,0.78,0.5,0.0,?,0.58,?,1.14,2.22,?,0.25,0.47,0.31,?,?,0.03
?,0.0,6.38,1.35,0.64,?,?,?,?,?,?,0.08,0.12,?,?,1.23,?,0.0
?,?,?,?,?,?,0.16,?,?,?,4.25,?,?,1.32,0.81,?,?,?
14.0,?,?,0.29,?,?,?,0.14,?,?,?,0.14,?,0.14,?,1.21,0.0,0.0
18.0,?,?,?,?,0.94,0.35,1.33,?,?,?,?,0.61,?,?,?,0.0,?
?,58.0,34.19,4.88,0.46,?,?,1.6,0.56,?,6.97,1.88,?,?,1.05,?,?,?
46.0,?,35.46,6.28,?,1.52,0.33,6.48,?,0.63,2.93,?,1.0,2.0,0.13,?,?,?
5.0,?,13.2,1.0,?,0.0,?,?,?,0.8,?,?,?,0.8,0.2,1.0,0.0,?
?,?,?,2.44,?,1.11,0.33,0.34,0.79,0.14,?,1.73,0.38,?,0.18,1.25,0.0,0.01
82.0,?,?,?,?,?,0.38,?,?,?,1.72,1.51,?,?,0.18,?,0.0,?
76.0,?,?,2.79,?,?,0.0,1.17,0.57,?,3.16,?,?,?,?,2.3,?,0.03
?,?,?,?,?,0.0,0.0,0.57,?,0.54,?,0.46,0.32,?,?,1.24,0.0,?
?,2.0,15.65,1.9,0.42,0.27,?,0.64,?,0.26,?,3.28,?,?,?,?,0.0,?
82.0,82.0,37.99,?,0.46,?,?,?,0.81,?,?,2.96,?,2.15,0.21,?,?,0.09
73.0,62.0,?,2.42,0.48,0.08,?,?,0.7,?,3.14,1.11,0.82,0.96,0.53,?,0.01,0.01
?,?,7.29,0.98,?,0.0,?,?,0.47,?,1.12,0.16,0.1,0.31,?,?,?,0.0
?,49.0,?,2.66,?,?,?,?,?,1.94,3.97,?,0.56,?,?,1.91,?,0.01
?,19.0,?,2.64,0.51,?,?,?,0.64,1.49,2.63,?,?,?,1.73,?,0.03,0.02
30.0,?,?,3.03,?,0.53,0.25,1.57,?,?,?,?,0.5,1.47,0.47,1.33,?,?
?,?,6.14,?,0.37,0.0,?,?,0.0,0.45,?,?,?,0.33,?,?,0.0,0.0
42.0,?,?,1.81,?,0.19,?,?,0.5,0.95,2.07,?,?,?,0.38,1.76,?,?
?,0.0,12.02,?,?,0.7,?,0.52,0.79,?,?,0.65,?,0.42,?,0.87,0.0,0.0
?,?,?,0.65,0.39,0.0,?,?,0.54,?,?,0.15,?,?,0.45,?,0.0,0.0
?,?,?,3.83,0.43,1.17,0.34,1.05,0.69,0.67,?,?,0.94,?,0.27,3.02,0.03,?
32.0,18.0,21.44,3.13,?,?,?,0.47,?,?,3.25,?,?,1.09,?,2.56,0.03,0.03
82.0,?,?,4.93,?,?,?,3.93,0.82,0.99,2.26,?,1.13,2.11,0.11,2.06,0.01,?
?,?,?,3.05,0.43,0.45,?,?,?,1.01,3.84,?,0.54,?,?,2.3,0.01,?
54.0,50.0,33.39,4.02,?,1.52,?,?,?,?,?,?,?,2.15,?,?,?,?
10.0,0.0,3.9,?,?,0.2,0.5,?,?,?,?,0.5,0.0,?,?,0.6,0.0,0.0
?,?,?,4.7,?,?,?,?,0.69,?,4.55,1.6,0.78,1.41,1.21,?,?,?
?,?,?,?,0.55,?,?,1.4,?,1.97,?,?,?,?,?,?,0.0,0.0
61.0,2.0,?,?,0.46,?,?,?,?,?,2.69,?,0.56,0.38,?,?,?,0.0
23.0,?,?,?,0.6,?,0.0,0.3,0.64,1.13,?,1.57,?,0.91,?,2.61,?,0.0
?,?,4.54,?,?,?,0.0,?,0.59,0.36,1.0,0.07,?,0.43,?,?,0.07,?
31.0,0.0,7.81,?,0.38,0.16,0.24,0.16,0.63,?,0.71,0.58,?,?,0.06,?,?,0.0
?,37.0,29.26,4.77,0.47,?,?,?,?,0.88,?,?,?,1.22,0.23,?,?,0.03
13.0,0.0,4.31,?,0.37,0.0,0.0,?,?,?,?,0.08,0.15,0.31,0.0,1.0,0.0,0.0
?,69.0,?,?,0.47,?,?,2.14,?,1.79,8.43,2.08,?,1.39,0.47,?,?,?
?,2.0,?,?,0.39,?,0.31,1.87,?,0.37,2.07,1.81,0.61,?,?,1.68,?,?
46.0,?,14.93,1.35,0.42,?,0.3,?,0.58,?,?,?,?,0.54,0.3,?,0.0,0.07
81.0,81.0,?,6.16,?,1.53,?,2.6,?,?,2.89,11.01,0.52,3.64,0.15,1.33,?,0.05
?,?,?,?,0.45,?,?,1.51,0.84,0.4,2.58,?,0.74,2.14,0.03,2.26,?,0.02
?,8.0,?,1.93,0.54,0.0,?,?,0.2,?,1.24,?,0.24,0.38,?,?,?,?
64.0,54.0,30.03,?,0.5,0.0,?,2.55,0.74,?,?,2.06,0.5,1.83,?,3.09,?,0.13
75.0,?,19.67,3.12,?,1.28,0.39,?,?,0.43,?,1.0,0.43,?,?,2.13,0.01,0.07
54.0,?,?,?,?,?,0.31,?,?,?,0.59,?,?,0.04,0.04,?,?,?
81.0,80.0,?,8.89,0.48,0.63,0.42,?,?,?,6.67,?,0.86,1.84,?,2.57,0.01,?
?,0.0,4.45,0.73,?,?,0.0,0.27,?,?,?,?,0.18,?,?,?,0.0,?
70.0,70.0,?,?,0.53,?,?,?,?,?,?,1.31,0.36,?,?,?,0.03,0.13
?,53.0,?,?,?,0.0,0.0,?,0.5,?,?,?,?,1.98,?,3.19,?,?
57.0,?,11.44,?,?,?,0.0,?,?,0.6,1.25,0.89,0.18,0.63,?,?,0.02,0.0
?,21.0,23.86,4.38,0.61,?,0.0,?,0.77,3.05,5.43,0.9,0.38,1.86,?,?,0.05,?
?,38.0,31.52,4.17,?,0.71,0.32,?,?,2.24,7.54,3.27,0.91,1.84,0.72,2.77,0.01,?
?,82.0,28.87,?,?,?,?,?,?,3.04,5.99,?,?,1.35,1.54,2.66,0.01,?
73.0,?,?,?,0.46,1.12,0.38,?,?,1.81,?,1.63,0.52,1.74,1.11,?,0.01,0.07
25.0,0.0,?,?,?,0.0,?,?,?,0.12,0.88,0.8,0.36,?,?,?,?,?
?,6.0,21.56,?,0.39,1.18,?,?,0.83,0.97,?,?,0.53,?,0.5,1.26,0.0,?
78.0,1.0,13.99,1.54,0.49,0.0,0.0,1.19,?,?,?,?,0.47,?,?,?,0.03,0.01
?,?,?,?,?,?,0.28,0.67,?,?,1.11,1.41,?,0.79,0.03,1.08,0.0,?
81.0,?,28.21,2.54,?,?,?,0.93,?,0.37,2.48,?,0.78,0.88,0.22,?,?,0.01
?,?,30.88,?,?,0.18,?,?,?,?,2.29,5.66,?,2.66,0.14,?,?,0.02
45.0,?,38.07,6.98,?,1.16,?,?,?,?,?,10.67,?,?,?,2.62,?,0.09
71.0,0.0,?,?,0.36,0.49,0.3,0.14,0.38,?,?,?,0.32,0.75,?,1.18,0.01,0.0
?,?,10.14,?,0.41,?,0.27,?,?,0.73,2.09,0.25,?,?,0.32,1.25,0.0,?
?,4.0,?,?,0.66,?,0.0,?,0.9,0.64,1.87,0.03,0.18,0.31,?,1.95,?,?
?,78.0,27.6,4.03,?,?,?,2.09,?,?,?,1.03,0.33,?,1.69,?,0.01,?
46.0,39.0,21.22,2.52,?,1.35,?,?,?,?,?,0.91,0.54,?,0.11,?,0.0,?
36.0,16.0,12.03,?,0.53,0.0,?,0.39,?,0.89,?,?,?,?,0.36,?,0.0,0.0
?,?,33.93,?,0.47,1.54,0.41,?,?,?,?,?,1.18,?,0.44,?,?,?
75.0,?,22.47,3.11,0.43,1.55,0.38,?,?,0.52,?,?,0.71,?,0.41,1.84,?,?
77.0,2.0,?,1.64,0.37,1.05,?,0.86,?,0.42,?,1.52,?,0.66,0.25,?,0.01,?
?,?,?,1.05,0.43,0.0,0.0,?,0.59,?,?,0.0,?,0.55,?,1.8,0.0,?
63.0,?,9.27,?,?,?,?,?,?,?,1.14,?,?,0.52,0.1,?,0.0,?
56.0,2.0,?,2.59,0.41,?,0.34,1.07,?,?,1.36,?,0.63,?,?,0.95,0.0,?
?,?,13.5,?,0.4,0.3,0.29,0.68,0.69,?,0.77,?,?,0.93,0.22,?,0.0,?
49.0,49.0,33.98,?,0.49,0.55,0.37,?,?,1.45,3.61,?,0.69,?,?,1.57,?,?
30.0,9.0,?,?,0.52,?,0.0,1.1,0.65,2.4,5.53,?,?,1.3,1.43,3.17,?,?
25.0,0.0,?,?,?,?,0.31,0.24,?,?,0.6,1.16,0.36,?,0.04,0.6,0.0,?
41.0,20.0,?,2.51,0.38,?,0.28,0.49,0.74,?,3.1,?,0.71,?,?,?,?,0.02
33.0,?,22.67,?,0.44,0.03,0.2,3.3,?,2.21,4.3,1.27,0.85,1.48,?,2.79,?,0.06
6.0,0.0,?,1.0,0.33,?,?,?,?,?,1.17,?,0.17,0.5,0.17,1.5,0.0,?
?,81.0,?,8.05,0.49,?,0.29,?,0.78,4.07,?,1.83,0.99,2.15,0.42,?,0.04,0.06
49.0,?,?,1.43,?,?,?,?,?,1.2,?,?,?,0.84,1.24,?,0.02,0.02
18.0,?,27.44,4.17,?,?,?,2.61,0.71,?,?,?,?,0.83,0.11,?,?,0.0
?,9.0,?,?,?,1.35,0.41,2.33,?,?,1.68,?,?,?,?,1.44,?,0.05
18.0,?,12.33,0.83,0.52,0.0,?,?,?,?,2.22,?,0.44,?,0.22,2.78,?,0.06
?,76.0,31.49,5.99,0.47,1.99,?,?,?,?,?,?,?,1.16,0.42,?,?,?
76.0,?,27.37,3.18,0.43,?,?,?,?,?,4.08,1.22,?,?,0.24,2.22,0.0,0.07
?,?,21.45,4.0,0.48,0.84,?,1.55,?,?,1.45,3.95,0.66,?,0.09,?,?,?
56.0,2.0,?,?,0.44,?,0.39,0.89,?,?,?,2.91,?,1.3,?,2.07,0.02,?
66.0,?,?,?,?,?,?,1.03,0.73,?,0.98,3.2,0.76,?,0.08,?,?,0.0
81.0,81.0,36.59,5.67,?,0.21,?,2.16,0.62,1.23,?,9.8,?,3.04,?,?,0.0,?
78.0,?,?,8.62,0.49,0.21,?,?,?,?,2.92,6.01,0.73,?,0.35,?,?,0.0
?,7.0,?,?,?,?,0.19,0.15,?,0.33,?,0.23,0.25,?,0.12,?,?,?
65.0,?,37.17,7.55,?,1.12,0.33,5.28,?,?,3.26,?,?,1.98,0.25,?,?,0.03
?,?,30.35,3.62,0.42,?,0.41,0.68,?,0.5,?,1.37,?,?,?,1.94,0.0,?
7.0,?,8.14,?,0.36,0.14,0.33,?,0.0,0.14,0.71,0.57,0.29,?,?,?,?,?
81.0,?,34.85,?,0.44,?,0.38,?,?,?,?,?,1.22,1.52,0.32,?,0.01,?
?,?,9.1,?,?,?,?,0.08,0.67,0.17,?,?,?,0.33,?,?,0.02,0.0
?,81.0,?,6.83,?,0.01,?,2.54,?,?,?,?,?,?,0.32,3.0,?,0.01
82.0,82.0,?,2.37,0.44,0.5,?,?,0.67,?,3.79,?,1.18,?,0.56,?,0.01,?
?,1.0,?,?,0.46,0.01,0.07,2.04,?,?,1.89,?,?,1.67,0.06,1.67,?,?
23.0,?,17.13,?,?,?,?,?,?,?,2.26,?,?,0.83,0.13,2.26,0.0,?
57.0,3.0,17.21,1.7,0.38,0.12,0.19,0.93,0.85,1.89,?,0.54,?,0.86,0.74,?,0.02,0.04
16.0,1.0,?,?,0.4,0.0,?,0.38,?,0.56,1.13,?,?,?,0.25,1.25,0.0,0.0
?,?,16.4,?,?,0.01,0.2,1.76,?,?,2.53,?,?,1.17,0.33,?,0.0,0.0
75.0,?,?,5.71,?,?,?,?,?,0.37,2.75,2.44,?,1.85,?,2.32,?,0.07
?,?,?,?,0.43,0.18,?,?,0.69,?,?,0.59,?,0.63,0.5,1.96,?,0.0
?,?,?,?,0.4,?,?,0.61,0.81,?,1.42,0.33,?,0.34,?,?,0.0,0.06
?,81.0,35.47,?,0.5,?,0.0,?,?,2.75,?,4.23,1.6,2.44,2.14,2.96,?,0.12
75.0,?,?,3.21,0.49,0.01,?,?,0.81,0.79,2.31,0.95,?,?,0.19,?,?,0.01
?,?,?,3.42,?,0.0,?,1.74,?,?,2.69,0.58,0.47,0.82,0.55,?,?,?
?,0.0,?,?,0.41,1.07,?,1.31,?,?,?,1.67,?,?,?,?,0.0,?
64.0,18.0,?,?,?,0.3,0.22,0.39,0.71,?,1.25,?,0.25,0.47,0.09,1.16,?,?
?,55.0,?,?,?,?,?,1.55,?,?,?,?,0.77,0.9,0.08,1.34,0.0,?
?,?,34.57,?,?,?,?,5.94,0.77,?,6.12,1.0,0.63,2.6,1.01,3.43,?,?
?,67.0,?,6.15,?,?,0.23,?,0.83,?,?,?,1.38,2.23,0.16,2.81,?,?
?,0.0,9.32,?,?,?,0.36,?,?,0.32,?,?,0.2,0.36,0.16,?,?,?
31.0,?,?,1.45,?,?,?,1.06,0.72,0.68,0.81,0.52,0.32,?,?,0.48,0.0,0.0
71.0,?,?,1.27,?,0.1,0.22,?,0.84,?,0.87,1.72,0.48,0.7,0.15,?,?,?
?,?,15.35,1.93,0.41,?,?,0.67,?,0.12,?,2.93,?,?,0.12,?,0.0,0.02
?,4.0,12.33,1.63,?,0.48,0.35,1.3,?,?,?,0.78,0.48,?,0.22,?,0.04,?
?,12.0,?,?,0.44,?,?,3.01,?,?,?,?,?,?,?,1.84,0.0,?
68.0,13.0,12.97,1.13,0.59,0.0,?,?,?,1.25,2.32,0.16,0.22,0.63,?,?,0.01,0.01
?,1.0,13.87,1.35,?,0.0,?,?,?,0.78,2.0,0.04,?,?,0.7,?,0.0,?
?,2.0,?,?,?,0.0,?,?,0.58,1.35,?,?,0.38,0.65,?,1.62,?,?
?,?,?,1.43,?,?,?,0.17,0.8,?,?,0.67,?,?,?,2.27,?,?
18.0,1.0,15.72,2.72,0.46,0.89,0.37,1.17,0.88,?,?,0.78,?,?,?,1.72,?,0.06
?,?,22.61,3.59,?,?,?,2.22,?,?,4.7,1.04,1.17,?,1.57,2.39,0.04,0.07
?,?,31.4,4.93,?,?,0.1,?,?,2.99,5.51,?,?,1.85,?,?,0.09,?
?,?,27.71,?,0.47,0.15,?,?,?,1.55,?,?,?,?,?,?,0.09,0.01
?,?,25.66,5.45,?,?,?,?,?,0.99,1.9,?,?,?,?,1.74,0.0,?
?,?,?,?,?,?,?,0.58,?,?,1.45,2.84,?,1.66,?,1.76,0.0,0.0
?,?,?,?,0.43,?,?,2.24,0.77,?,5.13,?,?,1.0,?,?,0.02,?
?,0.0,6.33,?,?,?,0.14,1.07,0.76,?,0.27,0.27,0.0,?,?,?,0.0,?
42.0,?,?,?,0.58,0.0,?,0.88,?,1.29,?,?,0.55,1.17,1.29,?,?,0.05
?,?,30.68,?,?,?,0.37,?,0.77,0.57,4.07,4.11,0.74,?,0.43,?,0.04,0.04
?,2.0,13.71,?,?,0.38,?,0.61,?,0.74,2.03,?,?,?,?,?,0.0,0.0
?,41.0,31.32,5.25,?,?,0.38,?,0.84,0.48,?,?,1.16,?,0.13,2.1,?,?
?,?,?,1.08,?,0.23,?,?,0.82,?,0.23,0.92,?,0.46,?,0.46,0.0,?
76.0,?,28.46,?,?,?,?,1.53,0.66,2.49,?,1.14,?,?,?,2.93,0.03,0.08
78.0,?,23.68,?,?,?,0.35,1.36,?,1.09,3.59,?,?,0.95,?,?,?,?
67.0,1.0,8.61,?,0.4,?,?,?,0.85,?,0.81,0.61,?,0.25,0.06,1.0,?,?
?,77.0,36.27,9.34,0.48,0.95,0.3,?,?,?,3.45,?,?,?,1.06,2.35,?,0.12
35.0,?,?,?,0.52,1.43,0.43,?,0.8,?,?,1.14,0.66,0.8,0.09,?,?,?
?,?,?,2.29,?,0.0,?,0.94,0.41,?,5.1,?,1.25,0.93,?,1.9,?,?
76.0,76.0,41.03,6.0,?,0.68,0.37,?,?,?,8.05,?,1.54,?,1.11,?,0.01,0.08
?,13.0,?,?,?,?,?,1.22,?,0.53,?,1.01,1.01,?,?,?,0.03,?
?,?,?,?,0.36,0.24,0.41,?,0.5,?,0.9,?,0.34,0.41,0.03,0.66,0.0,?
?,6.0,?,?,0.48,0.01,?,?,?,?,?,?,?,1.05,?,?,0.0,0.04
65.0,?,?,?,?,?,?,?,0.77,0.43,2.17,?,?,?,0.12,1.91,?,?
?,52.0,29.34,?,0.43,0.67,0.29,?,?,0.68,2.37,5.05,?,?,0.2,2.29,?,?
?,?,?,1.0,?,0.58,0.37,?,?,?,?,?,0.5,?,0.5,?,?,0.0
82.0,49.0,24.45,?,?,1.51,?,?,?,?,?,?,?,?,0.49,?,0.01,0.0
69.0,?,?,3.42,0.52,0.03,?,?,?,?,?,1.46,0.57,0.94,0.36,1.83,?,0.01
81.0,?,?,?,?,0.09,?,3.65,0.87,2.02,5.44,2.95,?,2.14,0.74,2.88,?,?
?,3.0,?,?,0.44,0.42,0.32,?,0.81,0.48,2.33,3.27,0.92,1.5,?,?,?,0.1
?,1.0,3.9,?,0.57,?,0.0,0.15,?,?,?,?,0.21,0.18,?,0.62,?,0.0
82.0,82.0,?,5.91,?,0.28,0.22,?,?,1.74,?,?,1.33,3.27,?,?,0.02,?
12.0,?,8.33,2.08,?,0.0,0.0,0.75,?,?,?,0.33,0.42,?,?,?,0.0,0.0
34.0,?,?,?,?,0.0,0.0,0.76,?,?,?,0.38,?,1.12,?,1.88,0.0,0.03
80.0,?,?,?,0.43,?,?,?,?,?,?,?,?,?,0.31,1.8,?,0.03
?,0.0,14.75,?,0.5,0.5,?,0.5,?,0.25,0.75,1.0,0.0,1.0,0.0,?,?,?
?,?,?,?,0.47,1.26,?,4.41,?,?,3.33,?,1.26,?,?,2.74,0.03,?
?,18.0,?,?,?,?,?,?,?,0.09,?,3.63,0.65,?,0.04,0.79,0.0,?
54.0,?,?,1.5,?,0.56,?,?,0.71,0.3,1.24,?,0.22,0.33,0.09,1.35,0.0,0.0
64.0,38.0,?,4.97,0.47,?,?,?,?,?,2.53,?,1.25,1.67,?,1.72,0.02,?
?,1.0,14.06,1.68,?,0.39,?,0.6,0.67,?,1.29,2.6,?,?,?,?,0.0,?
81.0,?,30.46,?,?,0.49,?,?,0.82,?,?,?,?,?,0.57,1.98,0.0,?
?,?,?,5.48,0.44,?,?,?,0.89,0.41,2.61,?,1.01,2.51,0.3,2.46,?,?
24.0,?,?,5.83,?,?,0.36,2.17,0.84,0.75,?,2.75,?,1.21,0.25,?,?,0.04
20.0,0.0,?,?,0.43,?,0.0,?,?,1.05,?,0.05,?,1.0,?,2.05,?,0.0
?,?,11.06,?,?,?,0.0,1.39,0.77,0.87,?,?,?,0.56,?,?,?,0.02
78.0,?,?,?,?,?,?,1.32,?,?,3.87,2.86,0.55,?,0.13,?,?,?
67.0,10.0,?,2.42,0.41,0.87,0.34,?,0.69,0.57,2.27,1.06,?,0.87,0.16,?,0.0,0.07
72.0,1.0,20.82,2.69,0.46,?,?,?,?,?,2.57,1.26,?,0.74,0.44,1.31,?,0.0
68.0,14.0,?,?,?,0.03,?,0.37,0.61,0.85,1.26,0.6,?,?,0.26,?,0.0,0.0
74.0,?,19.27,3.15,?,0.93,?,?,0.8,0.27,?,?,?,?,0.11,?,0.0,?
80.0,?,16.51,?,?,?,0.2,?,?,?,?,?,0.44,?,?,?,0.0,?
67.0,?,31.99,5.7,0.47,?,0.35,?,?,1.94,?,1.45,1.21,1.88,?,1.99,?,?
