@relation dataset

@attribute realvaluedinputfeature_1 real
@attribute realvaluedinputfeature_2 real
@attribute realvaluedinputfeature_3 real
@attribute realvaluedinputfeature_4 real
@attribute realvaluedinputfeature_5 real
@attribute realvaluedinputfeature_6 real
@attribute realvaluedinputfeature_7 real
@attribute realvaluedinputfeature_8 real
@attribute realvaluedinputfeature_9 real
@attribute realvaluedinputfeature_10 real
@attribute realvaluedinputfeature_11 real
@attribute realvaluedinputfeature_12 real
@attribute realvaluedinputfeature_13 real
@attribute realvaluedinputfeature_14 real
@attribute realvaluedinputfeature_15 real
@attribute realvaluedinputfeature_16 real
@attribute realvaluedinputfeature_17 real
@attribute realvaluedinputfeature_18 real
@attribute realvaluedinputfeature_19 real
@attribute realvaluedinputfeature_20 real
@attribute realvaluedinputfeature_21 real
@attribute realvaluedinputfeature_22 real
@attribute realvaluedinputfeature_23 real
@attribute realvaluedinputfeature_24 real
@attribute realvaluedinputfeature_25 real
@attribute realvaluedinputfeature_26 real
@attribute realvaluedinputfeature_27 real
@attribute realvaluedinputfeature_28 real
@attribute realvaluedinputfeature_29 real
@attribute realvaluedinputfeature_30 real


@data
?,20.01,114.2,?,?,0.06722,0.07293,0.05596,0.2129,?,0.5506,1.214,?,?,?,0.008422,0.02291,0.009863,0.05014,0.001902,20.58,27.83,?,?,0.1072,0.1202,?,0.1185,0.4882,?
11.41,?,?,403.3,?,?,0.03512,0.02623,0.1667,0.06113,0.1408,0.4607,1.103,10.5,?,0.01529,0.01514,0.00646,0.01344,0.002206,12.82,?,83.74,510.5,0.1548,0.239,0.2102,?,?,?
?,17.12,?,1077.0,?,?,0.1457,?,?,?,0.7128,1.581,4.895,90.47,?,0.02101,?,?,0.02045,0.00457,22.25,24.9,145.4,?,?,?,0.3272,0.1674,0.2894,0.08456
24.25,20.2,166.2,1761.0,?,0.2867,0.4268,0.2012,?,?,?,?,9.807,?,0.02333,0.09806,?,?,0.04547,?,26.02,23.99,180.9,?,0.1696,0.4244,?,?,0.3222,0.08009
14.5,10.89,?,?,?,0.1099,?,0.05778,0.1856,?,?,0.857,?,24.19,?,?,0.02882,?,?,?,?,15.98,102.8,?,?,0.1788,?,0.1221,?,?
?,16.39,?,553.5,0.07115,?,0.08092,0.028,?,0.05823,?,1.14,1.223,?,0.005919,?,?,?,?,0.004076,14.26,?,?,?,?,0.2531,?,0.08978,0.2048,?
?,17.21,88.44,?,?,0.06136,0.0142,0.01141,0.1614,0.0589,?,?,1.495,17.91,0.004599,0.009169,?,?,0.01247,0.001708,15.49,23.58,100.3,?,0.1157,0.135,?,?,0.2364,?
13.61,?,?,?,?,0.07862,?,0.03085,?,?,?,1.005,1.752,19.83,0.004088,?,0.01796,0.00688,0.01323,0.001465,16.89,35.64,113.2,?,?,?,0.3796,?,0.347,0.079
19.0,18.91,123.4,1138.0,0.08217,0.08028,0.09271,0.05627,0.1946,?,?,?,?,?,?,0.02731,?,0.01361,?,0.002686,22.32,25.73,148.2,?,0.1021,?,?,?,0.2841,0.06541
15.1,16.39,99.58,674.5,0.115,0.1807,0.1138,0.08534,?,0.06467,?,1.068,?,?,0.009006,0.04185,0.03204,0.02258,0.02353,?,16.11,?,?,762.6,0.1386,?,0.196,?,0.259,0.07779
19.79,25.12,?,1192.0,?,?,?,0.1149,0.2202,0.06113,0.4953,1.199,2.765,?,0.005033,?,?,0.01043,?,0.003224,22.63,?,?,1589.0,?,?,0.5673,?,?,?
?,13.29,?,455.8,0.1066,0.09509,0.02855,0.02882,?,?,?,0.8163,1.973,15.24,0.006773,?,?,?,0.02662,?,13.34,?,91.38,?,?,0.2585,?,?,?,?
?,19.48,101.7,?,0.1092,0.1223,0.1466,0.08087,0.1931,0.05796,?,0.7859,?,?,0.00624,0.01484,?,?,0.01397,?,19.26,26.0,124.9,1156.0,?,?,0.3791,?,0.2837,0.08019
?,21.54,106.2,809.8,?,0.1284,?,0.05613,0.216,0.05891,?,?,2.844,?,?,?,0.02219,?,0.01535,0.002373,19.47,31.68,129.7,?,?,?,0.2992,?,0.348,0.07619
15.71,13.93,?,?,0.09462,0.09462,?,?,?,0.05723,0.3117,0.8155,?,?,?,0.01515,?,?,0.01669,0.00233,17.5,?,?,922.8,0.1223,?,0.1709,?,0.2723,?
18.45,?,120.2,1075.0,0.0943,0.09709,?,?,0.1692,?,0.5959,?,?,68.35,?,0.01422,?,?,?,0.002205,?,?,145.6,1590.0,0.1465,?,?,0.1379,0.3109,?
?,22.47,?,506.3,?,0.05761,0.04711,0.02704,0.1585,0.06065,0.2367,1.38,?,19.87,0.007499,?,?,0.00892,0.01647,?,?,?,?,653.6,0.1419,0.1523,0.2177,?,?,0.08067
11.71,16.67,74.72,?,0.1051,0.06095,0.03592,0.026,?,?,0.4489,?,?,34.37,0.006578,0.0138,?,?,0.01359,0.003707,13.33,?,86.16,546.7,0.1271,0.1028,0.1046,0.06968,0.1712,0.07343
?,15.39,?,?,0.09639,0.06889,0.03503,0.02875,0.1734,?,0.1759,0.9938,1.143,12.67,?,?,?,?,0.01501,0.001588,12.32,22.02,?,?,0.119,0.1648,0.1399,0.08476,0.2676,0.06765
?,17.57,?,678.1,0.1167,?,?,?,0.1957,0.06216,1.296,?,?,101.9,0.01,?,?,0.02801,0.05168,0.002887,18.55,21.43,121.4,971.4,0.1411,0.2164,?,0.1667,0.3414,0.07147
?,13.39,73.0,384.8,0.1164,0.1136,0.04635,0.04796,?,?,?,1.343,1.851,26.33,?,0.03498,0.02187,0.01965,0.0158,0.003442,11.92,15.77,76.53,434.0,0.1367,?,0.08669,0.08611,?,?
9.738,11.97,61.24,?,0.0925,?,?,0.0,0.1903,?,0.1988,?,1.218,?,0.00604,0.005656,0.0,0.0,0.02277,?,10.62,14.1,?,342.9,0.1234,0.07204,?,0.0,?,0.08151
16.11,18.05,105.1,?,?,?,0.09447,0.05943,?,0.06248,?,?,4.533,?,0.00677,0.01938,0.03067,0.01167,?,0.003434,19.92,?,129.0,1233.0,0.1314,?,0.2802,0.1216,0.2792,0.08158
11.43,17.31,73.66,?,0.1092,0.09486,0.02031,0.01861,0.1645,0.06562,?,1.908,?,?,?,0.01735,0.01158,?,?,?,?,?,82.66,?,?,0.1792,0.07708,?,0.2584,0.08096
12.9,15.92,83.74,512.2,0.08677,0.09509,0.04894,?,0.1778,?,?,?,1.689,16.64,0.005324,?,0.0151,0.007584,0.02104,0.001887,14.48,?,?,?,?,0.2548,0.209,0.1012,?,0.08118
?,14.97,68.26,?,0.07793,?,0.02251,0.007875,?,?,?,1.239,1.806,?,0.006547,0.01781,0.02018,?,?,0.00236,11.95,?,77.79,441.2,0.1076,0.1223,?,?,?,?
?,14.65,78.11,432.8,0.1152,0.1296,?,0.03003,?,0.07839,0.3962,?,3.021,?,0.01017,0.04741,0.02789,0.0111,?,0.009423,13.15,16.51,86.26,509.6,0.1424,?,0.0942,0.06042,0.2727,?
?,16.58,78.99,432.0,?,0.17,0.1659,?,0.2678,?,?,?,2.281,24.72,0.005427,0.03633,0.04649,?,0.05628,?,13.74,26.38,91.93,591.7,0.1385,?,?,0.1865,0.5774,0.103
?,18.77,?,689.5,0.08138,0.1167,0.0905,?,0.1744,?,?,1.909,?,39.43,0.00579,?,0.05303,0.01527,?,0.009368,?,25.47,107.1,?,0.0997,0.2521,0.25,?,0.2852,?
14.44,15.18,?,?,?,?,?,0.05532,0.1724,0.06081,0.2406,?,?,21.2,0.005706,0.02297,0.03114,0.01493,0.01454,0.002528,?,19.85,?,766.9,0.1316,0.2735,0.3103,?,0.2691,0.07683
13.74,17.91,?,585.0,?,?,0.02881,?,0.1473,0.0558,0.25,?,?,?,0.002838,0.01592,?,?,0.01329,0.001976,?,?,97.19,725.9,0.09711,?,?,?,?,0.07014
?,20.78,83.51,?,0.1135,?,0.03136,0.02645,0.254,0.06087,0.4202,1.322,2.873,34.78,0.007017,0.01142,0.01949,?,?,?,14.16,24.11,?,?,0.1297,?,0.08112,?,0.3196,?
?,20.7,?,?,0.09405,?,?,?,?,?,0.1935,?,?,?,?,0.05416,?,0.01022,0.02309,?,9.092,?,?,?,0.163,?,0.5381,?,0.3322,?
?,15.34,63.78,?,?,?,0.4108,0.07857,0.2548,0.09296,0.8245,2.664,4.073,?,0.01097,?,?,0.05279,?,0.02984,?,19.49,71.04,?,?,0.2772,0.8216,?,0.3108,0.1259
11.15,?,?,?,?,?,?,?,0.183,?,?,?,1.429,15.48,0.009019,0.008985,0.01196,0.008232,0.02388,?,11.99,16.3,76.25,440.8,0.1341,?,0.07116,0.05506,0.2859,0.06772
?,?,85.31,538.9,0.09384,?,0.09293,0.03483,0.1822,?,?,0.7927,1.819,?,0.008584,?,0.03047,?,?,?,?,?,97.67,?,?,0.2256,?,0.09722,0.3849,?
?,17.94,78.27,?,0.08654,0.06679,0.03885,?,?,0.06228,?,0.9823,?,16.51,?,0.01562,?,0.007924,0.01799,0.002484,13.59,?,86.6,?,0.1217,0.1788,?,0.08211,?,?
17.68,20.74,117.4,963.7,?,0.1665,?,0.1054,?,0.06166,0.8113,1.4,5.54,93.91,0.009037,?,?,?,0.01778,?,20.47,25.11,?,?,?,0.3498,0.3583,0.1515,0.2463,0.07738
16.84,?,?,?,?,0.07223,0.0515,?,0.1844,0.05268,?,?,3.479,?,0.003443,0.02661,0.03056,0.0111,?,?,18.22,?,120.3,1032.0,0.08774,0.171,?,0.08436,?,0.05972
12.06,12.74,76.84,448.6,0.09311,0.05241,0.01972,0.01963,0.159,0.05907,0.1822,?,?,13.25,?,?,0.008342,?,?,?,13.14,18.41,?,532.8,?,0.1232,0.08636,?,0.2514,0.07898
10.9,12.96,68.69,366.8,0.07515,0.03718,0.00309,0.006588,0.1442,0.05743,?,?,?,18.54,0.006142,?,0.001835,0.003576,0.01637,?,?,18.2,?,470.0,0.1171,?,?,?,0.2738,?
?,?,76.1,419.8,?,0.1141,0.06843,0.03738,0.1993,0.06453,0.5018,?,3.926,38.34,0.009433,?,0.04167,?,?,?,?,26.21,88.91,?,0.1358,?,0.1956,0.07909,?,0.07987
19.19,?,126.3,1157.0,?,0.1185,0.1193,?,?,0.05176,?,0.6336,6.971,119.3,0.009406,?,0.04344,?,?,0.003362,?,?,146.6,?,0.1124,0.2016,0.2264,0.1777,0.2443,?
?,?,?,1214.0,?,?,0.2508,?,0.2027,0.06082,0.7364,1.048,4.792,97.07,0.004057,0.02277,0.04029,?,?,?,?,?,?,2232.0,?,0.3846,?,?,0.3643,?
12.34,22.22,?,?,?,0.1015,?,?,0.1551,0.06761,0.2949,1.656,?,?,0.01134,0.03175,?,?,?,0.005348,13.58,?,?,553.0,0.1452,?,0.1688,?,0.2268,?
23.27,?,?,1686.0,0.08439,?,0.1324,0.09702,?,?,0.6642,?,4.603,?,0.00491,0.02544,0.02822,0.01623,0.01956,0.00374,28.01,?,?,2403.0,0.1228,0.3583,?,0.2346,0.3589,?
?,19.76,95.5,690.2,0.08421,0.05352,0.01947,0.01939,?,?,?,?,?,?,?,0.007983,?,0.006432,0.01924,0.00152,15.98,25.82,102.3,782.1,0.1045,0.09995,0.0775,?,0.2646,?
10.8,?,?,357.6,?,?,?,?,0.1381,?,0.1728,?,?,11.48,?,?,0.01099,0.005344,0.01254,?,11.6,?,73.66,414.0,0.1436,0.1257,0.1047,?,?,0.07699
?,18.8,109.3,886.3,0.08865,0.09182,0.08422,?,?,0.05534,?,1.391,4.129,?,0.006123,0.0247,0.02626,?,0.02091,?,20.05,26.3,130.7,?,0.1168,?,0.2318,0.1474,?,?
?,?,?,?,?,0.1603,0.2159,0.1043,0.1538,0.06365,1.088,?,7.337,122.3,0.006174,0.03634,?,0.01569,0.01145,0.00512,23.14,32.33,155.3,?,0.1376,0.383,?,?,0.216,0.093
14.97,16.95,96.22,685.9,?,0.07885,?,0.03781,0.178,0.0565,?,1.217,?,?,?,0.0137,0.007276,?,0.0135,?,?,23.0,?,?,?,?,?,?,?,0.06428
12.32,12.39,78.85,464.1,0.1028,?,?,?,0.1959,?,?,?,1.67,17.43,?,0.0118,0.01683,?,0.01924,?,?,?,?,549.1,0.1385,0.1266,?,?,0.2827,?
?,19.63,?,565.4,?,0.06288,0.05858,0.03438,0.1598,0.05671,0.4697,1.147,3.142,?,?,0.01063,0.02151,?,?,0.001868,?,29.87,116.6,993.6,0.1401,?,0.2644,0.116,?,?
15.46,11.89,102.5,736.9,0.1257,0.1555,0.2032,0.1097,0.1966,0.07069,0.4209,?,2.805,44.64,?,0.02321,?,0.0132,0.01792,0.004168,18.79,17.04,?,?,0.1531,?,0.583,?,0.3216,?
11.08,14.71,70.21,?,0.1006,0.05743,0.02363,0.02583,?,?,?,1.805,1.377,19.08,?,0.02121,0.01453,0.01583,?,?,11.35,?,?,396.5,?,?,0.03938,0.04306,0.1902,0.07313
10.66,15.15,67.49,349.6,0.08792,0.04302,?,?,?,0.05975,?,1.925,2.155,21.98,?,0.01017,?,0.0,0.03265,?,11.54,19.2,73.2,?,?,0.06791,0.0,?,0.271,0.06164
8.671,14.45,54.42,227.2,?,?,0.0,?,?,?,0.2204,?,1.435,?,0.009172,?,?,0.0,0.02711,0.003399,9.262,17.04,?,259.2,?,?,0.0,0.0,?,0.07848
9.904,?,64.6,?,0.09699,?,0.1307,0.03716,0.1669,0.08116,0.4311,2.261,3.132,27.48,0.01286,?,0.1197,?,?,?,11.26,?,73.07,390.2,0.1301,?,0.3486,0.0991,0.2614,0.1162
?,20.11,?,?,?,0.1556,0.1793,0.08866,0.1794,0.06323,0.3037,?,?,?,0.006627,?,0.05371,0.01813,0.01682,?,17.79,?,?,981.2,0.1415,0.4667,0.5862,0.2035,0.3054,?
13.01,22.22,82.01,526.4,0.06251,0.01938,?,0.001852,?,?,0.1731,1.142,?,?,0.003418,0.002252,0.001595,0.001852,0.01613,?,14.0,?,88.18,?,?,0.03432,?,?,?,?
12.81,?,?,?,0.08739,0.03774,0.009193,0.0133,?,?,0.2889,0.9899,?,21.79,0.008534,0.006364,?,?,?,?,13.63,?,86.7,570.7,0.1162,0.05445,?,0.0399,0.1783,0.07319
27.22,21.87,182.1,?,0.1094,0.1914,?,0.1878,0.18,0.0577,?,1.481,?,128.7,0.004631,0.02537,?,0.01241,?,0.002747,?,?,?,3216.0,?,0.4034,0.534,?,?,0.08082
21.09,26.57,142.7,1311.0,?,?,?,0.1496,0.2395,?,?,?,4.414,81.46,?,0.04759,?,0.01567,?,?,26.68,?,?,2089.0,0.1491,?,0.678,?,0.4098,0.1284
?,20.31,101.2,766.6,?,0.08799,0.06593,0.05189,?,?,0.3699,?,2.406,?,0.004626,?,?,0.009767,?,0.00243,20.11,32.82,129.3,1269.0,0.1414,?,0.2902,0.1541,?,0.08631
11.41,14.92,73.53,?,0.09059,?,?,0.02361,?,?,?,?,?,?,?,0.03728,?,0.01712,0.02165,?,?,17.7,79.12,467.2,0.1121,?,0.1648,0.06296,0.1811,0.07427
?,?,?,710.6,0.09057,0.1052,0.05375,?,?,0.06317,?,0.4956,?,19.53,?,?,0.01774,0.006009,0.01172,?,?,?,113.8,973.1,?,0.3299,0.363,0.1226,0.3175,0.09772
?,15.11,63.76,?,0.09267,0.04695,0.001597,0.002404,0.1703,?,?,?,?,26.43,0.01439,?,0.001597,0.002404,0.02538,0.00347,?,21.18,?,437.0,0.1521,?,0.00692,0.01042,0.2933,0.07697
?,?,118.6,1041.0,?,0.08468,0.08169,?,?,?,?,0.4757,?,28.92,?,?,?,?,0.01069,0.001087,21.31,?,?,1410.0,?,?,?,0.1571,?,0.06938
11.71,?,?,?,0.09774,?,0.03809,0.03239,0.1516,?,?,?,1.742,?,0.006905,?,0.01978,?,0.01897,?,13.01,21.39,84.42,?,0.1323,?,?,?,0.2572,0.07097
?,17.39,75.27,?,0.1007,0.05562,0.02353,?,0.1718,?,?,1.926,1.011,?,0.007831,?,0.01556,0.00624,0.03139,0.001988,?,?,79.57,489.5,?,?,0.08803,?,?,?
?,15.9,78.83,463.7,0.0808,0.07253,?,0.01654,0.1667,0.05474,0.2382,?,1.687,?,0.005996,?,0.02117,?,?,0.001725,13.35,19.59,?,546.7,?,?,?,0.04815,0.2482,?
14.22,23.12,94.37,609.9,0.1075,?,?,0.06618,0.2384,0.07542,0.286,2.11,?,31.72,?,0.1354,0.1166,0.01666,0.05113,0.01172,15.74,37.18,?,?,?,?,0.8488,0.1772,?,?
?,?,?,507.4,?,?,0.03112,0.02864,0.1694,?,?,?,5.118,?,?,0.0179,0.02176,?,0.03373,?,13.75,23.5,89.04,?,?,0.08978,0.05186,0.04773,?,0.06871
?,18.22,?,?,0.0695,0.02344,0.0,?,0.1653,0.06447,?,?,2.23,21.69,?,0.006736,?,0.0,0.03799,0.001688,?,20.83,62.25,303.8,0.07117,?,0.0,?,0.1909,?
?,26.86,81.15,477.4,0.1034,0.1353,?,0.04562,?,?,0.4053,1.809,?,34.44,?,0.03845,?,0.01321,0.01878,0.005672,15.65,?,101.7,?,0.1785,0.4706,?,0.1459,0.3215,?
14.86,23.21,?,?,?,0.198,?,?,?,0.06672,0.2796,0.9622,?,25.2,0.008081,0.05122,?,0.01883,?,?,16.08,27.78,118.6,?,0.1316,0.4648,0.4589,?,?,0.08701
12.91,?,?,516.4,?,0.05366,?,0.02377,?,?,?,?,1.493,15.75,0.005298,0.01587,?,0.00842,0.01853,0.002152,13.88,?,?,600.6,?,0.1506,?,?,0.3024,?
13.77,22.29,?,588.9,?,?,?,0.06526,?,0.06877,0.6191,2.112,4.906,?,0.0138,?,?,0.0206,0.02689,0.004306,16.39,?,?,?,0.1737,0.3122,0.3809,?,0.308,0.09333
18.08,?,117.4,1024.0,?,0.08642,0.1103,0.05778,0.177,0.0534,?,?,?,?,?,?,0.0611,?,?,0.005036,19.76,?,129.1,1228.0,?,?,0.2535,0.09181,0.2369,0.06558
?,22.49,127.5,1148.0,0.08523,0.1428,?,0.06772,?,?,?,?,3.833,?,?,0.03698,0.02706,0.01221,?,0.003397,23.36,32.06,166.4,1688.0,0.1322,0.5601,0.3865,?,0.3193,?
?,?,94.49,642.7,0.09872,?,?,?,?,0.06466,0.2092,0.6509,?,19.42,?,?,?,0.007303,0.01522,?,18.33,?,?,?,?,0.4056,?,0.1838,0.4753,0.1013
12.23,19.56,78.54,?,?,?,?,0.04107,0.1979,0.06013,0.3534,1.326,2.308,27.24,0.007514,0.01779,0.01401,0.0114,?,?,?,28.36,92.15,638.4,0.1429,0.2042,0.1377,0.108,0.2668,0.08174
?,?,?,?,0.08968,?,?,?,0.1506,?,?,?,3.088,40.73,?,0.02569,0.02713,0.01345,?,0.002658,20.42,?,?,?,?,0.342,0.3508,0.1939,?,0.07867
?,26.67,?,1685.0,?,?,0.3523,?,0.22,0.06229,?,1.56,?,83.16,?,0.05121,0.08958,0.02465,0.02175,?,25.12,32.68,177.0,1986.0,0.1536,0.4167,0.7892,0.2733,?,0.08762
?,?,91.56,597.8,?,0.1768,0.1558,?,0.2251,0.07421,0.5648,?,?,52.72,0.008824,0.03108,0.03112,0.01291,0.01998,0.004506,19.2,?,?,1153.0,?,0.5209,?,0.2013,?,0.1086
?,?,81.09,481.9,0.09965,?,0.08005,0.03821,0.1925,0.06373,?,1.044,2.497,?,0.006953,?,0.02701,0.01037,0.01782,?,?,24.64,?,?,0.1426,0.2378,?,0.1015,?,?
?,?,98.78,?,?,0.09588,?,0.04079,?,0.05986,0.2711,?,1.974,26.44,0.005472,0.01919,0.02039,?,?,0.002881,17.77,?,?,?,0.1491,0.3331,?,0.1252,0.3415,0.0974
9.876,?,62.92,?,?,0.07232,?,0.01952,0.1934,?,0.2137,1.342,1.517,?,0.009719,?,0.007975,0.007527,0.0221,0.002472,?,23.22,67.08,331.6,?,0.1247,0.06213,0.05588,0.2989,?
17.01,20.26,?,?,?,?,0.0695,?,?,0.05223,0.5858,?,?,?,0.005038,?,?,0.01123,?,0.002581,?,?,?,1210.0,0.1111,0.1486,0.1932,?,?,0.06469
13.11,?,87.02,529.4,?,0.1483,?,0.05102,0.185,0.0731,?,?,1.491,?,0.005251,?,0.02526,?,0.02514,0.004198,?,29.16,99.48,639.3,0.1349,0.4402,0.3162,?,?,0.1076
?,12.91,98.17,?,0.08182,?,?,?,0.1359,0.05526,0.2134,0.3628,1.525,?,0.004291,0.01236,?,?,0.009539,?,?,15.92,113.7,932.7,?,0.2186,0.2962,0.1035,0.232,0.07474
20.58,22.14,134.7,?,?,0.1348,0.164,0.09561,0.1765,0.05024,?,1.48,7.029,?,?,?,0.05489,0.02765,0.03176,0.002365,23.24,?,?,?,0.1178,?,0.3861,0.192,0.2909,0.05865
11.84,18.94,75.51,428.0,?,0.069,0.02669,0.01393,0.1533,0.06057,0.2222,0.8652,1.444,?,0.005517,?,0.02045,?,0.01616,?,13.3,24.99,85.22,546.3,0.128,?,0.1471,0.06913,0.2535,0.07993
28.11,18.47,188.5,?,0.1142,?,0.3201,0.1595,?,0.05525,?,?,21.98,525.6,?,?,0.06389,0.01407,0.04783,0.004476,?,?,188.5,2499.0,?,?,0.3201,?,0.1648,?
17.42,?,114.5,948.0,?,0.1146,0.1682,?,0.1308,0.05866,0.5296,1.667,?,58.53,0.03113,0.08555,0.1438,0.03927,0.02175,0.01256,18.07,?,120.4,1021.0,0.1243,0.1793,0.2803,0.1099,?,0.06818
?,23.81,92.87,610.7,0.09463,0.1306,0.1115,?,?,0.06433,?,1.845,3.534,31.0,0.01088,?,0.03688,0.01627,?,?,16.86,34.85,?,?,?,?,0.3744,0.1772,0.4724,0.1026
13.86,?,?,578.9,0.1026,0.1517,0.09901,?,0.2106,0.06916,?,1.194,?,22.69,0.00596,0.03438,?,?,0.01939,?,15.75,?,104.4,750.1,0.146,0.437,0.4636,0.1654,0.363,0.1059
11.89,?,77.32,?,?,0.1154,?,?,?,?,0.2963,1.563,?,21.46,?,0.04192,0.05946,?,0.02793,?,?,27.1,86.2,531.2,?,0.3046,0.2806,?,?,0.08365
?,17.48,65.05,?,?,0.05907,0.05774,0.01071,0.1964,?,0.3567,1.922,2.747,22.79,?,0.0312,0.05774,0.01071,0.0256,?,?,?,?,?,?,0.1397,0.1925,?,?,0.07809
19.8,21.56,129.7,1230.0,0.09383,?,0.1272,?,?,0.05581,0.9553,1.186,6.487,124.4,?,?,0.03446,0.01712,0.01897,?,?,?,?,?,?,?,?,0.182,?,?
19.53,?,?,1223.0,?,0.113,?,0.06637,0.1428,0.05313,0.7392,1.321,4.722,109.9,?,?,?,0.01078,?,0.002256,27.9,?,180.2,2477.0,?,0.4097,?,0.1625,?,0.07568
13.65,?,87.88,568.9,?,?,?,?,?,?,0.2102,0.4336,1.391,?,?,0.01695,0.01652,0.006659,0.01371,0.002735,?,16.35,99.71,706.2,?,0.2474,0.1759,?,?,0.08718
13.56,13.9,?,561.3,0.1051,0.1192,0.0786,?,0.1962,?,0.2569,0.4981,2.011,?,0.005851,?,0.02544,0.00836,0.01842,0.002918,14.98,17.13,?,686.6,?,0.2698,?,?,0.3065,0.08177
?,17.53,?,313.1,?,?,?,0.01915,0.191,?,?,1.217,1.641,15.05,?,?,?,0.007624,0.02637,0.003761,11.17,?,?,?,0.1406,0.144,0.06572,?,?,?
?,?,102.6,761.3,0.1025,0.1204,?,?,?,?,0.3473,0.9209,2.244,32.19,?,?,?,0.008637,0.01772,0.003131,19.56,30.29,?,1088.0,?,0.448,0.3976,?,0.3993,0.1064
13.27,17.02,84.55,546.4,0.08445,?,0.03554,0.02456,?,0.05674,0.2927,0.8907,2.044,?,0.006032,?,0.02259,?,?,0.002496,15.14,23.6,98.84,?,0.1276,?,?,0.09678,0.2506,0.07623
14.34,13.47,92.51,?,0.09906,0.07624,?,?,0.2075,?,0.522,0.8121,3.763,48.29,?,?,?,0.01286,0.02266,0.001463,?,16.9,110.4,873.2,?,0.1525,0.1632,?,?,?
?,15.46,?,?,0.1053,0.07722,0.006643,0.01216,0.1788,?,?,0.9027,?,?,0.006513,?,?,0.004972,?,?,11.52,19.8,73.47,?,0.1341,?,0.02639,0.04464,?,0.08269
15.0,?,?,684.5,?,?,0.06505,?,0.1881,?,0.2318,?,2.276,19.88,0.004119,?,0.03644,0.01155,?,?,?,19.31,114.2,?,0.1136,0.3627,0.3402,0.1379,?,0.08362
?,?,81.35,496.4,0.07903,?,?,0.02036,0.1514,?,?,1.066,1.445,18.51,0.005169,?,?,0.008691,?,0.003407,14.2,?,?,624.0,0.1227,0.3454,?,?,?,0.09585
?,?,?,503.2,?,0.1799,0.1695,?,?,?,0.3061,1.069,?,25.13,0.006983,0.03858,?,?,0.0168,0.005617,15.2,30.15,?,706.0,0.1777,?,?,0.1977,0.3407,?
?,19.08,?,?,?,0.1572,?,0.109,0.2131,?,0.2959,0.679,2.153,31.98,0.005532,0.02008,0.03055,0.01384,?,0.002336,?,?,?,1189.0,0.1703,?,?,0.2543,0.3109,?
11.32,?,?,?,?,?,0.01633,0.003125,0.1869,?,0.121,0.8927,1.059,8.605,0.003653,?,?,?,?,?,12.08,33.75,?,?,?,0.1432,?,0.02083,?,?
11.22,33.81,70.79,386.8,0.0778,0.03574,0.004967,0.006434,0.1845,0.05828,0.2239,1.647,?,15.46,0.004359,?,0.003223,0.003419,0.01916,0.002534,12.36,?,?,470.9,0.09994,?,0.02318,?,0.2911,0.07307
?,27.81,134.4,?,?,?,?,?,0.1448,0.05592,?,?,3.767,70.01,0.00502,?,0.03457,0.01091,0.01298,0.002887,?,37.38,162.7,1872.0,?,0.2761,0.4146,?,?,?
9.567,?,60.21,?,0.08464,?,0.01652,0.01667,?,?,0.2152,?,1.215,12.64,0.01164,?,0.01186,0.009623,?,0.00354,10.51,19.16,65.74,?,?,0.09515,?,?,0.2757,?
14.03,21.25,89.79,603.4,?,?,?,0.01896,?,0.05835,?,1.503,1.667,22.07,0.007389,?,?,?,0.01263,?,15.33,30.28,?,715.5,?,0.1513,?,?,0.2226,0.07617
23.21,26.97,153.5,1670.0,0.09509,?,0.195,0.1237,?,?,?,0.9635,7.247,155.8,0.006428,0.02863,0.04497,0.01716,0.0159,0.003053,31.01,?,206.0,2944.0,?,0.4126,?,?,0.3103,?
?,21.46,?,?,0.08355,?,0.09042,0.06022,?,0.05177,0.6874,?,?,83.5,?,?,0.04257,?,0.01341,0.003933,24.22,?,?,?,0.1228,0.2311,0.3158,0.1445,0.2238,?
?,27.85,92.55,?,0.08223,?,0.1103,0.04408,?,0.06129,?,2.324,2.105,29.96,?,?,0.0385,0.01011,0.01185,0.003589,15.75,40.54,?,?,0.1081,0.2426,?,0.08219,0.189,?
?,39.28,113.4,920.6,?,?,0.1417,?,0.1809,?,?,0.8561,3.002,49.0,0.00486,0.02785,0.02602,?,0.01226,0.002759,22.51,44.87,141.2,?,0.1365,?,0.3241,0.2066,0.2853,?
?,15.6,87.38,575.3,?,0.0663,?,?,0.1717,?,0.3242,0.6612,1.996,?,0.00647,0.01248,0.0181,0.01103,?,?,14.85,19.05,94.11,683.4,0.1278,0.1291,0.1533,?,?,0.0651
12.42,15.04,78.61,476.5,?,0.03393,0.01053,0.01108,0.1546,?,0.1153,0.6745,?,9.006,0.003265,0.00493,0.006493,0.003762,?,?,13.2,20.37,83.85,543.4,?,0.07776,0.06243,?,0.2901,?
?,18.19,?,389.4,?,?,0.1548,?,0.2054,0.07669,0.2428,?,2.369,16.39,?,0.05914,?,0.01314,0.01995,?,12.58,27.96,87.16,472.9,0.1347,?,0.7436,?,0.3308,0.1297
13.75,?,?,590.0,0.08043,0.06807,?,0.02344,0.1773,?,0.4347,1.057,?,?,?,0.02667,0.03371,?,?,0.003087,15.01,?,98.0,706.0,0.09368,0.1442,0.1359,0.06106,0.2663,0.06321
