@relation dataset

@attribute mssubclass real
@attribute mszoning {0, 1, 2, 3, 4}
@attribute lotarea real
@attribute street {0, 1}
@attribute lotshape {0, 1, 2, 3}
@attribute landcontour {0, 1, 2, 3}
@attribute lotconfig {0, 1, 2, 3, 4}
@attribute landslope {0, 1, 2}
@attribute bldgtype {0, 1, 2, 3, 4}
@attribute overallqual real
@attribute overallcond real
@attribute yearbuilt real
@attribute yearremodadd real
@attribute roofstyle {0, 1, 2, 3, 4, 5}
@attribute roofmatl {0, 1, 2, 3, 4, 5, 6, 7}
@attribute masvnrtype {0, 1, 2, 3}
@attribute masvnrarea real
@attribute exterqual {0, 1, 2, 3}
@attribute extercond {0, 1, 2, 3}
@attribute foundation {0, 1, 2, 3, 4}
@attribute bsmtqual {0, 1, 2, 3}
@attribute bsmtcond {0, 1, 2, 3}
@attribute bsmtexposure {0, 1, 2, 3}
@attribute bsmtfintype1 {0, 1, 2, 3, 4, 5}
@attribute bsmtfinsf1 real
@attribute bsmtfintype2 {0, 1, 2, 3, 4, 5}
@attribute bsmtfinsf2 real
@attribute bsmtunfsf real
@attribute totalbsmtsf real
@attribute heating {0, 1, 2, 3}
@attribute heatingqc {0, 1, 2, 3, 4}
@attribute centralair {0, 1}
@attribute electrical {0, 1, 2, 3, 4}
@attribute 1stflrsf real
@attribute 2ndflrsf real
@attribute lowqualfinsf real
@attribute grlivarea real
@attribute bsmtfullbath real
@attribute bsmthalfbath real
@attribute fullbath real
@attribute halfbath real
@attribute bedroomabvgr real
@attribute kitchenabvgr real
@attribute kitchenqual {0, 1, 2, 3}
@attribute totrmsabvgrd real
@attribute functional {0, 1, 2, 3, 4, 5, 6}
@attribute fireplaces real
@attribute garagetype {0, 1, 2, 3, 4, 5}
@attribute garageyrblt real
@attribute garagefinish {0, 1, 2}
@attribute garagecars real
@attribute garagearea real
@attribute garagequal {0, 1, 2, 3, 4}
@attribute garagecond {0, 1, 2, 3, 4}
@attribute paveddrive {0, 1, 2}
@attribute wooddecksf real
@attribute openporchsf real
@attribute enclosedporch real
@attribute 3ssnporch real
@attribute screenporch real
@attribute poolarea real
@attribute miscval real
@attribute yrsold {2006, 2007, 2008, 2009, 2010}
@attribute saletype {0, 1, 2, 3, 4, 5, 6, 7, 8}
@attribute salecondition {0, 1, 2, 3, 4, 5}
@attribute saleprice real


@data
120.0,3,5271.0,1,0,2,4,1,0,7.0,5.0,1986.0,1986.0,1,1,2,0.0,3,3,2,2,3,1,2,1082.0,5,0.0,371.0,1453.0,0,2,1,4,1453.0,0.0,0.0,1453.0,1.0,0.0,1.0,1.0,2.0,1.0,2,6.0,6,1.0,1,1986.0,1,2.0,445.0,4,4,2,0.0,80.0,0.0,0.0,184.0,0.0,0.0,2006,8,0,190000.0
50.0,3,9084.0,1,3,3,4,0,0,5.0,6.0,1941.0,1950.0,1,1,2,0.0,3,3,1,3,0,2,3,236.0,4,380.0,0.0,616.0,0,4,0,4,616.0,495.0,0.0,1111.0,0.0,1.0,1.0,0.0,3.0,1.0,3,5.0,6,0.0,5,1941.0,2,1.0,200.0,4,1,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,5,4,95000.0
30.0,4,8520.0,1,3,3,4,0,0,6.0,8.0,1928.0,2003.0,1,1,2,0.0,3,2,0,3,3,3,5,0.0,5,0.0,624.0,624.0,0,2,1,4,720.0,0.0,0.0,720.0,0.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,0.0,5,2005.0,2,2.0,484.0,4,4,2,106.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8,4,105900.0
50.0,3,8400.0,1,3,0,4,0,0,6.0,5.0,1940.0,2000.0,1,1,2,0.0,3,3,1,3,3,3,3,388.0,5,0.0,552.0,940.0,0,0,1,4,1192.0,403.0,0.0,1595.0,0.0,0.0,1.0,0.0,2.0,1.0,3,6.0,6,2.0,1,1940.0,2,1.0,240.0,4,4,2,0.0,0.0,108.0,0.0,0.0,0.0,0.0,2006,8,4,140000.0
20.0,3,11249.0,1,1,3,4,0,0,6.0,5.0,1995.0,1995.0,1,1,2,0.0,2,2,2,2,1,3,0,334.0,1,544.0,322.0,1200.0,0,0,1,4,1200.0,0.0,0.0,1200.0,1.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,0.0,1,1995.0,1,2.0,521.0,4,4,2,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2007,8,4,177500.0
20.0,3,9248.0,1,0,3,4,0,0,6.0,6.0,1992.0,1992.0,1,1,1,106.0,3,3,2,2,3,3,2,560.0,5,0.0,598.0,1158.0,0,2,1,4,1167.0,0.0,0.0,1167.0,1.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,0.0,1,1992.0,1,2.0,400.0,4,4,2,120.0,26.0,0.0,0.0,0.0,0.0,0.0,2009,8,4,173000.0
120.0,4,4224.0,1,3,3,4,0,4,5.0,5.0,1976.0,1976.0,1,1,2,0.0,3,3,2,2,3,3,0,874.0,5,0.0,268.0,1142.0,0,4,1,4,1142.0,0.0,0.0,1142.0,1.0,0.0,1.0,1.0,3.0,1.0,3,6.0,6,1.0,1,1976.0,0,2.0,528.0,4,4,2,536.0,90.0,0.0,0.0,0.0,0.0,0.0,2007,8,4,134000.0
80.0,3,6930.0,1,0,3,4,0,0,5.0,4.0,1958.0,1958.0,3,1,1,120.0,3,3,1,3,3,0,1,300.0,4,294.0,468.0,1062.0,0,0,1,1,1352.0,0.0,0.0,1352.0,0.0,1.0,1.0,0.0,3.0,1.0,2,6.0,3,0.0,3,1958.0,2,1.0,288.0,4,4,2,168.0,0.0,294.0,0.0,0.0,0.0,0.0,2006,8,0,130000.0
60.0,3,12011.0,1,0,3,1,0,0,8.0,5.0,1998.0,1998.0,1,1,1,530.0,2,3,2,2,3,0,2,956.0,5,0.0,130.0,1086.0,0,0,1,4,1086.0,838.0,0.0,1924.0,1.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,1.0,1,1998.0,1,2.0,592.0,4,4,2,208.0,75.0,0.0,0.0,374.0,0.0,0.0,2006,8,4,280000.0
85.0,3,7540.0,1,0,3,1,0,0,6.0,6.0,1978.0,1978.0,1,1,2,0.0,3,3,1,2,3,0,2,773.0,5,0.0,115.0,888.0,0,0,1,4,912.0,0.0,0.0,912.0,1.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,1.0,1,1978.0,1,2.0,470.0,4,4,2,0.0,0.0,0.0,0.0,192.0,0.0,0.0,2007,8,4,156000.0
50.0,3,9144.0,1,3,3,4,0,0,5.0,5.0,1940.0,1982.0,1,1,2,0.0,3,3,1,3,3,3,4,399.0,5,0.0,484.0,883.0,0,2,1,4,988.0,517.0,0.0,1505.0,1.0,0.0,1.0,0.0,3.0,1.0,3,8.0,6,0.0,5,1940.0,2,1.0,240.0,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,8,4,145000.0
160.0,4,1680.0,1,3,3,4,0,3,6.0,8.0,1972.0,2007.0,1,1,1,510.0,3,3,1,3,3,3,0,162.0,5,0.0,321.0,483.0,0,2,1,4,483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,2,5.0,6,0.0,5,1972.0,2,1.0,264.0,4,4,2,250.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,8,4,118000.0
60.0,3,18800.0,1,0,3,2,0,0,6.0,5.0,1976.0,1976.0,1,1,1,120.0,3,3,2,2,3,2,2,712.0,5,0.0,84.0,796.0,0,4,1,4,790.0,784.0,0.0,1574.0,1.0,0.0,2.0,1.0,3.0,1.0,3,6.0,6,1.0,1,1976.0,0,2.0,566.0,4,4,2,306.0,111.0,0.0,0.0,0.0,0.0,0.0,2006,8,4,190000.0
70.0,4,10690.0,1,3,3,4,0,0,5.0,7.0,1920.0,1997.0,3,1,2,0.0,3,2,1,3,0,3,4,456.0,5,0.0,216.0,672.0,0,2,1,0,672.0,672.0,0.0,1344.0,0.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,5,1964.0,2,1.0,468.0,4,1,2,0.0,128.0,218.0,0.0,0.0,0.0,0.0,2009,8,4,147000.0
20.0,3,9500.0,1,0,3,4,0,0,6.0,5.0,1963.0,1963.0,1,1,1,247.0,3,3,1,2,3,3,1,609.0,5,0.0,785.0,1394.0,0,2,1,4,1394.0,0.0,0.0,1394.0,1.0,0.0,1.0,1.0,3.0,1.0,3,6.0,6,2.0,1,1963.0,1,2.0,514.0,4,4,2,0.0,76.0,0.0,0.0,185.0,0.0,0.0,2009,8,4,159000.0
80.0,3,9150.0,1,0,3,0,0,0,6.0,5.0,1962.0,1962.0,1,5,1,305.0,3,3,1,2,3,1,2,371.0,5,0.0,728.0,1099.0,0,2,1,4,1431.0,0.0,0.0,1431.0,0.0,1.0,1.0,0.0,3.0,1.0,3,6.0,6,1.0,2,1962.0,1,1.0,296.0,4,4,2,64.0,110.0,0.0,0.0,0.0,0.0,0.0,2008,8,4,165000.0
20.0,3,7800.0,1,3,3,4,0,0,5.0,6.0,1954.0,1954.0,1,1,1,200.0,3,3,2,3,3,3,3,540.0,5,0.0,728.0,1268.0,0,2,1,4,1268.0,0.0,0.0,1268.0,0.0,0.0,1.0,0.0,2.0,1.0,3,7.0,6,1.0,1,1954.0,0,1.0,244.0,4,4,2,0.0,98.0,0.0,0.0,0.0,0.0,0.0,2010,8,4,132000.0
20.0,3,9830.0,1,0,3,0,0,0,5.0,7.0,1959.0,2006.0,1,1,2,0.0,3,2,1,3,3,3,0,72.0,4,258.0,733.0,1063.0,0,0,1,4,1287.0,0.0,0.0,1287.0,1.0,0.0,1.0,0.0,3.0,1.0,2,7.0,6,1.0,5,1997.0,0,2.0,576.0,4,4,2,364.0,17.0,0.0,0.0,182.0,0.0,0.0,2010,8,4,162000.0
60.0,3,8121.0,1,0,3,4,0,0,6.0,5.0,2000.0,2000.0,1,1,2,0.0,3,3,2,2,3,3,5,0.0,5,0.0,953.0,953.0,0,0,1,4,953.0,711.0,0.0,1664.0,0.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,1.0,1,2000.0,1,2.0,460.0,4,4,2,100.0,40.0,0.0,0.0,0.0,0.0,0.0,2006,8,4,172400.0
120.0,3,7175.0,1,3,3,4,0,4,6.0,5.0,1984.0,1984.0,1,1,2,0.0,3,3,1,2,3,3,0,623.0,3,121.0,0.0,744.0,0,4,1,4,752.0,0.0,0.0,752.0,1.0,0.0,1.0,0.0,2.0,1.0,3,4.0,6,0.0,1,1984.0,2,1.0,264.0,4,4,2,353.0,0.0,0.0,0.0,90.0,0.0,0.0,2010,8,4,125000.0
20.0,3,10634.0,1,3,3,4,0,0,5.0,6.0,1953.0,1953.0,1,1,2,0.0,3,3,2,3,3,3,1,428.0,3,180.0,0.0,608.0,0,4,1,4,1319.0,0.0,0.0,1319.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,3,0.0,1,1953.0,2,1.0,270.0,4,4,2,66.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,8,4,123000.0
60.0,3,8200.0,1,3,3,4,0,0,7.0,5.0,2003.0,2004.0,1,1,2,0.0,2,3,2,2,3,3,5,0.0,5,0.0,847.0,847.0,0,0,1,4,847.0,1081.0,0.0,1928.0,0.0,0.0,2.0,1.0,4.0,1.0,2,8.0,6,1.0,3,2003.0,0,2.0,434.0,4,4,2,100.0,48.0,0.0,0.0,0.0,0.0,0.0,2007,8,4,219500.0
85.0,3,8846.0,1,0,3,1,0,0,5.0,5.0,1996.0,1996.0,1,1,2,0.0,2,3,2,2,3,0,2,298.0,5,0.0,572.0,870.0,0,0,1,4,914.0,0.0,0.0,914.0,0.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,0.0,5,1998.0,2,2.0,576.0,4,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,8,4,148000.0
60.0,1,11143.0,1,0,3,0,0,0,8.0,5.0,2004.0,2005.0,1,1,2,0.0,2,3,2,2,3,3,5,0.0,5,0.0,1580.0,1580.0,0,0,1,4,1580.0,886.0,0.0,2466.0,0.0,0.0,3.0,0.0,4.0,1.0,2,8.0,6,1.0,1,2004.0,1,2.0,610.0,4,4,2,159.0,214.0,0.0,0.0,0.0,0.0,0.0,2007,8,4,340000.0
20.0,3,11394.0,1,3,3,0,0,0,9.0,2.0,2010.0,2010.0,3,1,3,350.0,2,3,2,0,3,0,2,1445.0,5,0.0,411.0,1856.0,0,0,1,4,1856.0,0.0,0.0,1856.0,1.0,0.0,1.0,1.0,1.0,1.0,0,8.0,6,1.0,1,2010.0,0,3.0,834.0,4,4,2,113.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,6,5,394432.0
60.0,3,8123.0,1,0,3,4,0,0,6.0,5.0,2000.0,2000.0,1,1,1,16.0,3,3,2,2,3,3,5,0.0,5,0.0,982.0,982.0,0,0,1,4,1007.0,793.0,0.0,1800.0,0.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,1.0,1,2000.0,0,2.0,463.0,4,4,2,100.0,63.0,0.0,0.0,0.0,0.0,0.0,2009,8,4,179000.0
50.0,3,5000.0,1,3,3,4,0,0,5.0,6.0,1924.0,1950.0,1,1,2,0.0,3,3,0,3,3,3,3,218.0,5,0.0,808.0,1026.0,0,4,1,4,1026.0,665.0,0.0,1691.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,1.0,5,1924.0,2,1.0,308.0,4,4,2,0.0,0.0,242.0,0.0,0.0,0.0,0.0,2010,8,4,127000.0
20.0,1,7200.0,1,3,3,4,0,0,7.0,5.0,2006.0,2006.0,1,1,2,0.0,2,3,2,2,1,3,5,0.0,5,0.0,1293.0,1293.0,0,0,1,4,1301.0,0.0,0.0,1301.0,1.0,0.0,2.0,0.0,2.0,1.0,2,5.0,6,1.0,1,2006.0,1,2.0,572.0,4,4,2,216.0,121.0,0.0,0.0,0.0,0.0,0.0,2006,6,5,187750.0
60.0,3,9245.0,1,0,3,4,0,0,7.0,5.0,2006.0,2006.0,1,1,2,0.0,2,3,2,2,3,0,5,0.0,5,0.0,939.0,939.0,0,0,1,4,939.0,858.0,0.0,1797.0,0.0,0.0,2.0,1.0,3.0,1.0,2,8.0,6,0.0,1,2006.0,1,2.0,639.0,4,4,2,144.0,53.0,0.0,0.0,0.0,0.0,0.0,2007,8,4,213500.0
45.0,2,9000.0,1,3,3,0,0,0,6.0,3.0,1928.0,1950.0,1,1,2,0.0,3,3,0,1,0,3,5,0.0,5,0.0,784.0,784.0,0,4,0,0,784.0,0.0,0.0,784.0,0.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,0.0,5,1950.0,2,2.0,360.0,1,1,0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,2009,8,4,76000.0
60.0,3,53107.0,1,1,2,0,1,0,6.0,5.0,1992.0,1992.0,1,1,2,0.0,2,3,2,2,3,0,2,985.0,5,0.0,595.0,1580.0,0,0,1,4,1079.0,874.0,0.0,1953.0,1.0,0.0,2.0,1.0,3.0,1.0,2,9.0,6,2.0,1,1992.0,0,2.0,501.0,4,4,2,216.0,231.0,0.0,0.0,0.0,0.0,0.0,2007,8,4,240000.0
120.0,3,3182.0,1,3,3,4,0,4,8.0,5.0,2004.0,2005.0,1,1,1,16.0,2,3,2,2,3,3,2,24.0,5,0.0,1232.0,1256.0,0,0,1,4,1269.0,0.0,0.0,1269.0,0.0,0.0,2.0,0.0,2.0,1.0,2,6.0,6,1.0,1,2004.0,0,2.0,430.0,4,4,2,146.0,20.0,0.0,0.0,144.0,0.0,0.0,2010,8,4,192000.0
80.0,3,7200.0,1,3,3,4,0,0,6.0,6.0,1976.0,1976.0,3,1,1,255.0,3,3,1,3,3,0,0,631.0,5,0.0,410.0,1041.0,0,0,1,4,1125.0,0.0,0.0,1125.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,1.0,5,1977.0,2,1.0,352.0,4,4,2,296.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,8,0,125000.0
20.0,3,9382.0,1,0,3,1,0,0,7.0,5.0,1999.0,2000.0,1,1,1,125.0,2,3,2,2,3,3,5,0.0,5,0.0,1468.0,1468.0,0,0,1,4,1479.0,0.0,0.0,1479.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,0.0,1,1999.0,1,2.0,577.0,4,4,2,120.0,25.0,0.0,0.0,0.0,0.0,0.0,2008,8,4,191000.0
60.0,3,12474.0,1,3,3,4,0,0,10.0,5.0,2007.0,2008.0,1,1,3,272.0,0,3,2,0,3,0,2,1280.0,5,0.0,402.0,1682.0,0,0,1,4,1742.0,590.0,0.0,2332.0,1.0,0.0,2.0,1.0,3.0,1.0,0,9.0,6,1.0,3,2008.0,0,3.0,846.0,4,4,2,196.0,134.0,0.0,0.0,0.0,0.0,0.0,2008,6,5,426000.0
50.0,3,8405.0,1,3,3,4,0,0,5.0,8.0,1900.0,1950.0,1,1,2,0.0,3,3,0,3,1,3,4,241.0,1,391.0,229.0,861.0,0,0,1,4,961.0,406.0,0.0,1367.0,1.0,0.0,1.0,0.0,4.0,1.0,3,7.0,6,0.0,5,1978.0,2,1.0,384.0,4,4,2,0.0,130.0,112.0,0.0,0.0,0.0,0.0,2008,8,4,119000.0
60.0,3,12209.0,1,0,3,1,0,0,6.0,5.0,2001.0,2002.0,1,1,2,0.0,3,3,2,0,3,3,0,690.0,5,0.0,114.0,804.0,0,0,1,4,804.0,1157.0,0.0,1961.0,1.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,1.0,3,2001.0,0,2.0,560.0,4,4,2,125.0,192.0,0.0,0.0,0.0,0.0,0.0,2009,8,4,215000.0
50.0,3,10134.0,1,3,3,4,0,0,5.0,6.0,1940.0,1950.0,1,1,2,0.0,3,3,1,3,3,3,5,0.0,5,0.0,735.0,735.0,0,2,1,0,735.0,299.0,0.0,1034.0,0.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,0.0,5,1940.0,2,1.0,240.0,4,4,2,0.0,39.0,0.0,0.0,0.0,0.0,0.0,2007,8,4,109000.0
20.0,3,9571.0,1,3,3,4,0,0,5.0,6.0,1956.0,1956.0,1,1,2,0.0,3,3,1,3,3,0,1,739.0,5,0.0,405.0,1144.0,0,4,1,4,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,1,1956.0,2,1.0,596.0,4,4,2,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8,4,129000.0
20.0,3,7200.0,1,3,2,4,0,0,5.0,5.0,1972.0,1972.0,3,1,2,0.0,3,3,1,3,3,0,4,777.0,5,0.0,117.0,894.0,0,4,1,4,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,2.0,1.0,3,6.0,6,0.0,5,1985.0,1,2.0,600.0,4,4,2,215.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,8,4,123000.0
60.0,3,7590.0,1,3,3,4,0,0,5.0,5.0,1962.0,1962.0,1,1,1,288.0,3,3,1,3,3,3,0,540.0,5,0.0,324.0,864.0,0,4,1,4,876.0,936.0,0.0,1812.0,0.0,0.0,2.0,0.0,4.0,1.0,3,8.0,6,1.0,1,1962.0,1,1.0,264.0,4,4,2,0.0,168.0,0.0,0.0,0.0,0.0,0.0,2007,8,4,169500.0
30.0,4,8967.0,1,3,3,0,0,0,5.0,2.0,1920.0,1950.0,1,1,2,0.0,3,1,0,1,2,3,5,0.0,5,0.0,961.0,961.0,0,2,1,3,1077.0,0.0,0.0,1077.0,0.0,0.0,1.0,0.0,2.0,1.0,3,6.0,1,0.0,5,1920.0,2,1.0,338.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,8,0,67000.0
60.0,1,8125.0,1,3,3,4,0,0,7.0,5.0,2006.0,2007.0,1,1,3,100.0,2,3,2,2,3,3,2,812.0,5,0.0,280.0,1092.0,0,0,1,4,1112.0,438.0,0.0,1550.0,1.0,0.0,2.0,0.0,2.0,1.0,2,7.0,6,0.0,1,2007.0,0,2.0,438.0,4,4,2,0.0,168.0,0.0,0.0,0.0,0.0,0.0,2009,8,4,241000.0
120.0,3,14963.0,1,1,3,4,0,4,8.0,5.0,1996.0,1996.0,1,1,2,0.0,2,3,2,2,3,3,2,786.0,5,0.0,474.0,1260.0,0,0,1,4,1288.0,0.0,0.0,1288.0,1.0,0.0,1.0,1.0,1.0,1.0,0,4.0,6,2.0,1,1996.0,0,2.0,500.0,4,4,2,120.0,30.0,0.0,0.0,224.0,0.0,0.0,2008,8,4,245500.0
20.0,3,8767.0,1,0,3,4,0,0,7.0,5.0,2005.0,2005.0,1,1,2,0.0,2,3,2,2,3,0,2,24.0,5,0.0,1286.0,1310.0,0,0,1,4,1310.0,0.0,0.0,1310.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,1.0,1,2005.0,0,2.0,400.0,4,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,6,5,164990.0
30.0,3,10200.0,1,3,3,4,0,0,5.0,8.0,1940.0,1997.0,1,1,2,0.0,3,3,2,3,3,3,5,0.0,5,0.0,672.0,672.0,0,0,1,4,672.0,0.0,0.0,672.0,0.0,0.0,1.0,0.0,2.0,1.0,3,4.0,6,0.0,5,1940.0,2,1.0,240.0,4,4,0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,8,4,108000.0
60.0,3,12090.0,1,3,3,0,0,0,8.0,5.0,1998.0,1998.0,3,1,1,650.0,2,3,2,2,3,3,5,0.0,5,0.0,1141.0,1141.0,0,2,1,4,1165.0,1098.0,0.0,2263.0,0.0,0.0,2.0,1.0,4.0,1.0,2,10.0,6,1.0,3,1998.0,0,2.0,420.0,4,4,2,144.0,123.0,0.0,0.0,0.0,0.0,0.0,2006,8,0,258000.0
60.0,3,10364.0,1,0,3,4,0,0,6.0,5.0,1995.0,1996.0,1,1,2,0.0,3,3,2,2,3,3,5,0.0,5,0.0,806.0,806.0,0,2,1,4,806.0,766.0,0.0,1572.0,0.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,1.0,3,1995.0,0,2.0,373.0,4,4,2,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2007,8,4,168000.0
20.0,3,9991.0,1,0,3,0,0,0,4.0,4.0,1976.0,1993.0,1,1,2,0.0,3,3,1,3,3,3,1,1116.0,5,0.0,165.0,1281.0,0,0,1,4,1620.0,0.0,0.0,1620.0,1.0,0.0,2.0,0.0,3.0,1.0,3,8.0,2,1.0,1,1993.0,2,2.0,490.0,4,4,2,120.0,78.0,0.0,0.0,0.0,0.0,0.0,2009,8,4,150000.0
50.0,3,10480.0,1,3,3,4,0,0,6.0,5.0,1936.0,1950.0,1,1,2,0.0,3,3,0,3,3,3,5,0.0,5,0.0,1064.0,1064.0,0,0,1,0,1166.0,0.0,473.0,1639.0,0.0,0.0,1.0,0.0,3.0,1.0,3,6.0,1,0.0,5,1936.0,2,1.0,240.0,4,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,8,4,115000.0
70.0,3,15576.0,1,3,3,4,0,0,6.0,7.0,1915.0,1976.0,1,1,2,0.0,3,3,0,2,3,3,5,0.0,5,0.0,840.0,840.0,0,0,1,4,840.0,840.0,0.0,1680.0,0.0,0.0,2.0,0.0,4.0,1.0,3,8.0,6,0.0,1,1960.0,2,1.0,308.0,4,4,2,0.0,0.0,160.0,0.0,0.0,0.0,0.0,2008,8,4,177000.0
60.0,3,14154.0,1,3,3,0,0,0,7.0,5.0,2006.0,2006.0,1,1,1,350.0,2,3,2,0,1,3,5,0.0,5,0.0,1063.0,1063.0,0,0,1,4,1071.0,1101.0,0.0,2172.0,0.0,0.0,2.0,1.0,3.0,1.0,2,9.0,6,1.0,1,2006.0,1,3.0,947.0,4,4,2,192.0,62.0,0.0,0.0,0.0,0.0,0.0,2007,6,5,280000.0
60.0,1,10800.0,1,3,3,4,0,0,8.0,5.0,2007.0,2008.0,1,1,3,100.0,2,3,2,0,3,3,2,789.0,5,0.0,245.0,1034.0,0,0,1,4,1050.0,1028.0,0.0,2078.0,1.0,0.0,2.0,1.0,3.0,1.0,0,8.0,6,1.0,1,2008.0,0,3.0,836.0,4,4,2,0.0,102.0,0.0,0.0,0.0,0.0,0.0,2008,6,5,339750.0
20.0,3,9571.0,1,3,3,4,0,0,5.0,3.0,1958.0,1958.0,1,1,2,0.0,3,1,1,3,0,3,5,0.0,5,0.0,1276.0,1276.0,0,4,1,0,1276.0,0.0,0.0,1276.0,0.0,0.0,1.0,0.0,3.0,1.0,3,5.0,4,0.0,1,1958.0,2,1.0,350.0,4,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0,0,60000.0
190.0,3,34650.0,1,3,0,4,0,1,5.0,5.0,1955.0,1955.0,3,1,2,0.0,3,3,1,3,3,2,4,1056.0,5,0.0,0.0,1056.0,0,4,0,4,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,0.0,1,1955.0,0,2.0,572.0,4,4,2,264.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,8,4,145000.0
20.0,1,4403.0,1,1,3,4,0,0,7.0,5.0,2009.0,2009.0,1,1,3,432.0,0,3,2,0,3,0,2,578.0,5,0.0,892.0,1470.0,0,0,1,4,1478.0,0.0,0.0,1478.0,1.0,0.0,2.0,1.0,2.0,1.0,2,7.0,6,1.0,1,2009.0,0,2.0,484.0,4,4,2,0.0,144.0,0.0,0.0,0.0,0.0,0.0,2010,6,5,222000.0
30.0,4,8960.0,1,3,3,4,0,0,5.0,6.0,1927.0,1950.0,1,1,2,0.0,3,3,1,3,3,3,5,0.0,5,0.0,1008.0,1008.0,0,2,1,0,1028.0,0.0,0.0,1028.0,0.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,1.0,5,1927.0,2,2.0,360.0,4,4,2,0.0,0.0,130.0,0.0,0.0,0.0,0.0,2010,8,4,115000.0
60.0,3,11228.0,1,1,3,1,0,0,7.0,5.0,1993.0,1993.0,1,1,2,0.0,2,3,2,2,3,3,1,50.0,2,531.0,499.0,1080.0,0,0,1,4,1080.0,1017.0,0.0,2097.0,0.0,1.0,2.0,1.0,3.0,1.0,2,9.0,6,1.0,1,1993.0,2,3.0,678.0,4,4,2,196.0,187.0,0.0,0.0,0.0,0.0,0.0,2008,8,4,228000.0
20.0,3,8899.0,1,0,3,4,0,0,7.0,5.0,2007.0,2007.0,1,1,2,0.0,2,3,2,2,3,0,2,24.0,5,0.0,1316.0,1340.0,0,0,1,4,1340.0,0.0,0.0,1340.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,0.0,1,2007.0,0,2.0,396.0,4,4,2,100.0,30.0,0.0,0.0,0.0,0.0,0.0,2007,6,5,181134.0
60.0,3,7844.0,1,3,3,4,0,0,6.0,7.0,1978.0,1978.0,3,1,1,203.0,3,3,1,3,3,3,0,209.0,5,0.0,463.0,672.0,0,4,1,4,672.0,728.0,0.0,1400.0,0.0,0.0,1.0,1.0,3.0,1.0,3,6.0,6,1.0,1,1978.0,0,2.0,440.0,4,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,8,4,149500.0
70.0,3,22420.0,1,0,3,4,0,0,6.0,6.0,1918.0,1950.0,3,1,2,0.0,3,3,0,2,3,3,1,1128.0,5,0.0,242.0,1370.0,1,4,0,0,1370.0,1254.0,0.0,2624.0,1.0,0.0,2.0,1.0,4.0,1.0,3,10.0,6,1.0,5,1918.0,2,3.0,864.0,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,8,4,239000.0
