@relation dataset

@attribute games real
@attribute starts real
@attribute min real
@attribute fgm real
@attribute fgp real
@attribute 3pm real
@attribute 3pp real
@attribute ftm real
@attribute ftp real
@attribute off real
@attribute def real
@attribute ast real
@attribute stl real
@attribute to real
@attribute blk real
@attribute pf real
@attribute dq real
@attribute tf real


@data
2.0,0.0,?,0.0,?,?,0.0,0.0,?,0.0,?,?,0.0,0.0,0.0,?,0.0,?
36.0,6.0,14.08,?,0.36,1.03,?,0.64,?,0.11,1.14,?,?,0.31,0.11,1.25,?,?
?,?,?,1.5,?,0.0,0.0,0.98,?,0.98,1.79,?,?,0.77,?,2.4,0.06,0.04
?,?,16.27,?,?,0.0,?,?,0.38,?,3.27,?,?,1.07,0.89,?,0.01,0.01
76.0,?,?,?,0.49,?,?,3.03,0.75,2.42,6.84,?,?,?,?,2.8,0.01,?
?,12.0,?,2.21,0.42,?,0.37,?,0.6,?,?,0.68,?,0.6,0.11,1.4,0.0,0.0
7.0,1.0,?,?,?,0.29,?,?,?,0.57,2.0,2.14,0.43,1.43,0.14,?,0.14,?
80.0,80.0,36.04,?,0.42,?,0.43,1.0,?,0.6,?,?,?,2.44,?,?,0.0,0.03
58.0,35.0,?,?,0.51,?,?,3.0,0.74,?,3.24,?,?,1.36,1.22,?,?,?
?,?,18.27,2.65,?,?,0.54,?,0.8,0.19,1.94,1.71,?,?,0.23,1.46,0.0,?
36.0,0.0,4.83,?,0.47,0.0,0.0,?,?,?,0.81,0.17,0.06,0.42,?,?,0.0,?
76.0,76.0,22.91,3.7,?,0.01,?,1.0,?,1.76,3.28,0.68,0.42,0.76,0.59,2.33,?,0.0
1.0,0.0,22.0,3.0,0.5,?,0.5,?,?,?,3.0,2.0,0.0,1.0,?,0.0,?,?
80.0,30.0,?,6.24,?,?,0.33,4.3,0.81,2.35,?,?,?,?,0.79,?,0.03,?
?,0.0,6.11,0.89,0.37,0.5,?,0.17,?,?,0.78,0.0,?,0.33,?,0.78,?,0.0
26.0,1.0,8.96,1.35,?,?,?,1.46,0.78,?,?,?,0.42,?,0.04,?,0.0,?
65.0,?,?,3.09,?,?,?,1.63,0.76,0.65,1.26,?,?,1.26,0.03,1.37,0.0,0.0
71.0,66.0,33.42,4.76,0.44,1.07,?,1.87,?,0.85,?,?,?,?,?,1.83,0.0,0.01
81.0,?,?,8.47,0.55,0.0,0.0,?,0.81,2.81,8.89,3.64,1.06,2.33,0.48,?,0.0,?
?,72.0,32.85,4.86,?,2.33,?,?,0.81,0.86,?,1.49,?,?,0.39,?,0.01,0.04
36.0,?,22.08,2.89,0.52,?,?,?,0.88,0.44,1.72,?,0.47,1.61,?,1.69,?,?
?,?,?,6.87,0.5,?,?,?,0.82,?,5.34,2.28,?,?,?,3.06,0.02,?
?,31.0,19.29,?,?,?,0.0,?,?,2.04,2.84,0.14,0.2,0.8,?,2.29,?,?
?,22.0,28.65,?,0.45,0.58,0.33,?,?,?,?,2.27,?,1.95,?,?,0.0,?
68.0,0.0,24.29,?,0.4,0.54,0.27,3.16,0.83,?,?,?,0.88,1.71,0.13,2.54,0.0,0.03
70.0,?,29.7,6.53,0.52,?,?,?,?,1.3,?,2.46,0.76,2.39,0.06,3.3,?,?
?,0.0,?,0.78,?,0.0,0.0,0.58,?,1.14,2.22,0.03,?,?,?,?,0.0,?
?,0.0,6.38,1.35,0.64,?,?,1.19,?,?,1.5,?,?,0.58,?,1.23,0.04,0.0
75.0,75.0,31.8,5.27,0.51,?,?,?,0.76,2.11,4.25,?,?,1.32,?,?,0.01,?
?,0.0,5.21,?,?,?,0.0,0.14,?,1.0,0.64,?,0.0,?,0.21,1.21,0.0,0.0
18.0,?,21.72,?,?,0.94,0.35,1.33,?,1.39,?,?,0.61,?,0.06,?,?,?
58.0,?,?,?,0.46,0.14,0.28,1.6,0.56,2.45,?,1.88,?,1.57,?,3.21,?,0.12
?,?,35.46,6.28,?,1.52,?,6.48,0.88,?,2.93,?,1.0,?,0.13,?,0.0,0.0
5.0,4.0,?,1.0,0.42,0.0,0.0,0.6,?,0.8,?,0.4,0.2,?,?,?,?,?
79.0,5.0,19.16,2.44,?,1.11,?,?,0.79,0.14,?,?,0.38,0.75,?,1.25,?,?
82.0,49.0,24.66,?,?,?,0.38,1.95,?,?,?,1.51,?,1.13,0.18,1.85,?,0.0
76.0,?,?,2.79,?,?,?,1.17,0.57,?,?,?,0.47,0.89,0.5,2.3,0.0,?
?,4.0,8.92,1.38,0.46,0.0,?,0.57,0.66,?,?,?,0.32,?,0.19,1.24,?,?
?,2.0,15.65,1.9,0.42,0.27,0.31,0.64,?,?,?,3.28,0.48,1.05,0.12,?,?,0.0
?,82.0,37.99,6.61,?,1.66,0.38,2.59,0.81,?,?,?,?,2.15,0.21,2.13,0.02,0.09
73.0,62.0,25.56,2.42,?,0.08,0.35,1.27,0.7,2.34,3.14,1.11,0.82,0.96,0.53,?,?,?
?,2.0,?,0.98,0.47,0.0,0.0,0.18,?,?,1.12,0.16,?,0.31,?,1.1,0.0,?
77.0,?,20.97,2.66,0.48,0.0,0.0,?,0.63,1.94,?,1.08,?,1.03,?,1.91,0.0,0.01
?,?,16.37,2.64,0.51,0.0,0.0,1.25,?,1.49,?,0.24,0.27,0.86,?,?,0.03,0.02
?,24.0,22.43,3.03,0.39,?,0.25,?,?,0.73,2.4,3.3,0.5,?,0.47,1.33,0.0,?
?,2.0,6.14,0.37,0.37,0.0,0.0,0.0,0.0,0.45,?,0.22,0.1,?,0.08,0.69,?,0.0
42.0,?,?,?,0.52,?,0.35,?,0.5,?,2.07,1.05,?,?,?,1.76,0.05,0.02
60.0,0.0,12.02,1.73,0.39,?,0.32,?,?,?,?,0.65,0.3,?,0.08,0.87,0.0,0.0
20.0,?,?,0.65,?,0.0,0.0,?,0.54,?,0.95,0.15,?,0.5,0.45,1.0,?,0.0
63.0,26.0,?,3.83,?,?,?,1.05,?,?,2.0,?,0.94,1.29,?,?,?,0.0
32.0,18.0,?,?,0.49,?,?,?,?,1.47,3.25,?,0.69,?,?,2.56,0.03,?
?,66.0,?,4.93,?,?,?,?,0.82,?,2.26,5.43,1.13,2.11,0.11,?,?,?
?,?,23.83,?,0.43,0.45,?,2.22,?,?,3.84,1.88,?,1.3,0.35,?,0.01,?
54.0,50.0,?,?,?,1.52,0.48,1.3,?,?,5.2,3.94,0.74,2.15,?,2.43,0.02,?
?,?,3.9,1.0,?,0.2,?,?,?,?,?,?,0.0,?,?,?,0.0,?
82.0,10.0,27.74,4.7,0.54,?,0.11,?,?,?,4.55,?,0.78,1.41,?,?,0.09,0.02
58.0,29.0,?,?,?,0.0,0.0,1.4,?,1.97,?,0.48,?,0.91,0.74,?,0.0,0.0
?,?,?,?,?,?,0.32,?,?,0.43,2.69,?,0.56,0.38,0.49,1.13,?,?
23.0,?,?,2.35,?,0.0,0.0,0.3,?,1.13,?,1.57,?,?,?,?,?,?
28.0,0.0,4.54,?,?,0.0,0.0,0.57,?,0.36,1.0,0.07,0.18,0.43,0.11,1.21,0.07,0.0
?,0.0,7.81,1.03,0.38,0.16,0.24,?,?,?,0.71,0.58,0.1,0.32,0.06,0.55,?,0.0
69.0,?,29.26,4.77,0.47,2.03,?,?,0.89,0.88,?,1.51,0.94,?,?,?,0.0,?
13.0,?,4.31,0.54,0.37,0.0,0.0,0.0,0.0,?,?,?,0.15,0.31,?,?,0.0,0.0
?,69.0,32.57,?,?,?,0.38,2.14,0.8,1.79,?,2.08,1.0,?,?,?,0.01,?
75.0,2.0,22.31,3.57,?,?,?,1.87,?,?,2.07,1.81,?,?,?,1.68,0.0,?
46.0,?,?,?,?,0.41,?,0.3,0.58,0.74,1.76,?,0.57,0.54,?,2.04,0.0,0.07
81.0,?,?,6.16,0.51,?,0.43,2.6,?,?,?,?,0.52,?,0.15,?,0.0,?
65.0,64.0,28.57,?,0.45,?,?,?,0.84,0.4,2.58,5.43,0.74,?,0.03,?,?,?
?,8.0,?,1.93,?,?,?,0.02,0.2,0.88,1.24,?,?,0.38,?,?,0.0,0.02
64.0,?,30.03,?,0.5,0.0,0.0,2.55,0.74,?,?,2.06,0.5,1.83,1.58,?,?,0.13
75.0,?,?,3.12,?,1.28,0.39,0.95,?,0.43,2.53,?,0.43,0.89,0.35,2.13,0.01,0.07
?,0.0,6.94,0.78,?,?,0.31,0.13,0.78,0.02,0.59,0.11,0.13,0.04,0.04,0.39,?,0.02
?,?,37.54,8.89,0.48,0.63,?,?,?,0.99,6.67,?,0.86,1.84,0.98,?,?,0.11
11.0,?,4.45,0.73,0.53,?,0.0,?,?,?,?,?,?,?,0.36,?,?,0.0
70.0,70.0,28.43,5.63,0.53,0.0,0.0,2.31,?,1.77,?,1.31,0.36,?,?,3.03,0.03,0.13
?,53.0,?,?,?,0.0,0.0,2.11,0.5,1.75,4.91,?,0.3,1.98,1.17,?,?,?
?,?,?,0.61,?,?,?,0.23,0.76,0.6,1.25,?,0.18,?,?,?,?,0.0
21.0,?,23.86,4.38,0.61,0.0,?,?,?,3.05,5.43,0.9,?,1.86,2.29,?,0.05,0.0
82.0,?,31.52,?,?,0.71,0.32,1.71,0.69,2.24,7.54,?,?,1.84,0.72,2.77,?,0.1
?,82.0,?,4.24,?,0.0,0.0,?,?,?,5.99,0.67,0.66,?,?,?,0.01,0.0
?,73.0,29.47,4.86,0.46,?,0.38,2.68,0.82,1.81,5.25,1.63,0.52,?,1.11,3.05,?,0.07
?,0.0,?,0.72,?,0.0,0.0,0.32,1.0,0.12,0.88,0.8,0.36,0.24,?,?,0.0,0.0
34.0,?,?,3.24,?,?,0.38,?,?,0.97,2.59,?,0.53,0.94,?,1.26,?,0.03
78.0,1.0,13.99,1.54,?,0.0,0.0,1.19,?,?,2.26,0.54,0.47,?,?,?,0.03,0.01
63.0,5.0,?,2.1,0.35,0.6,0.28,0.67,?,?,?,1.41,0.46,?,0.03,1.08,0.0,?
?,?,28.21,2.54,?,1.33,0.41,0.93,0.79,0.37,?,1.94,?,?,?,1.86,0.0,0.01
56.0,?,30.88,6.23,0.49,?,?,?,0.76,0.13,?,5.66,?,?,0.14,?,0.0,?
?,?,?,6.98,?,?,0.41,3.58,0.85,0.44,3.8,10.67,2.13,2.49,0.18,?,0.04,?
71.0,?,12.32,?,?,?,0.3,?,0.38,0.17,1.48,0.82,0.32,0.75,?,1.18,0.01,0.0
44.0,5.0,?,1.75,0.41,0.32,?,0.66,?,?,2.09,0.25,0.2,0.73,0.32,1.25,?,0.0
?,4.0,10.41,?,?,0.0,0.0,?,?,?,1.87,0.03,0.18,?,?,?,0.0,?
78.0,78.0,27.6,?,0.6,0.0,?,?,0.58,1.99,?,1.03,?,2.13,1.69,2.81,0.01,0.21
46.0,?,21.22,?,0.39,?,0.36,?,?,0.37,2.37,0.91,?,0.59,?,1.76,0.0,0.0
36.0,16.0,12.03,?,0.53,?,?,0.39,0.67,0.89,?,?,?,?,0.36,?,0.0,0.0
?,?,33.93,5.76,?,?,0.41,5.2,?,0.55,3.82,?,?,2.34,0.44,?,0.01,?
?,24.0,22.47,3.11,0.43,?,?,?,0.63,0.52,2.35,?,0.71,0.92,0.41,1.84,?,0.01
77.0,2.0,?,1.64,0.37,1.05,?,?,?,0.42,3.86,?,0.55,0.66,0.25,2.65,?,?
20.0,2.0,?,?,?,0.0,?,1.85,?,?,2.1,0.0,0.3,?,?,1.8,0.0,0.0
?,?,9.27,1.13,?,?,0.44,?,0.65,?,1.14,0.56,?,?,0.1,1.13,0.0,0.0
?,?,15.41,?,?,1.07,0.34,1.07,0.8,0.21,?,?,0.63,?,0.05,0.95,?,?
60.0,4.0,13.5,?,?,?,0.29,0.68,0.69,?,?,?,0.67,0.93,0.22,?,0.0,0.03
?,49.0,33.98,?,?,0.55,0.37,1.43,0.71,1.45,3.61,3.29,?,?,0.45,?,0.0,?
?,9.0,22.73,1.5,0.52,0.0,0.0,?,0.65,2.4,5.53,0.27,?,1.3,1.43,?,0.07,0.03
?,0.0,9.0,?,0.36,?,0.31,0.24,1.0,0.04,0.6,?,0.36,0.4,?,0.6,?,0.0
?,20.0,21.71,?,0.38,0.73,?,?,0.74,1.24,3.1,1.1,?,1.07,?,2.37,?,0.02
?,?,?,4.15,?,0.03,0.2,3.3,?,2.21,4.3,1.27,?,?,?,2.79,0.0,?
?,0.0,8.83,?,0.33,0.0,0.0,?,1.0,1.17,?,?,0.17,0.5,0.17,?,0.0,0.0
?,?,37.68,8.05,0.49,0.19,?,?,0.78,?,?,1.83,0.99,2.15,?,2.79,0.04,?
?,28.0,?,1.43,?,0.0,0.0,0.78,0.76,?,2.0,0.51,0.24,0.84,?,1.78,0.02,?
18.0,12.0,?,?,0.35,?,?,?,?,0.61,?,2.17,1.06,?,?,?,?,?
82.0,9.0,22.07,2.96,?,?,0.41,?,0.86,0.21,1.68,1.93,?,0.77,0.05,1.44,0.0,0.05
18.0,?,?,0.83,?,?,?,?,0.64,1.06,?,?,0.44,0.78,?,?,?,?
?,?,31.49,?,0.47,1.99,?,?,0.74,1.03,?,?,?,1.16,?,2.14,0.0,0.03
?,?,?,?,0.43,?,0.4,?,0.73,0.84,?,1.22,?,?,0.24,2.22,0.0,?
?,?,21.45,4.0,?,0.84,?,1.55,0.91,?,1.45,?,?,1.3,?,?,0.0,0.0
?,?,19.98,3.84,0.44,?,?,0.89,0.75,0.5,1.46,?,?,?,?,?,?,0.04
?,?,15.92,2.53,?,?,0.35,1.03,0.73,0.36,0.98,?,0.76,?,?,1.27,?,0.0
?,?,36.59,?,0.51,0.21,?,?,0.62,1.23,?,9.8,?,3.04,?,?,?,0.05
78.0,?,?,8.62,?,?,?,?,0.77,?,?,6.01,0.73,?,0.35,1.23,?,0.0
?,7.0,10.83,?,0.36,0.08,0.19,?,0.57,?,?,0.23,0.25,0.21,0.12,1.33,?,?
?,65.0,?,?,0.47,1.12,0.33,?,?,1.12,3.26,?,?,1.98,?,2.09,?,0.03
82.0,64.0,30.35,?,0.42,1.51,0.41,0.68,0.63,0.5,?,?,?,1.13,?,1.94,?,0.0
7.0,0.0,8.14,?,?,?,0.33,?,?,?,?,0.57,?,0.43,0.43,?,0.0,?
?,56.0,34.85,5.4,0.44,1.46,?,?,0.83,?,2.9,2.75,1.22,?,?,2.05,0.01,0.02
52.0,3.0,?,?,0.34,0.31,0.33,0.08,?,0.17,?,0.52,0.17,?,?,?,0.02,?
82.0,?,?,?,?,0.01,0.2,2.54,?,?,6.46,2.06,0.77,?,0.32,?,?,0.01
?,82.0,28.61,2.37,?,0.5,?,?,0.67,0.93,?,?,1.18,1.1,?,1.88,?,?
82.0,1.0,?,3.09,0.46,0.01,0.07,?,0.72,?,?,?,0.67,1.67,?,?,0.0,?
23.0,2.0,17.13,1.83,?,?,0.32,?,0.9,0.48,?,?,0.61,?,0.13,?,0.0,0.04
57.0,3.0,?,1.7,0.38,0.12,0.19,0.93,0.85,?,2.95,?,0.49,0.86,?,1.98,0.02,0.04
16.0,?,7.75,0.63,?,?,?,?,?,0.56,1.13,?,?,?,?,?,?,?
?,?,16.4,?,0.57,?,0.2,?,0.63,1.29,2.53,?,0.44,?,?,2.59,0.0,0.0
?,0.0,27.72,5.71,0.41,2.11,0.34,1.89,0.71,0.37,?,2.44,?,?,0.28,2.32,0.01,?
?,2.0,11.79,?,0.43,?,?,0.52,?,0.96,?,?,?,0.63,0.5,1.96,?,?
64.0,?,9.25,1.2,0.4,?,0.14,?,?,?,1.42,0.33,0.09,0.34,0.3,1.48,0.0,0.06
?,81.0,35.47,?,0.5,0.0,0.0,3.22,0.62,?,5.95,4.23,?,2.44,?,2.96,?,0.12
?,?,18.76,3.21,0.49,0.01,?,0.8,?,0.79,?,0.95,?,1.08,0.19,?,0.01,?
?,1.0,16.4,?,0.48,?,0.0,1.74,0.74,1.37,?,0.58,0.47,0.82,0.55,2.45,0.03,?
42.0,?,20.33,3.07,?,?,?,1.31,?,?,?,1.67,?,1.57,?,1.33,?,0.05
64.0,?,13.84,0.72,?,0.3,?,0.39,0.71,0.17,1.25,0.88,?,0.47,?,1.16,0.0,?
62.0,55.0,31.37,?,?,2.13,?,?,?,0.63,3.03,1.48,0.77,?,0.08,1.34,0.0,0.02
?,82.0,?,8.59,0.56,0.01,0.17,?,0.77,?,?,1.0,?,2.6,?,?,0.02,0.16
73.0,67.0,34.23,?,0.4,0.25,0.23,4.1,0.83,0.92,?,4.77,1.38,2.23,0.16,2.81,0.03,0.03
44.0,0.0,9.32,?,?,0.34,0.36,0.61,?,?,?,0.36,0.2,?,0.16,1.18,?,0.0
31.0,?,?,?,0.38,0.16,?,?,0.72,0.68,?,0.52,0.32,0.61,?,?,0.0,0.0
?,?,?,?,0.4,?,?,?,?,0.07,0.87,1.72,0.48,0.7,?,1.15,?,?
?,?,?,1.93,?,?,0.23,?,0.78,0.12,0.93,2.93,0.56,1.16,0.12,1.65,0.0,?
?,4.0,?,?,?,0.48,0.35,?,?,0.22,0.93,?,0.48,?,0.22,?,0.04,?
?,12.0,32.95,5.92,0.44,1.77,0.36,3.01,?,?,1.57,?,1.22,1.42,0.22,1.84,0.0,0.06
?,?,12.97,1.13,0.59,0.0,?,0.79,0.58,1.25,?,?,0.22,?,1.31,?,0.01,?
?,1.0,13.87,1.35,0.46,?,?,0.57,?,0.78,2.0,0.04,0.17,?,0.7,1.7,0.0,?
26.0,2.0,12.08,0.65,?,0.0,0.0,?,0.58,1.35,?,0.58,0.38,0.65,?,?,0.0,0.0
70.0,?,15.03,1.43,?,0.0,?,0.17,?,?,?,?,0.37,?,0.66,2.27,?,0.01
18.0,1.0,15.72,?,?,?,?,1.17,?,?,1.56,0.78,0.56,?,?,?,0.06,?
?,?,?,3.59,?,0.0,?,2.22,0.69,1.5,4.7,1.04,1.17,1.72,?,2.39,0.04,0.07
75.0,58.0,31.4,4.93,0.47,0.01,0.1,2.64,?,2.99,5.51,1.65,?,1.85,0.99,3.72,?,0.03
75.0,?,27.71,?,0.47,0.15,0.35,2.04,0.73,?,2.37,1.2,?,1.37,?,2.75,?,0.01
73.0,17.0,?,5.45,?,?,?,1.97,?,0.99,?,?,?,?,0.15,1.74,?,0.01
38.0,?,?,?,0.37,?,0.18,0.58,?,0.29,?,2.84,?,1.66,?,1.76,?,?
46.0,29.0,?,?,0.43,1.09,?,?,?,1.83,5.13,1.89,0.7,1.0,?,?,?,0.0
?,0.0,?,1.13,0.44,?,0.14,?,0.76,0.4,0.27,?,0.0,0.33,0.0,0.4,0.0,0.0
42.0,?,20.74,?,?,0.0,0.0,0.88,0.47,1.29,?,2.14,0.55,1.17,1.29,2.33,?,?
?,?,30.68,3.73,?,1.46,0.37,?,0.77,0.57,4.07,4.11,0.74,1.69,?,2.97,0.04,0.04
69.0,2.0,?,1.32,0.38,0.38,?,0.61,?,0.74,?,?,0.49,?,0.09,1.2,0.0,?
79.0,?,?,?,?,0.95,?,1.49,0.84,?,?,4.71,1.16,1.72,0.13,2.1,?,?
13.0,?,7.38,1.08,0.47,0.23,0.25,?,0.82,?,?,0.92,0.08,?,0.0,0.46,?,0.0
76.0,?,28.46,?,?,?,?,1.53,?,2.49,5.13,1.14,?,?,?,2.93,0.03,0.08
78.0,16.0,23.68,?,0.44,1.27,0.35,1.36,0.82,?,?,?,0.62,?,0.71,2.86,?,?
67.0,1.0,8.61,0.99,?,0.37,0.31,?,?,0.37,0.81,0.61,?,0.25,0.06,?,0.0,?
?,77.0,36.27,9.34,0.48,0.95,?,?,0.76,?,3.45,?,?,3.27,1.06,?,?,?
35.0,13.0,?,3.43,?,?,0.43,1.11,?,?,?,?,0.66,0.8,0.09,2.37,0.03,0.06
?,?,28.58,?,?,0.0,?,0.94,0.41,?,5.1,?,1.25,?,1.22,?,0.0,?
76.0,76.0,?,?,0.48,0.68,?,5.55,?,1.97,?,2.12,1.54,?,1.11,2.55,0.01,0.08
79.0,13.0,22.58,?,0.41,?,0.28,1.22,?,0.53,?,?,1.01,?,?,2.81,0.03,0.22
?,0.0,9.34,1.03,0.36,0.24,0.41,0.07,0.5,0.41,0.9,?,0.34,0.41,0.03,?,?,0.0
?,6.0,20.46,?,0.48,?,0.14,2.66,?,1.67,?,0.68,?,1.05,?,?,?,?
?,15.0,?,3.8,0.47,?,0.31,?,?,0.43,2.17,2.77,1.58,1.06,0.12,?,?,0.02
79.0,52.0,?,?,0.43,?,?,1.52,0.71,0.68,2.37,?,?,?,?,2.29,0.0,0.01
?,?,?,1.0,0.36,0.58,0.37,0.42,0.83,0.08,?,?,0.5,0.33,0.5,1.08,0.0,0.0
?,49.0,?,?,?,1.51,0.37,1.54,?,0.57,2.7,?,0.55,?,0.49,1.87,0.01,0.0
?,?,19.81,3.42,0.52,0.03,?,?,?,0.61,2.17,?,0.57,0.94,0.36,?,?,?
81.0,?,36.4,7.64,?,?,0.26,3.65,0.87,2.02,5.44,2.95,0.94,?,0.74,2.88,?,0.04
60.0,?,25.02,?,0.44,?,0.32,1.92,?,0.48,?,3.27,0.92,1.5,0.47,?,0.0,?
?,?,3.9,0.31,0.57,0.0,0.0,?,0.6,0.21,?,?,0.21,?,0.0,0.62,0.0,?
82.0,82.0,34.33,5.91,0.42,?,0.22,?,0.78,?,3.15,7.95,1.33,3.27,0.41,?,0.02,?
?,0.0,8.33,2.08,?,0.0,0.0,0.75,?,?,1.08,0.33,0.42,0.25,0.25,1.0,0.0,0.0
34.0,10.0,?,?,0.53,0.0,?,0.76,0.5,?,?,0.38,0.35,1.12,0.35,1.88,?,?
?,31.0,19.81,2.06,0.43,0.23,?,1.29,0.8,?,2.21,?,0.84,?,0.31,?,0.0,0.03
?,?,?,1.5,?,?,0.67,0.5,?,0.25,0.75,1.0,?,?,?,1.25,0.0,?
?,76.0,36.89,6.5,0.47,?,0.37,?,?,0.66,3.33,?,?,3.32,0.21,2.74,0.03,0.07
82.0,18.0,20.78,2.3,0.44,1.02,?,0.38,0.76,0.09,1.44,?,0.65,1.06,0.04,0.79,?,0.05
54.0,6.0,13.83,1.5,0.39,0.56,0.32,0.59,0.71,0.3,?,?,?,?,0.09,?,0.0,?
?,38.0,29.83,?,0.47,?,0.34,3.0,0.82,0.39,2.53,4.19,1.25,1.67,0.23,?,0.02,0.0
?,1.0,14.06,?,0.38,0.39,0.3,?,0.67,0.21,1.29,2.6,?,1.19,0.02,?,0.0,?
?,81.0,30.46,3.73,0.45,0.49,0.3,2.17,0.82,1.31,3.83,?,0.8,?,0.57,1.98,0.0,?
?,68.0,34.17,5.48,?,?,0.43,2.57,0.89,?,?,?,1.01,?,?,?,?,0.07
24.0,10.0,?,5.83,?,1.38,0.36,2.17,?,0.75,3.83,2.75,0.92,?,?,2.04,0.0,0.04
?,?,11.35,1.05,0.43,0.0,0.0,0.5,?,1.05,1.25,0.05,0.4,1.0,0.95,2.05,0.05,0.0
54.0,?,?,1.17,?,?,?,?,?,0.87,?,?,?,?,0.39,1.57,?,0.02
?,?,?,?,0.4,0.4,?,?,0.72,?,3.87,?,0.55,1.59,0.13,1.62,0.0,?
67.0,?,?,2.42,?,?,0.34,?,0.69,0.57,?,1.06,0.45,0.87,0.16,?,0.0,0.07
72.0,1.0,?,?,0.46,0.85,0.39,?,?,?,?,?,?,0.74,?,1.31,?,?
?,14.0,?,?,0.5,0.03,0.33,?,?,?,1.26,0.6,?,0.65,0.26,?,0.0,?
74.0,?,?,3.15,?,0.93,0.41,1.41,0.8,0.27,1.11,0.65,?,0.76,0.11,1.99,0.0,0.0
?,1.0,?,2.8,?,?,?,1.7,0.78,0.96,1.55,0.65,?,1.18,0.25,1.33,0.0,0.01
67.0,45.0,?,5.7,?,0.72,0.35,?,?,1.94,?,?,?,?,?,?,?,?
