@relation dataset

@attribute realvaluedinputfeature_1 real
@attribute realvaluedinputfeature_2 real
@attribute realvaluedinputfeature_3 real
@attribute realvaluedinputfeature_4 real
@attribute realvaluedinputfeature_5 real
@attribute realvaluedinputfeature_6 real
@attribute realvaluedinputfeature_7 real
@attribute realvaluedinputfeature_8 real
@attribute realvaluedinputfeature_9 real
@attribute realvaluedinputfeature_10 real
@attribute realvaluedinputfeature_11 real
@attribute realvaluedinputfeature_12 real
@attribute realvaluedinputfeature_13 real
@attribute realvaluedinputfeature_14 real
@attribute realvaluedinputfeature_15 real
@attribute realvaluedinputfeature_16 real
@attribute realvaluedinputfeature_17 real
@attribute realvaluedinputfeature_18 real
@attribute realvaluedinputfeature_19 real
@attribute realvaluedinputfeature_20 real
@attribute realvaluedinputfeature_21 real
@attribute realvaluedinputfeature_22 real
@attribute realvaluedinputfeature_23 real
@attribute realvaluedinputfeature_24 real
@attribute realvaluedinputfeature_25 real
@attribute realvaluedinputfeature_26 real
@attribute realvaluedinputfeature_27 real
@attribute realvaluedinputfeature_28 real
@attribute realvaluedinputfeature_29 real
@attribute realvaluedinputfeature_30 real


@data
9.777,16.99,?,290.2,0.1037,0.08404,?,?,?,0.07065,0.403,?,2.747,22.87,?,0.02932,0.02722,0.01023,0.03281,0.004638,?,21.47,71.68,367.0,0.1467,0.1765,?,0.05334,0.2533,?
?,20.76,82.15,480.4,?,0.1209,?,0.06021,0.1735,0.0707,0.3424,?,2.711,20.48,0.01291,0.04042,?,0.02295,0.02144,?,13.33,25.47,?,527.4,?,0.225,0.2216,0.1105,?,?
14.26,?,97.83,?,0.07837,0.2233,?,0.07798,?,?,?,?,3.399,?,?,0.07446,0.1435,0.02292,0.02566,0.01298,?,23.73,?,709.0,0.08949,0.4193,?,0.1505,0.2398,0.1082
10.51,20.19,68.64,334.2,?,0.1303,?,0.03068,0.1922,?,?,1.86,2.041,19.91,0.01188,0.03747,0.04591,0.01544,0.02287,?,?,?,?,374.4,0.13,?,?,0.06136,0.2383,0.09026
8.726,?,55.84,?,0.115,?,?,?,0.1649,0.07633,0.1665,?,1.354,8.966,0.008261,?,?,0.0104,?,0.003806,9.628,19.62,64.48,?,0.1724,?,0.2456,0.105,?,0.1017
11.93,21.53,76.53,438.6,?,0.07849,0.03328,0.02008,0.1688,0.06194,?,?,2.0,24.79,?,0.02507,0.01835,0.007711,?,?,?,26.15,?,?,0.15,0.2399,?,0.07247,0.2438,0.08541
?,15.76,58.74,?,0.09462,0.1243,0.09263,?,0.1305,0.07163,0.3132,?,3.28,?,?,0.0676,0.09263,0.02308,0.02384,0.005601,9.414,?,63.34,270.0,?,0.1879,0.1544,0.03846,0.1652,0.07722
14.87,?,98.64,?,?,0.1649,0.169,0.08923,?,?,?,0.9489,?,41.18,0.006985,0.02563,0.03011,0.01271,0.01602,?,18.81,27.37,?,?,?,0.448,0.4704,0.2027,0.3585,?
15.78,22.91,105.7,?,?,0.1752,?,0.09479,0.2096,0.07331,0.552,?,3.598,58.63,?,?,0.0595,?,?,0.005984,?,?,130.3,1272.0,0.1855,0.4925,?,0.2034,0.3274,0.1252
17.95,20.01,114.2,982.0,?,?,0.07293,0.05596,0.2129,?,?,1.214,3.357,54.04,?,0.008422,0.02291,?,0.05014,0.001902,20.58,27.83,129.2,?,0.1072,0.1202,0.2249,0.1185,0.4882,0.06111
11.41,10.82,73.34,?,0.09373,0.06685,?,0.02623,?,0.06113,0.1408,0.4607,1.103,10.5,0.00604,0.01529,0.01514,0.00646,0.01344,?,12.82,15.97,83.74,510.5,0.1548,0.239,0.2102,0.08958,?,0.08523
?,17.12,121.4,1077.0,0.1054,0.11,?,?,0.1966,?,?,1.581,4.895,90.47,?,?,0.03342,?,?,0.00457,22.25,24.9,145.4,1549.0,?,0.2291,0.3272,0.1674,0.2894,0.08456
?,20.2,166.2,1761.0,0.1447,?,?,0.2012,0.2655,?,1.509,3.12,?,233.0,?,0.09806,0.1278,?,0.04547,?,?,23.99,180.9,2073.0,?,0.4244,0.5803,0.2248,?,0.08009
14.5,10.89,94.28,640.7,0.1101,?,0.08842,0.05778,0.1856,0.06402,?,0.857,1.928,24.19,?,0.01276,0.02882,?,0.0191,?,?,15.98,?,745.5,0.1313,0.1788,0.256,?,0.2889,?
13.37,?,86.1,553.5,?,0.07325,0.08092,?,?,?,0.1639,?,?,14.66,0.005919,0.0327,?,?,?,0.004076,?,22.75,?,?,?,?,0.3308,?,?,0.07628
13.85,17.21,88.44,588.7,0.08785,0.06136,0.0142,?,0.1614,?,?,0.8561,?,17.91,0.004599,?,0.009127,0.004814,0.01247,0.001708,?,23.58,100.3,725.9,0.1157,0.135,?,?,?,?
13.61,24.69,87.76,572.6,0.09258,0.07862,0.05285,0.03085,?,0.0613,0.231,1.005,1.752,19.83,0.004088,0.01174,?,0.00688,0.01323,0.001465,?,35.64,?,848.7,?,0.2884,0.3796,0.1329,0.347,?
19.0,18.91,?,1138.0,?,0.08028,?,?,0.1946,0.05044,0.6896,1.342,5.216,?,0.004428,0.02731,?,0.01361,?,0.002686,22.32,?,148.2,?,0.1021,0.2264,0.3207,?,0.2841,0.06541
15.1,16.39,99.58,?,?,0.1807,?,?,0.2001,0.06467,0.4309,1.068,2.796,39.84,?,0.04185,?,0.02258,0.02353,0.004984,16.11,18.33,?,762.6,0.1386,0.2883,0.196,0.1423,0.259,0.07779
19.79,25.12,?,?,0.1015,0.1589,0.2545,0.1149,0.2202,0.06113,?,?,2.765,63.33,0.005033,0.03179,0.04755,0.01043,0.01578,?,22.63,?,148.7,1589.0,0.1275,0.3861,?,0.1732,0.3305,?
12.19,13.29,79.08,?,?,?,0.02855,?,0.188,0.06471,0.2005,0.8163,1.973,15.24,0.006773,?,0.01018,0.008094,?,0.004143,13.34,17.81,91.38,545.2,0.1427,?,0.09915,0.08187,0.3469,0.09241
?,19.48,?,748.9,0.1092,?,0.1466,?,0.1931,0.05796,0.4743,0.7859,3.094,?,?,0.01484,?,?,0.01397,0.002461,19.26,26.0,124.9,1156.0,0.1546,?,0.3791,0.1514,0.2837,0.08019
16.16,21.54,?,?,0.1008,0.1284,0.1043,?,0.216,0.05891,0.4332,1.265,2.844,43.68,0.004877,0.01952,0.02219,0.009231,?,?,?,31.68,129.7,?,0.1395,?,0.2992,0.1312,?,0.07619
?,?,?,761.7,0.09462,0.09462,0.07135,0.05933,0.1816,0.05723,0.3117,?,?,?,0.005217,0.01515,0.01678,?,0.01669,0.00233,17.5,19.25,114.3,922.8,0.1223,0.1949,0.1709,0.1374,0.2723,?
18.45,21.91,?,1075.0,0.0943,0.09709,0.1153,0.06847,0.1692,0.05727,0.5959,?,3.766,68.35,0.006001,0.01422,0.02855,0.009148,0.01492,0.002205,?,31.39,?,?,0.1465,0.2275,0.3965,0.1379,0.3109,0.0761
?,22.47,?,506.3,?,?,?,0.02704,0.1585,?,?,1.38,?,?,0.007499,0.01202,?,0.00892,0.01647,?,14.49,33.37,92.04,653.6,0.1419,0.1523,0.2177,0.09331,0.2829,0.08067
11.71,16.67,74.72,423.6,0.1051,?,0.03592,0.026,0.1339,?,0.4489,2.508,3.258,?,0.006578,0.0138,0.02662,?,0.01359,0.003707,?,25.48,86.16,546.7,0.1271,?,0.1046,?,0.1712,?
?,?,73.06,399.8,?,?,0.03503,0.02875,?,0.05865,0.1759,0.9938,1.143,12.67,0.005133,0.01521,0.01434,0.008602,?,0.001588,12.32,?,79.93,?,0.119,0.1648,?,?,0.2676,0.06765
14.95,?,96.85,?,?,0.1305,0.1539,0.08624,0.1957,0.06216,1.296,1.452,?,?,?,?,0.06577,0.02801,0.05168,0.002887,18.55,?,121.4,?,0.1411,0.2164,0.3355,0.1667,0.3414,?
11.28,13.39,73.0,384.8,0.1164,?,0.04635,?,0.1771,0.06072,0.3384,?,1.851,26.33,0.01127,0.03498,0.02187,?,?,?,11.92,15.77,76.53,?,?,?,0.08669,0.08611,0.2102,0.06784
9.738,11.97,?,288.5,?,0.04102,0.0,?,0.1903,0.06422,0.1988,0.496,1.218,?,0.00604,0.005656,?,?,0.02277,0.00322,10.62,14.1,?,342.9,0.1234,0.07204,0.0,0.0,0.3105,0.08151
16.11,18.05,105.1,813.0,?,?,0.09447,?,?,0.06248,?,?,?,74.08,?,0.01938,0.03067,0.01167,0.01875,0.003434,19.92,?,129.0,1233.0,0.1314,0.2236,?,?,0.2792,?
11.43,17.31,73.66,398.0,0.1092,0.09486,0.02031,0.01861,?,0.06562,?,1.908,1.937,21.38,?,0.01735,0.01158,0.00952,0.02282,?,12.78,26.76,?,503.0,0.1413,?,0.07708,0.06402,?,?
?,?,83.74,512.2,?,0.09509,0.04894,0.03088,0.1778,?,?,0.7712,?,16.64,0.005324,0.01563,0.0151,?,?,0.001887,14.48,?,97.17,643.8,0.1312,0.2548,?,0.1012,?,0.08118
10.75,?,68.26,355.3,0.07793,0.05139,0.02251,0.007875,?,0.05688,?,1.239,1.806,17.74,0.006547,0.01781,0.02018,?,0.01671,0.00236,11.95,20.72,?,441.2,0.1076,0.1223,0.09755,0.03413,0.23,?
11.9,14.65,78.11,432.8,0.1152,0.1296,0.0371,0.03003,?,0.07839,?,0.6538,?,25.03,0.01017,?,0.02789,0.0111,0.03127,?,?,16.51,86.26,509.6,?,0.2517,0.0942,0.06042,0.2727,0.1036
?,?,78.99,?,0.1091,0.17,0.1659,0.07415,0.2678,0.07371,?,1.426,2.281,?,0.005427,0.03633,?,0.01843,0.05628,0.004635,?,26.38,91.93,591.7,0.1385,?,0.4504,0.1865,?,0.103
14.95,?,?,689.5,0.08138,?,?,?,0.1744,0.06493,?,1.909,3.271,39.43,0.00579,?,0.05303,0.01527,0.03356,0.009368,?,25.47,?,?,0.0997,?,?,0.08405,0.2852,?
14.44,15.18,?,?,?,?,0.08487,0.05532,0.1724,0.06081,?,0.7394,?,21.2,?,0.02297,0.03114,0.01493,0.01454,0.002528,15.85,19.85,108.6,766.9,?,0.2735,?,0.1599,0.2691,?
13.74,17.91,?,585.0,0.07944,?,?,0.01329,0.1473,?,0.25,0.7574,1.573,?,0.002838,?,?,?,?,0.001976,15.34,22.46,97.19,?,0.09711,?,0.1564,0.06019,0.235,0.07014
?,20.78,83.51,519.4,?,?,0.03136,0.02645,0.254,?,?,?,2.873,?,0.007017,0.01142,0.01949,?,?,0.001533,14.16,24.11,90.82,?,0.1297,?,?,0.06296,0.3196,0.06435
8.219,?,53.27,203.9,?,0.1305,?,0.02168,0.2222,0.08261,0.1935,?,1.243,10.21,0.01243,0.05416,0.07753,0.01022,0.02309,?,?,?,58.08,249.8,0.163,0.431,0.5381,0.07879,?,?
9.731,?,?,300.2,0.1072,0.1599,0.4108,0.07857,0.2548,0.09296,0.8245,?,4.073,49.85,0.01097,0.09586,0.396,0.05279,?,0.02984,11.02,19.49,71.04,?,0.1292,?,?,0.1571,0.3108,0.1259
11.15,13.08,70.87,381.9,0.09754,0.05113,0.01982,0.01786,0.183,0.06105,?,0.7815,1.429,15.48,?,?,?,0.008232,0.02388,0.001619,?,16.3,?,440.8,0.1341,?,0.07116,0.05506,?,0.06772
?,15.34,85.31,538.9,0.09384,0.08498,0.09293,0.03483,?,0.06207,0.271,0.7927,1.819,?,0.008584,0.02017,0.03047,?,?,0.003479,?,20.5,97.67,677.3,0.1478,0.2256,0.3009,0.09722,?,0.08633
?,17.94,78.27,?,0.08654,0.06679,0.03885,?,0.197,0.06228,?,?,1.484,16.51,?,0.01562,0.01994,0.007924,0.01799,0.002484,13.59,25.22,86.6,564.2,?,0.1788,0.1943,0.08211,?,?
?,20.74,117.4,963.7,0.1115,0.1665,0.1855,?,0.1971,0.06166,?,1.4,5.54,?,0.009037,0.04954,0.05206,?,?,0.004968,20.47,?,?,1302.0,?,0.3498,0.3583,?,0.2463,0.07738
16.84,?,108.4,880.2,?,0.07223,0.0515,0.02771,0.1844,0.05268,?,2.06,3.479,46.61,0.003443,0.02661,0.03056,0.0111,?,0.001519,?,?,?,1032.0,?,0.171,?,0.08436,?,0.05972
12.06,12.74,76.84,448.6,0.09311,0.05241,?,?,?,0.05907,0.1822,0.7285,1.171,13.25,0.005528,0.009789,0.008342,0.006273,0.01465,?,13.14,18.41,84.08,532.8,0.1275,0.1232,0.08636,?,0.2514,0.07898
10.9,12.96,68.69,366.8,0.07515,0.03718,0.00309,0.006588,0.1442,?,0.2818,0.7614,1.808,18.54,?,0.006134,0.001835,0.003576,0.01637,0.002665,12.36,18.2,78.07,470.0,?,0.08294,0.01854,?,0.2738,?
11.75,20.18,76.1,?,0.1089,?,0.06843,0.03738,0.1993,0.06453,0.5018,1.693,3.926,38.34,?,?,?,0.01152,0.03397,?,?,26.21,?,543.9,?,0.1892,0.1956,?,0.3168,0.07987
19.19,15.94,126.3,1157.0,?,0.1185,?,0.09667,0.1741,0.05176,1.0,?,6.971,119.3,?,0.03055,0.04344,0.02794,?,0.003362,?,17.81,?,?,0.1124,?,0.2264,?,0.2443,?
19.59,18.15,?,1214.0,0.112,0.1666,0.2508,?,?,0.06082,0.7364,1.048,?,97.07,0.004057,0.02277,0.04029,0.01303,?,?,26.73,26.39,174.9,2232.0,0.1438,0.3846,0.681,?,0.3643,0.09223
?,22.22,?,?,?,0.1015,0.0537,?,0.1551,0.06761,?,1.656,?,21.55,0.01134,0.03175,?,0.01135,?,?,?,?,87.36,553.0,0.1452,0.2338,0.1688,?,0.2268,0.09082
23.27,22.04,?,1686.0,0.08439,0.1145,?,0.09702,0.1801,0.05553,0.6642,0.8561,4.603,97.85,0.00491,0.02544,0.02822,0.01623,0.01956,0.00374,?,28.22,184.2,?,0.1228,?,0.3948,?,?,0.09187
14.97,?,95.5,690.2,0.08421,?,?,0.01939,0.1515,?,?,1.065,1.286,16.64,?,?,?,0.006432,?,?,15.98,?,?,782.1,?,0.09995,0.0775,0.05754,?,0.06085
10.8,?,68.77,?,0.09594,0.05736,?,?,0.1381,0.064,0.1728,?,?,?,0.007809,0.009816,0.01099,0.005344,0.01254,0.00212,11.6,12.02,73.66,414.0,0.1436,0.1257,?,0.04603,0.209,?
16.78,18.8,?,886.3,?,?,0.08422,0.06576,0.1893,0.05534,0.599,1.391,4.129,?,0.006123,0.0247,0.02626,0.01604,0.02091,0.003493,20.05,26.3,130.7,?,0.1168,?,0.2318,0.1474,0.281,0.07228
17.47,?,?,984.6,0.1049,0.1603,0.2159,?,0.1538,0.06365,1.088,1.41,7.337,?,0.006174,0.03634,0.04644,0.01569,?,0.00512,?,32.33,155.3,1660.0,0.1376,0.383,0.489,0.1721,0.216,0.093
14.97,16.95,96.22,685.9,0.09855,0.07885,0.02602,0.03781,?,0.0565,0.2713,1.217,?,24.28,0.00508,0.0137,0.007276,0.009073,0.0135,0.001706,?,23.0,104.6,?,0.1216,?,0.06648,0.08485,0.2404,?
12.32,12.39,?,464.1,0.1028,0.06981,0.03987,0.037,0.1959,0.05955,0.236,?,1.67,?,0.008045,0.0118,0.01683,0.01241,?,?,13.5,?,86.97,?,0.1385,0.1266,0.1242,0.09391,0.2827,0.06771
13.43,19.63,?,565.4,0.09048,0.06288,0.05858,0.03438,0.1598,0.05671,?,?,?,43.4,?,0.01063,?,0.009443,0.0152,0.001868,?,?,?,993.6,0.1401,0.1546,0.2644,0.116,0.2884,0.07371
15.46,11.89,102.5,736.9,0.1257,0.1555,?,0.1097,0.1966,0.07069,0.4209,0.6583,?,?,0.005393,?,?,0.0132,0.01792,0.004168,18.79,17.04,125.0,?,0.1531,0.3583,0.583,0.1827,?,0.101
?,?,70.21,372.7,0.1006,0.05743,0.02363,0.02583,0.1566,?,0.2073,1.805,1.377,19.08,0.01496,0.02121,0.01453,?,?,?,11.35,16.82,72.01,396.5,0.1216,0.0824,0.03938,0.04306,0.1902,?
10.66,15.15,67.49,?,0.08792,0.04302,?,0.0,0.1928,0.05975,0.3309,1.925,2.155,21.98,0.008713,0.01017,0.0,0.0,0.03265,0.001002,11.54,19.2,73.2,?,0.1076,?,0.0,?,0.271,0.06164
8.671,?,54.42,227.2,0.09138,0.04276,?,?,0.1722,0.06724,0.2204,0.7873,?,11.36,0.009172,0.008007,0.0,0.0,0.02711,?,9.262,?,58.36,259.2,0.1162,0.07057,?,0.0,0.2592,0.07848
?,18.06,?,?,0.09699,0.1294,?,0.03716,0.1669,0.08116,?,?,3.132,?,?,0.08808,0.1197,0.0246,0.0388,0.01792,?,?,?,?,0.1301,0.295,?,0.0991,0.2614,0.1162
16.46,20.11,109.3,832.9,0.09831,?,?,?,0.1794,0.06323,0.3037,?,2.482,31.59,0.006627,0.04094,0.05371,?,0.01682,0.004584,17.79,?,123.5,981.2,0.1415,0.4667,?,0.2035,?,0.09519
13.01,?,82.01,526.4,0.06251,0.01938,0.001595,?,?,0.05234,0.1731,1.142,1.101,14.34,?,0.002252,0.001595,0.001852,?,9.683E-4,?,29.02,88.18,?,0.08125,?,0.007977,0.009259,0.2295,0.05843
?,13.06,81.29,508.8,0.08739,?,?,?,?,0.06133,0.2889,?,1.778,21.79,0.008534,?,0.00618,0.007408,0.01065,?,13.63,16.15,86.7,?,?,0.05445,0.02758,0.0399,0.1783,0.07319
27.22,21.87,?,2250.0,?,0.1914,0.2871,0.1878,?,0.0577,0.8361,1.481,5.82,128.7,0.004631,0.02537,0.03109,0.01241,0.01575,0.002747,?,?,220.8,3216.0,?,?,?,0.2688,?,?
?,26.57,142.7,1311.0,?,0.2832,0.2487,0.1496,0.2395,0.07398,?,0.7629,4.414,?,0.004253,0.04759,0.03872,0.01567,0.01798,?,26.68,33.48,176.5,?,?,?,0.678,0.2903,0.4098,0.1284
15.7,?,?,766.6,0.09597,0.08799,0.06593,0.05189,0.1618,0.05549,?,1.15,2.406,40.98,?,?,0.01954,?,0.01547,0.00243,20.11,?,129.3,1269.0,0.1414,?,?,0.1541,0.3437,?
11.41,14.92,?,402.0,0.09059,0.08155,?,0.02361,0.1167,0.06217,0.3344,1.108,?,22.77,?,?,0.05915,0.01712,0.02165,0.004784,12.37,17.7,79.12,467.2,0.1121,0.161,0.1648,0.06296,0.1811,?
15.28,22.41,98.92,?,0.09057,0.1052,?,0.03263,?,0.06317,?,?,?,?,0.00329,?,0.01774,?,0.01172,0.002575,?,?,113.8,973.1,?,0.3299,0.363,0.1226,?,0.09772
10.08,?,63.76,317.5,?,0.04695,0.001597,0.002404,0.1703,0.06048,0.4245,?,2.68,26.43,0.01439,0.012,0.001597,?,0.02538,?,11.87,?,75.39,?,0.1521,0.1019,0.00692,0.01042,0.2933,0.07697
18.31,18.58,118.6,?,0.08588,0.08468,?,0.05814,0.1621,0.05425,0.2577,0.4757,?,28.92,?,?,0.01412,0.006719,?,0.001087,21.31,?,139.2,1410.0,?,0.2445,0.3538,0.1571,0.3206,0.06938
11.71,17.19,74.68,420.3,?,?,0.03809,0.03239,?,0.06095,?,?,1.742,17.86,0.006905,?,0.01978,0.01185,?,0.001671,?,?,84.42,521.5,0.1323,?,0.1521,0.1099,?,?
11.81,17.39,?,428.9,0.1007,0.05562,0.02353,0.01553,?,0.0578,0.1859,1.926,1.011,14.47,0.007831,0.008776,?,0.00624,?,0.001988,?,?,?,489.5,0.1356,0.1,0.08803,0.04306,0.32,0.06576
12.3,15.9,?,463.7,0.0808,0.07253,0.03844,?,0.1667,?,0.2382,?,?,18.32,0.005996,0.02212,0.02117,0.006433,?,0.001725,?,19.59,86.65,?,0.1096,?,?,?,0.2482,?
14.22,23.12,94.37,609.9,0.1075,0.2413,0.1981,0.06618,0.2384,0.07542,0.286,2.11,2.112,31.72,0.00797,0.1354,0.1166,0.01666,?,0.01172,15.74,?,106.4,762.4,0.1533,?,?,?,0.5166,0.1446
?,21.41,82.02,507.4,0.08749,?,0.03112,0.02864,0.1694,0.06287,0.7311,1.748,?,?,0.004571,0.0179,0.02176,0.01757,?,0.005875,13.75,23.5,89.04,579.5,0.09388,0.08978,?,0.04773,0.2179,0.06871
9.72,18.22,?,?,0.0695,0.02344,0.0,0.0,0.1653,0.06447,0.3539,?,?,?,0.001713,0.006736,0.0,0.0,?,0.001688,9.968,20.83,62.25,303.8,0.07117,0.02729,?,0.0,0.1909,0.06559
12.34,26.86,?,477.4,0.1034,?,?,0.04562,?,?,?,?,?,34.44,?,0.03845,?,?,?,?,15.65,39.34,?,768.9,0.1785,0.4706,0.4425,0.1459,0.3215,0.1205
?,23.21,100.4,671.4,?,0.198,?,0.08878,?,0.06672,0.2796,?,3.591,25.2,0.008081,0.05122,0.05551,0.01883,?,0.004312,16.08,?,118.6,784.7,0.1316,0.4648,0.4589,0.1727,0.3,0.08701
12.91,?,?,?,0.07941,0.05366,0.03873,0.02377,0.1829,0.05667,0.1942,0.9086,1.493,?,0.005298,0.01587,?,0.00842,0.01853,?,13.88,22.0,90.81,?,0.1097,0.1506,0.1764,0.08235,?,?
13.77,?,90.63,588.9,0.12,0.1267,0.1385,0.06526,?,0.06877,?,2.112,?,?,0.0138,0.03348,0.04665,0.0206,0.02689,0.004306,?,34.01,111.6,?,0.1737,0.3122,0.3809,0.1673,?,0.09333
18.08,?,?,1024.0,0.07371,0.08642,0.1103,0.05778,0.177,?,?,1.305,4.312,76.36,0.00553,0.05296,0.0611,0.01444,0.0214,?,19.76,?,129.1,1228.0,0.08822,0.1963,?,0.09181,0.2369,0.06558
19.18,22.49,?,?,0.08523,0.1428,0.1114,0.06772,0.1767,0.05529,?,1.073,3.833,?,0.005524,0.03698,0.02706,0.01221,0.01415,0.003397,?,32.06,166.4,?,0.1322,?,0.3865,0.1708,0.3193,0.09221
14.45,20.22,?,642.7,0.09872,0.1206,?,0.0598,0.195,0.06466,?,0.6509,1.446,19.42,0.004044,0.01597,?,0.007303,0.01522,0.001976,18.33,30.12,117.9,1044.0,0.1552,0.4056,0.4967,0.1838,?,0.1013
?,?,?,461.0,0.09586,0.08087,0.04187,0.04107,0.1979,0.06013,?,?,?,27.24,0.007514,0.01779,0.01401,0.0114,0.01503,0.003338,14.44,28.36,?,638.4,0.1429,?,0.1377,0.108,0.2668,?
?,?,115.1,951.6,0.08968,0.1198,0.1036,0.07488,0.1506,0.05491,?,0.8282,3.088,?,0.00609,0.02569,0.02713,?,0.01594,?,20.42,25.84,139.5,1239.0,?,?,0.3508,0.1939,0.2928,?
?,26.67,158.9,?,?,0.2084,0.3523,0.162,0.22,0.06229,0.5539,1.56,4.667,?,0.009327,?,0.08958,0.02465,?,?,25.12,32.68,177.0,1986.0,0.1536,?,0.7892,?,0.3198,0.08762
13.81,23.75,91.56,597.8,0.1323,0.1768,0.1558,0.09176,?,?,?,1.93,3.909,52.72,?,?,0.03112,0.01291,0.01998,?,19.2,41.85,?,1153.0,0.2226,0.5209,0.4646,0.2013,?,0.1086
12.47,18.6,?,481.9,?,0.1058,0.08005,?,0.1925,0.06373,?,1.044,2.497,30.29,0.006953,?,?,0.01037,?,0.003586,?,?,?,?,?,0.2378,0.2671,0.1015,0.3014,0.0875
15.12,16.68,98.78,716.6,0.08876,0.09588,0.0755,0.04079,0.1594,0.05986,?,0.3621,1.974,26.44,0.005472,?,?,0.00826,0.01523,0.002881,17.77,?,117.7,?,0.1491,0.3331,0.3327,?,?,?
?,17.27,62.92,295.4,0.1089,0.07232,0.01756,0.01952,?,0.06285,0.2137,?,1.517,?,?,0.01249,0.007975,0.007527,0.0221,?,10.42,?,?,331.6,0.1415,0.1247,0.06213,0.05588,0.2989,?
?,20.26,109.7,904.3,0.08772,0.07304,0.0695,0.0539,?,0.05223,0.5858,0.8554,4.106,?,0.005038,0.01503,0.01946,0.01123,0.02294,0.002581,19.8,?,130.0,1210.0,0.1111,?,?,0.1096,?,0.06469
13.11,22.54,87.02,?,0.1002,0.1483,0.08705,?,?,0.0731,0.1931,?,1.491,?,?,0.03041,0.02526,0.008304,0.02514,?,14.55,29.16,99.48,639.3,0.1349,0.4402,0.3162,0.1126,0.4128,?
15.27,12.91,?,?,0.08182,0.0623,0.05892,0.03157,0.1359,0.05526,0.2134,0.3628,1.525,20.0,?,?,0.01841,0.007373,?,?,?,15.92,?,932.7,?,0.2186,0.2962,0.1035,?,0.07474
?,22.14,134.7,1290.0,0.0909,0.1348,0.164,?,0.1765,0.05024,0.8601,1.48,?,?,0.008124,0.03611,0.05489,0.02765,?,0.002365,23.24,27.84,158.3,1656.0,0.1178,0.292,0.3861,0.192,0.2909,?
11.84,?,?,428.0,0.08871,0.069,0.02669,0.01393,?,0.06057,?,0.8652,1.444,17.12,0.005517,0.01727,0.02045,0.006747,0.01616,0.002922,13.3,?,85.22,546.3,0.128,0.188,?,0.06913,0.2535,0.07993
28.11,?,188.5,2499.0,0.1142,?,0.3201,0.1595,0.1648,?,?,1.476,21.98,?,?,0.02772,?,0.01407,?,0.004476,28.11,?,188.5,?,?,0.1516,0.3201,0.1595,0.1648,0.05525
17.42,25.56,114.5,948.0,0.1006,?,0.1682,0.06597,0.1308,?,?,1.667,3.767,?,?,?,0.1438,0.03927,0.02175,0.01256,18.07,28.07,120.4,1021.0,?,0.1793,?,0.1099,0.1603,0.06818
14.19,23.81,92.87,610.7,0.09463,0.1306,0.1115,0.06462,0.2235,0.06433,?,1.845,?,31.0,0.01088,0.0371,?,?,0.04499,0.004768,?,34.85,115.0,?,0.1559,0.4059,0.3744,0.1772,0.4724,0.1026
13.86,16.93,90.96,578.9,0.1026,0.1517,0.09901,0.05602,?,0.06916,?,1.194,?,?,0.00596,0.03438,0.03909,?,?,0.00456,15.75,26.93,?,?,0.146,0.437,0.4636,0.1654,?,0.1059
?,?,?,?,?,0.1154,0.06636,0.03142,0.1967,0.06314,0.2963,1.563,2.087,21.46,0.008872,0.04192,0.05946,0.01785,?,?,13.25,27.1,86.2,531.2,?,0.3046,0.2806,0.1138,?,?
10.2,?,?,?,0.08054,0.05907,0.05774,0.01071,0.1964,0.06315,0.3567,1.922,?,22.79,0.00468,0.0312,0.05774,0.01071,0.0256,0.004613,?,24.47,75.4,403.7,0.09527,0.1397,?,0.03571,0.2868,?
19.8,?,129.7,1230.0,0.09383,?,0.1272,?,0.2094,0.05581,0.9553,1.186,?,?,0.006804,0.03169,0.03446,0.01712,0.01897,?,25.73,28.64,?,?,?,0.3235,0.3617,0.182,0.307,0.08255
19.53,?,128.0,?,0.0842,0.113,0.1145,0.06637,?,?,0.7392,1.321,?,109.9,0.005539,0.02644,?,0.01078,?,0.002256,27.9,45.41,?,2477.0,0.1408,0.4097,?,?,0.2713,?
?,?,87.88,568.9,?,0.08711,?,0.02563,?,0.06344,0.2102,0.4336,?,?,0.004133,0.01695,?,0.006659,0.01371,0.002735,15.34,?,?,?,0.1311,0.2474,0.1759,0.08056,0.238,0.08718
13.56,13.9,88.59,?,?,?,0.0786,?,?,0.06303,0.2569,?,?,?,0.005851,0.02314,?,0.00836,?,0.002918,14.98,17.13,101.1,686.6,0.1376,?,0.2577,0.0909,?,?
10.18,?,65.12,313.1,0.1061,?,0.01768,0.01915,0.191,0.06908,?,?,1.641,15.05,0.007899,?,?,0.007624,?,?,11.17,22.84,71.94,?,0.1406,0.144,0.06572,0.05575,0.3055,?
?,20.25,102.6,?,0.1025,?,0.1147,0.06462,0.1935,0.06303,?,0.9209,2.244,32.19,0.004766,0.02374,?,?,0.01772,0.003131,?,30.29,?,?,0.1552,0.448,?,?,0.3993,0.1064
13.27,17.02,84.55,?,0.08445,0.04994,0.03554,0.02456,0.1496,0.05674,?,0.8907,2.044,?,0.006032,0.01104,0.02259,?,?,0.002496,15.14,?,98.84,?,?,?,0.1786,0.09678,0.2506,?
14.34,13.47,92.51,641.2,0.09906,0.07624,0.05724,?,?,?,0.522,?,3.763,?,0.007089,0.01428,0.0236,0.01286,?,0.001463,16.77,16.9,110.4,873.2,?,?,0.1632,0.1087,0.3062,0.06072
